id,number,base_offset,host_id,material,width,height
wn-48,235,27.121,sl-6,Glass,0.61,1.524
wn-49,236,27.137,sl-6,Glass,0.61,1.524
wn-50,237,27.127,sl-6,Glass,0.61,1.524
wn-63,250,27.126,sl-6,Glass,1.016,2.54
wn-64,251,27.367,sl-6,Glass,1.016,2.54
wn-65,252,27.126,sl-6,Glass,1.016,2.54
