id,number,base_offset,system_type
mn-45,,3.505,hvac
mn-46,,3.505,hvac
mn-47,,3.658,hvac
mn-48,,3.658,hvac
mn-49,,3.658,hvac
mn-50,,3.658,hvac
mn-61,,3.658,hvac
mn-62,,3.658,hvac
mn-63,,3.658,hvac
mn-64,,3.658,hvac
mn-65,,3.658,hvac
mn-66,,3.658,hvac
mn-67,,3.658,hvac
mn-68,,3.658,hvac
mn-69,,3.658,hvac
mn-70,,3.658,hvac
mn-71,,3.658,hvac
mn-72,,3.658,hvac
mn-81,,3.658,hvac
mn-82,,3.658,hvac
mn-83,,3.658,hvac
