id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,points,area,material,function,thickness
850a49e3-e026-4fc5-be27-49805b4bd6f4-001f7851,"Concrete Slab 4""",,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,-0.1016,0.4347312449,-6.0198,0.3683,17.7292,0.9398,1.380494837,17.8308,"[[0.9398,0.3683],[0.9398,0.9937798243],[-6.0198,0.9937798243],[-6.0198,0.3683]]",4.279211413,"Concrete, Cast-in-Place gray",floor,0.1016
850a49e3-e026-4fc5-be27-49805b4bd6f4-001f785d,"Concrete Slab 4""",,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,0.127,0.4347312449,-6.0198,0.9779,17.9578,0.9398,1.990094837,18.0594,"[[0.9398,0.9779],[0.9398,1.603379824],[-6.0198,1.603379824],[-6.0198,0.9779]]",4.279211413,"Concrete, Cast-in-Place gray",floor,0.1016
b68f5e86-3059-454a-b0e0-715f2baf5f78-001fb1b7,Finish Floor - Polished Concrete (Grey),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,36.05692335,-33.740725,-3.204865832,5.588,-15.09395,12.7254,5.7404,"[[-33.740725,5.7023],[-33.740725,0.2535628077],[-33.664525,0.2535628077],[-32.4503816,0.2535628077],[-32.44659402,0.2535628077],[-32.17237098,0.1286004104],[-32.86409055,-1.389339758],[-32.87067344,-1.403785557],[-28.91830284,-3.204865832],[-28.91171994,-3.190420033],[-27.08247599,0.823754201],[-26.80511665,0.6973626027],[-25.58011289,0.1391330436],[-25.70650449,-0.1382262972],[-26.27183246,-1.378807125],[-26.27841536,-1.393252924],[-22.32604475,-3.194333199],[-22.31946186,-3.1798874],[-20.4902179,0.8342868342],[-20.21285856,0.7078952359],[-18.98785481,0.1496656767],[-19.1142464,-0.127693664],[-19.67957438,-1.368274491],[-19.68615727,-1.38272029],[-15.73378667,-3.183800566],[-15.72720377,-3.169354767],[-15.3162,-2.267429825],[-15.09395,-2.267429825],[-15.09395,0.714375],[-15.09395,5.7023],[-15.09395,6.0071],[-15.09395,12.7254],[-15.1638,12.7254],[-19.7866,12.7254],[-20.8026,12.7254],[-30.3657,12.7254],[-30.3657,12.709525],[-30.3657,10.531475],[-30.3657,10.4521],[-27.5717,10.4521],[-27.5717,7.9375],[-28.47975,7.9375],[-29.71165,7.9375],[-30.3657,7.9375],[-30.3657,7.6835],[-30.3657,7.1755],[-30.3657,6.1595],[-30.3657,5.7023],[-33.664525,5.7023]]",236.5939853,"Concrete, Precast Smooth, Light Grey",floor,0.1524
92eae6b4-64be-44a8-bd65-cd5f0a9f6b02-001fb3da,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,7.382285788,-11.938,2.790825,5.588,-6.289675,12.7254,5.7404,"[[-9.18845,2.790825],[-6.289675,2.790825],[-6.289675,12.709525],[-6.289675,12.7254],[-11.938,12.7254],[-11.938,12.709525],[-11.938,5.58165],[-9.18845,5.58165]]",48.44019546,"Concrete, Precast",floor,0.1524
bbcbc9b5-6734-4739-8a6c-8cc02c2a73a2-001fb77d,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,1.176195345,-11.953875,2.790825,5.588,-9.18845,5.58165,5.7404,"[[-9.18845,2.790825],[-9.18845,5.58165],[-11.938,5.58165],[-11.953875,5.58165],[-11.953875,2.790825]]",7.717817226,"Concrete, Polished",floor,0.1524
921cae3c-b889-4ca8-aa7a-6b3858702e7f-001fdbfe,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,2.924175,1.286186407,-4.7879,2.790825,12.61745,-1.56845,6.47065,12.728575,"[[-1.9177,6.47065],[-4.7879,6.47065],[-4.7879,2.822575],[-4.7879,2.790825],[-1.56845,2.790825],[-1.56845,2.822575],[-1.56845,5.6896],[-1.9177,5.6896]]",11.57423088,Metal Stud Layer,floor,0.111125
921cae3c-b889-4ca8-aa7a-6b3858702e7f-001fde77,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,2.924175,1.286186407,-4.7879,2.790825,5.27685,-1.56845,6.47065,5.387975,"[[-1.9177,6.47065],[-4.7879,6.47065],[-4.7879,5.98805],[-4.7879,5.72135],[-4.7879,2.822575],[-4.7879,2.790825],[-1.628775,2.790825],[-1.56845,2.790825],[-1.56845,5.6896],[-1.9177,5.6896]]",11.57423088,Metal Stud Layer,floor,0.111125
d26415e6-6c84-41f1-aca3-44e7e954b7b1-001fe231,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,2.924175,1.733098449,5.419725,3.997325,12.61745,10.690225,6.956425,12.728575,"[[10.690225,3.997325],[10.690225,6.956425],[5.419725,6.956425],[5.419725,3.997325]]",15.59593655,Metal Stud Layer,floor,0.111125
d26415e6-6c84-41f1-aca3-44e7e954b7b1-001fea93,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,2.924175,1.733098449,5.419725,3.997325,5.27685,10.690225,6.956425,5.387975,"[[10.690225,3.997325],[10.690225,5.715381],[10.690225,5.982081],[10.690225,6.956425],[5.419725,6.956425],[5.419725,3.997325]]",15.59593655,Metal Stud Layer,floor,0.111125
d26415e6-6c84-41f1-aca3-44e7e954b7b1-001feae0,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,2.924175,1.733098449,5.419725,3.997325,8.55345,10.690225,6.956425,8.664575,"[[10.690225,3.997325],[10.690225,6.956425],[5.419725,6.956425],[5.419725,3.997325]]",15.59593655,Metal Stud Layer,floor,0.111125
d26415e6-6c84-41f1-aca3-44e7e954b7b1-001feb2d,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,2.924175,1.733098449,5.419725,3.997325,16.68145,10.690225,6.956425,16.792575,"[[10.690225,3.997325],[10.690225,6.956425],[5.419725,6.956425],[5.419725,3.997325]]",15.59593655,Metal Stud Layer,floor,0.111125
c76093c6-f4d4-475f-8606-be2ece4382cd-001fedca,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,2.924175,1.718222068,-13.382625,-3.578225,8.55345,-8.112125,-0.644525,8.664575,"[[-8.112125,-3.578225],[-8.112125,-0.644525],[-13.382625,-0.644525],[-13.382625,-3.578225]]",15.46206585,Metal Stud Layer,floor,0.111125
c76093c6-f4d4-475f-8606-be2ece4382cd-001ff825,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,2.924175,1.718222068,-13.382625,-3.578225,5.27685,-8.112125,-0.644525,5.387975,"[[-8.112125,-3.578225],[-8.112125,-0.644525],[-13.382625,-0.644525],[-13.382625,-3.578225]]",15.46206585,Metal Stud Layer,floor,0.111125
c76093c6-f4d4-475f-8606-be2ece4382cd-001ff869,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,2.924175,1.718222068,-13.382625,-3.578225,12.61745,-8.112125,-0.644525,12.728575,"[[-8.112125,-3.578225],[-8.112125,-0.644525],[-13.382625,-0.644525],[-13.382625,-3.578225]]",15.46206585,Metal Stud Layer,floor,0.111125
c76093c6-f4d4-475f-8606-be2ece4382cd-001ff8ae,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,2.924175,1.718222068,2.873375,-3.578225,8.55345,8.143875,-0.644525,8.664575,"[[8.143875,-3.578225],[8.143875,-0.644525],[2.873375,-0.644525],[2.873375,-3.578225]]",15.46206585,Metal Stud Layer,floor,0.111125
c76093c6-f4d4-475f-8606-be2ece4382cd-001ff8f3,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,2.924175,1.718222068,2.873375,-3.578225,12.61745,8.143875,-0.644525,12.728575,"[[8.143875,-3.578225],[8.143875,-0.644525],[2.873375,-0.644525],[2.873375,-3.578225]]",15.46206585,Metal Stud Layer,floor,0.111125
c0f5c8ed-3fb4-4125-b1d2-ad22092f5193-00201077,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,2.924175,1.536044121,17.01863561,-3.051175,8.55345,20.9373311,0.714375,8.664575,"[[17.01863561,0.714375],[17.01863561,0.682625],[17.01863561,-3.051175],[20.9373311,-3.051175],[20.44158704,0.714375],[20.42557505,0.714375]]",13.82266926,Metal Stud Layer,floor,0.111125
c0f5c8ed-3fb4-4125-b1d2-ad22092f5193-00201190,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,2.924175,1.536044121,16.989425,-3.051175,12.61745,20.90812049,0.714375,12.728575,"[[16.989425,0.714375],[16.989425,0.682625],[16.989425,-3.051175],[20.90812049,-3.051175],[20.41655639,0.682625],[20.41237642,0.714375]]",13.82266926,Metal Stud Layer,floor,0.111125
d9909760-5396-4778-82d9-59b084915d9c-002014ed,Cores - Mechanical Space,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,2.924175,1.608423618,-4.949825,-3.616325,12.61745,-0.079375,-0.644525,12.728575,"[[-0.079375,-3.616325],[-0.079375,-0.644525],[-4.949825,-0.644525],[-4.949825,-3.616325]]",14.47400331,Metal Stud Layer,floor,0.111125
9f970bb1-5e04-45e2-843c-2879d2bf99cc-00202a40,"Concrete Slab 4""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,-0.0508,0.3146316288,7.820025,13.0302,13.716,10.360025,14.2494,13.8176,"[[9.069386706,14.2494],[7.820025,14.2494],[7.820025,13.0302],[10.360025,13.0302],[10.360025,14.2494]]",3.096768,"Concrete, Cast-in-Place gray",floor,0.1016
49b5bd90-6f04-4cdd-ae24-c591e520cb9e-00203e90,Finish Floor - Polished Concrete (Grey),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,36.04828082,-33.740725,-3.204865832,9.652,-15.09395,12.7254,9.8044,"[[-33.740725,5.7023],[-33.740725,0.2667],[-33.664525,0.2667],[-32.44439503,0.2667],[-32.43713945,0.2667],[-32.41483212,0.2667],[-32.1619523,0.1514636252],[-32.16578808,0.1430462094],[-32.86409055,-1.389339758],[-32.87067344,-1.403785557],[-28.91830284,-3.204865832],[-28.91171994,-3.190420033],[-27.08247599,0.823754201],[-26.80511665,0.6973626027],[-25.85747223,0.2655246419],[-25.58011289,0.1391330436],[-25.70650449,-0.1382262972],[-26.27183246,-1.378807125],[-26.27841536,-1.393252924],[-22.32604475,-3.194333199],[-22.31946186,-3.1798874],[-20.4902179,0.8342868342],[-20.21285856,0.7078952359],[-19.26521415,0.276057275],[-18.98785481,0.1496656767],[-19.1142464,-0.127693664],[-19.67957438,-1.368274491],[-19.68615727,-1.38272029],[-15.73378667,-3.183800566],[-15.72720377,-3.169354767],[-15.243175,-2.107180519],[-15.2354685,-2.090269034],[-15.09395,-2.090269034],[-15.09395,0.714375],[-15.09395,5.6340375],[-15.09395,5.7023],[-15.09395,6.0071],[-15.09395,12.7254],[-15.1638,12.7254],[-26.1366,12.7254],[-27.1526,12.7254],[-30.3657,12.7254],[-30.3657,12.709525],[-30.3657,10.531475],[-30.3657,10.4521],[-27.5717,10.4521],[-27.5717,7.9375],[-28.47975,7.9375],[-29.71165,7.9375],[-30.3657,7.9375],[-30.3657,7.6835],[-30.3657,7.1755],[-30.3657,6.1595],[-30.3657,5.7023],[-33.664525,5.7023]]",236.5372757,"Concrete, Precast Smooth, Light Grey",floor,0.1524
49b5bd90-6f04-4cdd-ae24-c591e520cb9e-00203f28,Finish Floor - Polished Concrete (Grey),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,36.14801547,-33.740725,-2.97966404,13.716,-13.954125,12.7254,13.8684,"[[-33.740725,5.7023],[-33.740725,0.2694378077],[-33.664525,0.2694378077],[-32.48143082,0.2694378077],[-32.44973032,0.2549920087],[-32.17237098,0.1286004104],[-32.56694056,-0.7372606228],[-32.76804984,-1.178583764],[-28.81567924,-2.97966404],[-28.61456996,-2.538340899],[-27.09300862,0.8006409226],[-25.86800487,0.2424113635],[-25.59064552,0.1160197652],[-25.70650449,-0.1382262972],[-25.97468248,-0.7267279896],[-26.17579176,-1.168051131],[-22.22342115,-2.969131406],[-22.02231187,-2.527808265],[-20.50075053,0.8111735558],[-19.27574678,0.2529439967],[-18.99838744,0.1265523984],[-19.1142464,-0.127693664],[-19.38242439,-0.7161953564],[-19.58353367,-1.157518497],[-15.64560886,-2.952015877],[-15.63116307,-2.958598773],[-15.243175,-2.107180519],[-14.944725,-1.452248575],[-13.954125,0.7215680918],[-13.954125,0.8704137284],[-13.954125,2.816225],[-14.944725,2.816225],[-15.09395,2.816225],[-15.09395,5.6626125],[-15.09395,5.7023],[-15.09395,6.0071],[-15.09395,12.7254],[-15.1638,12.7254],[-30.3657,12.7254],[-30.3657,12.709525],[-30.3657,10.531475],[-30.3657,10.4521],[-27.5717,10.4521],[-27.5717,7.9375],[-28.47975,7.9375],[-29.71165,7.9375],[-30.3657,7.9375],[-30.3657,7.6835],[-30.3657,7.1755],[-30.3657,6.1595],[-30.3657,5.7023],[-33.664525,5.7023]]",237.1917026,"Concrete, Precast Smooth, Light Grey",floor,0.1524
60e42325-cc96-4cde-b95f-ced200a85f95-00203fbf,Finish Floor - Terrazo,,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,4.209715887,-3.8735,0.1524,-1.2065,1.1938,6.0071,-1.0541,"[[-1.78435,0.1524],[1.1938,0.1524],[1.1938,4.0814625],[1.1938,5.5499],[1.1938,6.0071],[-1.8542,6.0071],[-1.8542,5.842],[-3.8735,5.842],[-3.8735,5.6896],[-3.8735,1.063625],[-3.8735,0.97155],[-1.78435,0.97155]]",27.62280766,"Concrete, Precast",floor,0.1524
60e42325-cc96-4cde-b95f-ced200a85f95-00204074,"Concrete Slab 4""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,0,0.4850820477,16.63065,11.049,-0.1016,19.2347229,13.0302,0,"[[16.63065,12.8778],[16.63065,12.4206],[16.63065,11.049],[19.2347229,11.049],[18.99395681,12.8778],[18.53281165,12.8778],[18.411825,12.8778],[18.411825,13.0302],[16.887825,13.0302],[16.887825,12.8778]]",4.774429604,"Concrete, Cast-in-Place gray",floor,0.1016
60e42325-cc96-4cde-b95f-ced200a85f95-002040eb,"Concrete Slab 4""",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,2.817581542,-12.0015,10.9204125,-1.1557,1.143,13.0302,-1.0541,"[[1.143,10.9204125],[1.143,11.0283625],[1.143,12.715875],[1.143,13.0302],[-12.0015,13.0302],[-12.0015,11.2252125],[-12.0015,10.9204125],[-11.938,10.9204125],[-9.77265,10.9204125],[-6.289675,10.9204125],[-6.054725,10.9204125]]",27.73210179,"Concrete, Cast-in-Place gray",floor,0.1016
60e42325-cc96-4cde-b95f-ced200a85f95-00204120,Finish Floor - Polished Concrete (Grey),,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,1.529711941,-11.938,6.2849125,-1.2065,-9.77265,10.9204125,-1.0541,"[[-11.938,10.9204125],[-11.938,6.2849125],[-9.77265,6.2849125],[-9.77265,10.9204125]]",10.03747993,"Concrete, Precast Smooth, Light Grey",floor,0.1524
60e42325-cc96-4cde-b95f-ced200a85f95-0020419f,Finish Floor - Polished Concrete (Grey),,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,6.166166178,-6.054725,4.0814625,-1.2065,2.841625,11.0283625,-1.0541,"[[1.1938,4.0814625],[2.841625,4.0814625],[2.841625,11.0283625],[1.143,11.0283625],[1.143,10.9204125],[-6.054725,10.9204125],[-6.054725,5.673725],[-6.022975,5.673725],[-3.889375,5.673725],[-3.889375,5.6896],[-3.889375,5.842],[-3.8735,5.842],[-1.8542,5.842],[-1.8542,5.857875],[-1.8542,6.0071],[-1.8542,8.2677],[-1.8542,8.5217],[0.9398,8.5217],[1.1938,8.5217],[1.1938,6.0071]]",40.46040799,"Concrete, Precast Smooth, Light Grey",floor,0.1524
24c97db8-345b-44fc-9a1f-17635a8645f5-0020421c,Finish Floor - Polished Concrete (Grey),,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,1.53252181,-6.054725,1.063625,-1.2065,-3.8735,5.6896,-1.0541,"[[-3.8735,1.063625],[-3.8735,5.6896],[-3.889375,5.6896],[-3.889375,5.673725],[-6.054725,5.673725],[-6.054725,1.063625]]",10.05591739,"Concrete, Precast Smooth, Light Grey",floor,0.1524
24c97db8-345b-44fc-9a1f-17635a8645f5-00204292,Finish Floor - Polished Concrete (Grey),,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,1.533283808,7.610475,10.550525,-1.2065,12.23645,12.7254,-1.0541,"[[7.610475,10.550525],[12.23645,10.550525],[12.23645,12.4206],[12.23645,12.7254],[7.610475,12.7254],[7.610475,12.715875]]",10.06091738,"Concrete, Precast Smooth, Light Grey",floor,0.1524
24c97db8-345b-44fc-9a1f-17635a8645f5-002042bf,Finish Floor - Polished Concrete (Grey),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,0,1.707423505,12.690475,8.0899,-0.1524,15.03045,12.8778,0,"[[12.690475,12.8778],[12.690475,12.4206],[12.690475,8.0899],[15.03045,8.0899],[15.03045,12.4206],[15.03045,12.8778]]",11.2035663,"Concrete, Precast Smooth, Light Grey",floor,0.1524
57ad692e-5bf7-4ef5-ae5e-6b26c498a214-0020430a,Finish Floor - Polished Concrete (Grey),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0,9.841849413,-30.3657,5.826125,-1.9558,-15.408275,12.7254,-1.8034,"[[-19.9644,12.7254],[-30.3657,12.7254],[-30.3657,10.56005],[-30.3657,10.4521],[-27.5717,10.4521],[-27.5717,10.1981],[-27.5717,7.9375],[-30.3657,7.9375],[-30.3657,5.826125],[-27.5717,5.826125],[-27.5717,7.6835],[-27.5717,7.74065],[-27.555825,7.74065],[-27.3685,7.74065],[-21.478875,7.74065],[-21.478875,8.80745],[-19.812,8.80745],[-19.812,6.2611],[-17.653,6.2611],[-17.653,10.12825],[-16.5354,10.12825],[-16.5354,6.604],[-15.408275,6.604],[-15.408275,10.880725],[-15.408275,10.8966],[-19.9644,10.8966]]",64.57906439,"Concrete, Precast Smooth, Light Grey",floor,0.1524
ac355af7-93f5-4805-b0b1-d7e96881dc79-002043f4,"Concrete Slab 4""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0,1.041038426,-19.9644,10.880725,-1.905,-15.1638,13.0302,-1.8034,"[[-15.1638,13.0302],[-19.9644,13.0302],[-19.9644,12.7254],[-19.9644,10.8966],[-15.408275,10.8966],[-15.408275,10.880725],[-15.1638,10.880725],[-15.1638,11.2014]]",10.2464412,"Concrete, Cast-in-Place gray",floor,0.1016
f430a989-1abe-42be-8872-72da3b4b367b-00204493,Finish Floor - Laminate,,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,22.49762611,1.143,-2.222135319,-1.2065,12.690475,12.715875,-1.0541,"[[7.610475,12.715875],[1.143,12.715875],[1.143,11.0283625],[2.841625,11.0283625],[2.841625,4.0814625],[1.1938,4.0814625],[1.1938,0.1524],[1.1938,-1.9177],[1.1938,-2.02565],[1.1938,-2.222135319],[12.2682,-2.222135319],[12.2682,0.8763],[12.690475,0.8763],[12.690475,10.550525],[12.23645,10.550525],[7.610475,10.550525]]",147.6222185,"Concrete, Precast",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-002047fc,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,7.451418714,-12.0015,2.790825,2.3114,-6.289675,12.7254,2.4638,"[[-9.18845,2.790825],[-6.289675,2.790825],[-6.289675,12.709525],[-6.289675,12.7254],[-12.0015,12.7254],[-12.0015,12.709525],[-12.0015,5.58165],[-9.18845,5.58165]]",48.89382358,"Concrete, Precast",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-00204829,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,1.196451293,-12.0015,2.790825,2.3114,-9.18845,5.58165,2.4638,"[[-12.0015,2.790825],[-9.18845,2.790825],[-9.18845,5.58165],[-12.0015,5.58165]]",7.850730266,"Concrete, Polished",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-0020485a,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,7.063142083,-6.054725,2.790825,2.3114,0.974725,12.7254,2.4638,"[[-6.054725,2.790825],[-4.098925,2.790825],[-4.098925,4.175125],[-4.606925,4.175125],[-4.606925,5.6896],[-1.8542,5.6896],[-1.8542,8.5217],[0.974725,8.5217],[0.974725,12.709525],[0.974725,12.7254],[-6.054725,12.7254],[-6.054725,12.709525]]",46.34607666,"Concrete, Precast",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-00204863,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,1.222522087,-4.606925,2.790825,2.3114,-1.597025,5.6896,2.4638,"[[-4.098925,2.790825],[-1.597025,2.790825],[-1.597025,5.6896],[-1.8542,5.6896],[-4.606925,5.6896],[-4.606925,4.175125],[-4.098925,4.175125]]",8.021798472,"Concrete, Polished",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-00204913,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,14.61583285,1.209675,2.790825,2.3114,12.455525,12.7254,2.4638,"[[6.14045,4.606925],[6.14045,6.10235],[7.4041,6.10235],[7.4041,6.6167],[9.9695,6.6167],[9.9695,4.05765],[7.0866,4.05765],[7.0866,4.606925]]",95.90441505,"Concrete, Precast",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-00204983,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,1.315071104,6.14045,4.05765,2.3114,9.9695,6.6167,2.4638,"[[6.14045,6.10235],[6.14045,4.606925],[7.0866,4.606925],[7.0866,4.05765],[9.9695,4.05765],[9.9695,6.6167],[7.4041,6.6167],[7.4041,6.10235]]",8.629075484,"Concrete, Polished",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-00204a98,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,14.61583285,1.209675,2.790825,5.588,12.455525,12.7254,5.7404,"[[6.14045,4.606925],[6.14045,6.10235],[7.4041,6.10235],[7.4041,6.6167],[9.9695,6.6167],[9.9695,4.05765],[7.0866,4.05765],[7.0866,4.606925]]",95.90441505,"Concrete, Precast",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-00204aa9,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,1.315071104,6.14045,4.05765,5.588,9.9695,6.6167,5.7404,"[[6.14045,6.10235],[6.14045,4.606925],[7.0866,4.606925],[7.0866,4.05765],[9.9695,4.05765],[9.9695,6.6167],[7.4041,6.6167],[7.4041,6.10235]]",8.629075484,"Concrete, Polished",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-00204ab5,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,14.61583285,1.209675,2.790825,9.652,12.455525,12.7254,9.8044,"[[6.14045,4.606925],[6.14045,6.10235],[7.4041,6.10235],[7.4041,6.6167],[9.9695,6.6167],[9.9695,4.05765],[7.0866,4.05765],[7.0866,4.606925]]",95.90441505,"Concrete, Precast",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-00204ac6,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.315071104,6.14045,4.05765,9.652,9.9695,6.6167,9.8044,"[[6.14045,6.10235],[6.14045,4.606925],[7.0866,4.606925],[7.0866,4.05765],[9.9695,4.05765],[9.9695,6.6167],[7.4041,6.6167],[7.4041,6.10235]]",8.629075484,"Concrete, Polished",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-00204af2,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,14.61583285,1.209675,2.790825,13.716,12.455525,12.7254,13.8684,"[[6.14045,6.10235],[7.4041,6.10235],[7.4041,6.6167],[9.9695,6.6167],[9.9695,4.05765],[7.0866,4.05765],[7.0866,4.606925],[6.14045,4.606925]]",95.90441505,"Concrete, Precast",floor,0.1524
67a7e2a1-22fb-4409-a43e-15e28c32e96a-00204b03,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,1.315071104,6.14045,4.05765,13.716,9.9695,6.6167,13.8684,"[[6.14045,6.10235],[6.14045,4.606925],[7.0866,4.606925],[7.0866,4.05765],[9.9695,4.05765],[9.9695,6.6167],[7.4041,6.6167],[7.4041,6.10235]]",8.629075484,"Concrete, Polished",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204b67,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,12.03865887,12.690475,-2.353469979,13.716,20.71432303,12.7254,13.8684,"[[18.8603056,12.7254],[12.690475,12.7254],[12.690475,12.709525],[12.690475,5.58165],[15.4559,5.58165],[15.4559,2.790825],[15.630525,2.790825],[15.630525,0.8763],[15.5829,0.8763],[15.5829,0.5715],[15.5829,-0.8382],[16.93517841,-0.8382],[20.26035419,-2.353469979],[20.71432303,-1.357260577],[20.47335478,0.473075],[19.29619739,0.473075],[19.29619739,0.682625],[19.29619739,0.8382],[19.29619739,1.812925],[19.38827239,1.812925],[20.29696019,1.812925],[18.86239558,12.709525]]",78.99382462,"Concrete, Precast",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204bcd,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,1.176195345,12.690475,2.790825,13.716,15.4559,5.58165,13.8684,"[[12.690475,2.790825],[15.4559,2.790825],[15.4559,5.58165],[12.690475,5.58165]]",7.717817226,"Concrete, Polished",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204beb,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,9.898885728,12.690475,0.80645,5.588,20.26352045,12.7254,5.7404,"[[20.26352045,2.066925],[18.86239558,12.709525],[18.8603056,12.7254],[12.690475,12.7254],[12.690475,12.709525],[12.690475,5.58165],[15.4559,5.58165],[15.4559,2.790825],[17.17262311,2.790825],[17.17262311,0.80645],[19.29619739,0.80645],[19.29619739,2.066925]]",64.95331843,"Concrete, Precast",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204bfe,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,1.176195345,12.690475,2.790825,5.588,15.4559,5.58165,5.7404,"[[12.690475,2.790825],[15.4559,2.790825],[15.4559,5.58165],[12.690475,5.58165]]",7.717817226,"Concrete, Polished",floor,0.1524
