id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,host_id,location_param,material,width,height,operation
3626bed5-2394-4429-acf0-1d584c5ed516-000b55ad,"42"" x 96"" (Exterior)",102A,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0,0.1736169103,-19.992975,11.28395,-1.8034,-18.6182,12.4714,0.7366,3626bed5-2394-4429-acf0-1d584c5ed516-000b3bbb,0.4626736111,Aluminum,0,0,
3626bed5-2394-4429-acf0-1d584c5ed516-000b5b96,"36"" x 84"" (90 MIN)",101D,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0.0762,0.104317745,-28.622625,3.71475,-1.7272,-27.435175,4.73075,0.4572,f0bb60be-e045-4144-8abd-573c502cdabb-0013334e,0.5027085597,Glass,0,0,
f671d00b-afe0-4235-80b7-cfe899bb5fb6-000b6075,"36"" x 96""",107B,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,0.1444271325,-3.04165,5.661025,-1.0541,-2.02565,6.772275,1.4351,67c18ed4-9fbd-43e1-92c1-041ca0201b1a-000b11ab,0.1814285714,Aluminum,0,0,
f671d00b-afe0-4235-80b7-cfe899bb5fb6-000b6163,"36"" x 96"" (Exterior)",105C,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,0.1547221134,-7.493,10.8918375,-1.0541,-6.45795,12.1142125,1.4859,b0a2dd1a-b172-4911-a09e-5a29154cd7e2-000a531a,0.3840029397,Aluminum,0,0,
f671d00b-afe0-4235-80b7-cfe899bb5fb6-000b6187,"36"" x 96"" (Exterior)",107C,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,0.1547221134,-5.93725,10.8918375,-1.0541,-4.9022,12.1142125,1.4859,b0a2dd1a-b172-4911-a09e-5a29154cd7e2-000a531a,0.5055120039,Aluminum,0,0,
f671d00b-afe0-4235-80b7-cfe899bb5fb6-000b61eb,"36"" x 96"" (Exterior)",108E,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,0.1547221134,-0.0508,11.3077625,-1.0541,1.171575,12.3428125,1.4859,b0a2dd1a-b172-4911-a09e-5a29154cd7e2-000a51b9,0.5734388742,Aluminum,0,0,
3147f156-b90b-4390-99a7-3e9151cbdba3-000b97df,"36"" x 84"" (Roof)",S16,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,0.381,0.1373497772,-31.5595,6.14045,18.3134,-30.353,7.1755,20.5486,45f22b37-ff4d-43b6-8d80-4cf11eda5a89-000a4ada,0.1158633175,Aluminum,0,0,
15595a49-d2b6-4a00-8c24-e256f5197dbb-000b98f5,"36"" x 84"" (90 MIN)",301B,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.1373497772,-15.3289,1.17475,5.7404,-14.055725,2.2098,7.9756,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa308,0.09832697418,Aluminum,0,0,
1400f7c0-e069-4954-9d8d-4151ef4f675d-000b99cc,"36"" x 84"" (60 MIN)",507B,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,0.1225603879,15.494,1.56845,13.8684,16.576675,2.58445,16.0528,7587b0c1-db93-4407-be70-bee49ca3f935-00165068,0.6401050788,Aluminum,0,0,
1400f7c0-e069-4954-9d8d-4151ef4f675d-000bc1b9,"36"" x 84"" (Cores)",303A,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.1273190377,-10.9855,-1.635125,5.7404,-9.9695,-0.523875,7.9248,1533f27f-0a78-47fe-acb5-1c70425d3f5a-001f8e0d,0.7760217984,Aluminum,0,0,
88a4e542-5134-43c6-8a51-272693a47893-000bfd8f,"36"" x 84"" (60 MIN)",303B,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.1225603879,-9.394825,-0.231775,5.7404,-8.378825,0.8509,7.9248,45ed4799-d124-4abc-8e2b-9d29089bad28-000b7434,0.3042704626,Aluminum,0,0,
88a4e542-5134-43c6-8a51-272693a47893-000bfe28,"36"" x 84"" (Cores)",202A,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,0.1273190377,-10.9855,-1.635125,2.4638,-9.9695,-0.523875,4.6482,1533f27f-0a78-47fe-acb5-1c70425d3f5a-001f8d0d,0.7760217984,Aluminum,0,0,
88a4e542-5134-43c6-8a51-272693a47893-000bff94,"36"" x 84"" (Cores)",403A,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,0.1273190377,-10.9855,-1.635125,9.8044,-9.9695,-0.523875,11.9888,1533f27f-0a78-47fe-acb5-1c70425d3f5a-001f8e13,0.7760217984,Aluminum,0,0,
c2074c86-4f71-4891-b420-05ffb69fa016-000c00a6,"36"" x 84"" (Cores)",205A,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,0.1273190377,7.2850375,3.876675,2.4638,8.3010375,4.987925,4.6482,1533f27f-0a78-47fe-acb5-1c70425d3f5a-001f8bbd,0.7732970027,Aluminum,0,0,
c2074c86-4f71-4891-b420-05ffb69fa016-000c0160,"36"" x 84"" (60 MIN)",202B,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,0.1225603879,-9.394825,-0.231775,2.4638,-8.378825,0.8509,4.6482,45ed4799-d124-4abc-8e2b-9d29089bad28-000b6cfc,0.303030303,Aluminum,0,0,
c2074c86-4f71-4891-b420-05ffb69fa016-000c01a5,"36"" x 84"" (60 MIN)",205B,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,0.1225603879,6.1214,2.6543,2.4638,7.1374,3.736975,4.6482,45ed4799-d124-4abc-8e2b-9d29089bad28-000b7685,0.3828759605,Aluminum,0,0,
c2074c86-4f71-4891-b420-05ffb69fa016-000c0281,"36"" x 84"" (Cores)",306B,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.1273190377,5.2705,-1.635125,5.7404,6.2865,-0.523875,7.9248,1533f27f-0a78-47fe-acb5-1c70425d3f5a-001f8e16,0.7760217984,Aluminum,0,0,
c2074c86-4f71-4891-b420-05ffb69fa016-000c02b2,"36"" x 84"" (Cores)",407B,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,0.1273190377,5.2705,-1.635125,9.8044,6.2865,-0.523875,11.9888,1533f27f-0a78-47fe-acb5-1c70425d3f5a-001f8e19,0.7760217984,Aluminum,0,0,
c2074c86-4f71-4891-b420-05ffb69fa016-000c0302,"36"" x 84"" (Cores)",307A,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.1273190377,7.2850375,3.876675,5.7404,8.3010375,4.987925,7.9248,1533f27f-0a78-47fe-acb5-1c70425d3f5a-001f8c9c,0.7732970027,Aluminum,0,0,
c2074c86-4f71-4891-b420-05ffb69fa016-000c0333,"36"" x 84"" (Cores)",408A,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,0.1273190377,7.2850375,3.876675,9.8044,8.3010375,4.987925,11.9888,1533f27f-0a78-47fe-acb5-1c70425d3f5a-001f8c9f,0.7732970027,Aluminum,0,0,
