id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,start_x,start_y,end_x,end_y,length,top_level_id,top_offset,height,material,thickness
50f92000-82f8-4258-b6a8-bb42c01b00a0-0009734c,"Exterior - 13 5/8"" Rainscreen (Two Sides) w Insultation on Metal Stud",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,14.88784139,-33.9852,-0.05123719234,-1.8034,-33.639125,5.7023,5.715,-33.8121625,-0.05123719234,-33.8121625,5.6340375,5.685274692,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.0254,7.5184,Metal Stud Layer,0.346075
50f92000-82f8-4258-b6a8-bb42c01b00a0-0009738c,"Core - Concrete 12""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,14.96191382,-33.9852,13.0302,-1.8034,-30.3657,13.335,21.59,-33.8328,13.1826,-30.5181,13.1826,3.3147,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c9,0,23.3934,"Concrete, Cast-in-Place gray",0.3048
50f92000-82f8-4258-b6a8-bb42c01b00a0-0009741e,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud (Alley)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,,66.76934372,19.26033096,-7.60931841,0,21.83934166,9.607139122,13.8684,21.68037587,-7.588390166,19.41929675,9.586210878,17.3228,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,0,13.8684,Default Wall,0.320675
50f92000-82f8-4258-b6a8-bb42c01b00a0-00097465,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,30.90901792,-33.9852,-8.9154,-5.3086,-33.3756,5.7785,-1.8034,-33.6804,-8.6106,-33.6804,5.7785,14.3891,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,3.5052,"Concrete, Cast-in-Place gray",0.6096
50f92000-82f8-4258-b6a8-bb42c01b00a0-00097466,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,6.431463782,-33.6804,12.7254,-5.3086,-30.3657,13.335,-1.8034,-33.6804,13.0302,-30.5181,13.0302,3.1623,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,3.5052,"Concrete, Cast-in-Place gray",0.6096
50f92000-82f8-4258-b6a8-bb42c01b00a0-00097467,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,68.6997611,18.51274781,-8.451799866,-5.3086,21.94529153,13.0302,0,21.60331475,-8.109823088,18.8603056,12.7254,21.01500941,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,0,5.3086,"Concrete, Cast-in-Place gray",0.6096
50f92000-82f8-4258-b6a8-bb42c01b00a0-0009760d,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,24.88567842,-33.6804,-8.9154,-5.3086,-15.1638,-8.3058,-1.8034,-33.6804,-8.6106,-15.1638,-8.6106,18.5166,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,3.5052,"Concrete, Cast-in-Place gray",0.6096
50f92000-82f8-4258-b6a8-bb42c01b00a0-0009760e,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,3.366247965,-6.0198,-9.603734025,-5.3086,-5.4102,-8.3058,-1.0541,-5.715,-8.6106,-5.715,-9.298934025,0.6883340251,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,0,4.2545,"Concrete, Cast-in-Place gray",0.6096
50f92000-82f8-4258-b6a8-bb42c01b00a0-0009760f,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,17.25951129,-5.715,-9.603734025,-5.3086,1.2446,-8.994134025,-1.0541,-5.715,-9.298934025,1.2446,-9.298934025,6.9596,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,0,4.2545,"Concrete, Cast-in-Place gray",0.6096
50f92000-82f8-4258-b6a8-bb42c01b00a0-00097610,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,25.87004182,12.2682,-9.646244368,-5.3086,21.64309914,-7.807630695,-0.508,12.57112047,-9.298934025,21.60331475,-8.109823088,9.110132736,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,-0.508,4.8006,"Concrete, Cast-in-Place gray",0.6096
715ba9fc-f6f7-442b-86be-87f460856a1d-0009a092,"Chase - GWB & Metal Stud 4 1/4""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,19.70497948,-33.33115,5.8547,-5.1562,-33.2232,13.1826,20.9804,-33.277175,13.1826,-33.277175,5.8547,7.3279,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c8,0,26.1366,Metal Furring,0.10795
715ba9fc-f6f7-442b-86be-87f460856a1d-0009a17d,"Core - Concrete 12""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,6.974006697,-30.6705,5.5499,-5.3086,-30.3657,13.0302,-1.8034,-30.5181,5.7785,-30.5181,13.0302,7.2517,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,3.5052,"Concrete, Cast-in-Place gray",0.3048
715ba9fc-f6f7-442b-86be-87f460856a1d-0009a1b7,"Core - Concrete 18""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,4.99433312,-33.9852,5.5499,-5.3086,-30.5181,6.0071,-1.8034,-33.6804,5.7785,-30.5181,5.7785,3.1623,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,3.5052,"Concrete, Cast-in-Place gray",0.4572
07d0ca4c-a584-42fc-98d1-57aee4729535-000a13c7,"Core - Concrete 12""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,14.86441616,15.2781,-8.922489568,-5.3086,15.5829,0.7239,0,15.4305,-8.922489568,15.4305,0.7239,9.646389568,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,0,5.3086,"Concrete, Cast-in-Place gray",0.3048
07d0ca4c-a584-42fc-98d1-57aee4729535-000a13c8,"Core - Concrete 18""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,21.13504813,12.2682,-9.298934025,-5.3086,12.7254,0.7239,0,12.4968,0.7239,12.4968,-9.298934025,10.02283403,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,0,5.3086,"Concrete, Cast-in-Place gray",0.4572
45f22b37-ff4d-43b6-8d80-4cf11eda5a89-000a4ada,"Core - Concrete 12""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,46.60409718,-30.6705,5.7023,-1.8034,-30.3657,12.8698625,21.59,-30.5181,5.8547,-30.5181,12.8698625,7.0151625,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c9,0,23.3934,"Concrete, Cast-in-Place gray",0.3048
45f22b37-ff4d-43b6-8d80-4cf11eda5a89-000a4bea,"Core - Concrete 12""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,23.63483299,-33.9852,5.7023,-1.8034,-30.5181,6.0071,21.59,-33.8328,5.8547,-30.5181,5.8547,3.3147,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c9,0,23.3934,"Concrete, Cast-in-Place gray",0.3048
45f22b37-ff4d-43b6-8d80-4cf11eda5a89-000a4da0,"Party - 6 1/8"" (2-hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,,8.614140308,12.423775,0.8763,0,12.722225,12.8698625,2.4638,12.573,12.8698625,12.573,0.8763,11.9935625,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,0,2.4638,Metal Stud Layer,0.29845
b0a2dd1a-b172-4911-a09e-5a29154cd7e2-000a51b9,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,,1.051003745,0.8382,10.9045375,-1.0541,1.158875,13.0302,1.7018,0.9985375,12.8698625,0.9985375,11.064875,1.8049875,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-0.762,2.7559,Metal Stud Layer,0.320675
b0a2dd1a-b172-4911-a09e-5a29154cd7e2-000a51cc,"Party - 6 1/8"" (2-hr)",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,,20.29744208,-6.321425,-8.587734025,-1.0541,-6.022975,11.064875,2.4638,-6.1722,11.064875,-6.1722,-8.503596525,19.56847153,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,0,3.5179,Metal Stud Layer,0.29845
b0a2dd1a-b172-4911-a09e-5a29154cd7e2-000a531a,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,,7.70585656,-12.0015,10.9045375,-1.0541,0.9985375,11.2252125,1.7018,-11.9618125,11.064875,0.9985375,11.064875,12.96035,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-0.762,2.7559,Metal Stud Layer,0.320675
b0a2dd1a-b172-4911-a09e-5a29154cd7e2-000a536b,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,,2.057101881,16.462375,10.880725,0,19.2277619,11.2014,2.4638,19.2277619,11.0410625,16.6227125,11.0410625,2.605049396,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,0,2.4638,Metal Stud Layer,0.320675
b0a2dd1a-b172-4911-a09e-5a29154cd7e2-000a5393,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,,0.4632968657,16.462375,11.0410625,0,16.78305,12.8698625,2.4638,16.6227125,11.0410625,16.6227125,12.8698625,1.8288,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,0,2.4638,Metal Stud Layer,0.320675
717ca888-caa1-4d79-a802-1815f215117a-000a59d9,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,,10.01162012,0.9985375,12.709525,-1.0541,12.59028607,13.0302,1.7018,0.9985375,12.8698625,12.59028607,12.8698625,11.59174857,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-0.762,2.7559,Metal Stud Layer,0.320675
717ca888-caa1-4d79-a802-1815f215117a-000a5a07,"Core - Concrete 10""",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,,14.52344515,0.9398,5.7531,-1.0541,1.1938,8.5899625,21.59,1.0668,8.5899625,1.0668,5.8801,2.7098625,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c9,0,22.6441,"Concrete, Cast-in-Place gray",0.254
717ca888-caa1-4d79-a802-1815f215117a-000a5dbc,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,62.45983083,-12.1539,12.4206,-5.3086,12.59028607,13.0302,-1.0541,-12.1539,12.7254,12.59028607,12.7254,24.74418607,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,0,4.2545,"Concrete, Cast-in-Place gray",0.6096
b68c7afc-ed92-4565-919a-6477ceabbf63-000a708d,"Core - Concrete 12""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,,14.6657668,15.2781,-7.9629,0,15.5829,0.7239,5.7404,15.4305,-7.9629,15.4305,0.7239,8.6868,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,0,5.7404,"Concrete, Cast-in-Place gray",0.3048
b68c7afc-ed92-4565-919a-6477ceabbf63-000a70e0,"Core - Concrete 12""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,5.209414871,12.2682,0.5715,-5.3086,15.5829,0.8763,0,15.4305,0.7239,12.4968,0.7239,2.9337,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,0,5.3086,"Concrete, Cast-in-Place gray",0.3048
ba8abc87-1993-4a27-9c7e-28f6d5ef2e36-000a7419,"Party - 6 1/8"" (2-hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,,33.65224009,-6.321425,2.7447875,2.4638,-6.022975,12.8698625,13.8684,-6.1722,12.8698625,-6.1722,2.7447875,10.125075,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,0,11.4046,Metal Stud Layer,0.29845
ba8abc87-1993-4a27-9c7e-28f6d5ef2e36-000a7b7e,"Chase - GWB & Metal Stud 6 5/8""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,,0.5428444803,12.57037311,-9.324170869,-2.030375867E-16,13.2207965,-9.071705622,5.0038,12.58135526,-9.240753177,13.152534,-9.16555607,0.5761074157,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.7366,5.0038,Metal Furring,0.168275
ba8abc87-1993-4a27-9c7e-28f6d5ef2e36-000a7bd7,"Core - Concrete 12""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,,3.032655612,12.4206,-8.1153,0,15.5829,-7.8105,5.588,12.573,-7.9629,15.4305,-7.9629,2.8575,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.1524,5.588,"Concrete, Cast-in-Place gray",0.3048
ba8abc87-1993-4a27-9c7e-28f6d5ef2e36-000a7c60,"Exterior - 5 3/8"" Rainscreen w Insultation (for Concrete Core Walls)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,,0.7364996181,13.0842715,-9.16555607,0,13.2207965,-7.9629,5.588,13.152534,-9.16555607,13.152534,-7.9629,1.20265607,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.1524,5.588,Air,0.136525
ba8abc87-1993-4a27-9c7e-28f6d5ef2e36-000a7d8d,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,23.38596995,-15.1638,-8.9154,-5.3086,-5.715,-8.3058,-1.0541,-15.1638,-8.6106,-5.715,-8.6106,9.4488,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,0,4.2545,"Concrete, Cast-in-Place gray",0.6096
ba8abc87-1993-4a27-9c7e-28f6d5ef2e36-000a7e0a,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,29.37582013,1.2446,-9.603734025,-5.3086,12.59109811,-8.994134025,-1.0541,1.2446,-9.298934025,12.57112047,-9.298934025,11.32652047,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,0,4.2545,"Concrete, Cast-in-Place gray",0.6096
8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa308,"Exterior - 14 5/8"" Rainscreen w Insultation on Metal Stud",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,,27.40133527,-15.3162,-8.0518,-1.0541,-14.944725,2.895600004,5.7404,-15.1304625,2.765425004,-15.1304625,-8.0518,10.817225,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,0,6.7945,Metal Stud Layer,0.371475
8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa464,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,15.6580363,-33.9852,5.7785,-5.3086,-33.3756,13.335,-1.8034,-33.6804,5.7785,-33.6804,13.0302,7.2517,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,3.5052,"Concrete, Cast-in-Place gray",0.6096
8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa48d,"Foundation - 24"" Concrete",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,31.38627478,-30.5181,12.4206,-5.3086,-15.0876,13.0302,-1.8034,-30.5181,12.7254,-15.0876,12.7254,15.4305,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,3.5052,"Concrete, Cast-in-Place gray",0.6096
8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa55d,"Core - Concrete 12""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,50.07686836,-33.9852,5.8547,-1.8034,-33.6804,13.1826,21.59,-33.8328,5.8547,-33.8328,13.1826,7.3279,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c9,0,23.3934,"Concrete, Cast-in-Place gray",0.3048
8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa56e,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,90.05781913,-30.5181,12.709525,-1.8034,-15.1638,13.0302,19.3548,-30.5181,12.8698625,-15.1638,12.8698625,15.3543,02a23a8b-94c1-452d-91fe-6406594cff3b-00095b78,0,21.1582,Metal Stud Layer,0.320675
33613765-9390-4261-8dff-b884285836e2-000aa66d,"Party - 6 1/8"" (2-hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,,3.5957858,-15.243175,2.667,13.8684,-14.944725,5.8547,17.9324,-15.09395,5.8547,-15.09395,2.816225,3.038475,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,0,4.064,Metal Stud Layer,0.29845
33613765-9390-4261-8dff-b884285836e2-000aa7c7,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,,8.934631943,20.7039905,-7.60931841,8.5852,21.83934166,-1.358543832,15.5956,21.66338462,-7.459328831,20.86295629,-1.379472076,6.1323196,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d34,0,1.7272,Metal Stud Layer,0.320675
33613765-9390-4261-8dff-b884285836e2-000aa7fc,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,,32.42314406,18.82803002,-1.954805948,11.4554,21.02792288,12.89079074,19.3548,20.86295629,-1.379472076,18.98699581,12.8698625,14.37229152,02a23a8b-94c1-452d-91fe-6406594cff3b-00095b78,0,5.4864,Metal Stud Layer,0.320675
5986bf32-95fb-4f2c-bc31-c755363f4fe6-000afc04,"Core - Concrete 10""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,1.762641765,-30.5181,7.6835,-5.1562,-27.3685,7.9375,-1.8034,-30.5181,7.8105,-27.5971,7.8105,2.921,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,3.3528,"Concrete, Cast-in-Place gray",0.254
5986bf32-95fb-4f2c-bc31-c755363f4fe6-000afc4a,"Core - Concrete 18""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,3.465274102,-27.8257,7.8105,-5.1562,-27.3685,10.3251,-1.8034,-27.5971,7.8105,-27.5971,10.3251,2.5146,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,3.3528,"Concrete, Cast-in-Place gray",0.4572
5986bf32-95fb-4f2c-bc31-c755363f4fe6-000afc83,"Core - Concrete 10""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,2.544583298,-30.5181,10.1981,-5.1562,-27.3685,10.4521,-1.8034,-27.5971,10.3251,-30.5181,10.3251,2.921,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,3.3528,"Concrete, Cast-in-Place gray",0.254
5986bf32-95fb-4f2c-bc31-c755363f4fe6-000b0f81,"Core - Concrete 18""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,4.669182533,-1.8542,5.5499,-5.1562,1.397,6.0071,-1.0541,-1.7272,5.7785,1.1684,5.7785,2.8956,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,0,4.1021,"Concrete, Cast-in-Place gray",0.4572
5986bf32-95fb-4f2c-bc31-c755363f4fe6-000b0f83,"Core - Concrete 10""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,3.02337234,-1.8542,8.2677,-5.1562,1.3001625,8.5217,-1.0541,1.3001625,8.3947,-1.7272,8.3947,3.0273625,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,0,4.1021,"Concrete, Cast-in-Place gray",0.254
5986bf32-95fb-4f2c-bc31-c755363f4fe6-000b0fe2,"Core - Concrete 10""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,2.355394644,-1.8542,5.7785,-5.1562,-1.6002,8.3947,-1.0541,-1.7272,5.7785,-1.7272,8.3947,2.6162,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,0,4.1021,"Concrete, Cast-in-Place gray",0.254
67c18ed4-9fbd-43e1-92c1-041ca0201b1a-000b11ab,"Interior - 7 1/4"" Partition (NR)",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,,2.138801442,-6.1722,5.673725,-1.0541,-1.7272,5.857875,2.3114,-1.7272,5.7658,-6.1722,5.7658,4.445,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-0.1524,3.3655,Metal Stud Layer,0.18415
7d4c59c2-0aac-446c-afeb-743c5ba1d955-000b32af,"Core - Concrete 18""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,,4.521403989,0.9398,5.7785,-5.1562,1.397,8.5217,-1.0541,1.1684,5.7785,1.1684,8.3947,2.6162,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,0,4.1021,"Concrete, Cast-in-Place gray",0.4572
3626bed5-2394-4429-acf0-1d584c5ed516-000b364f,"Party - 6 1/8"" (2-hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,,19.91767077,0.942975,8.5613875,1.7018,1.241425,12.8698625,17.9324,1.0922,12.8698625,1.0922,8.5613875,4.308475,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,0,16.2306,Metal Stud Layer,0.29845
3626bed5-2394-4429-acf0-1d584c5ed516-000b3896,"Core - Concrete 10""",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,,11.53485435,-1.8938875,5.7531,-1.0541,1.0668,6.0071,21.59,-1.8938875,5.8801,1.0668,5.8801,2.9606875,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c9,0,22.6441,"Concrete, Cast-in-Place gray",0.254
3626bed5-2394-4429-acf0-1d584c5ed516-000b3938,"Interior - 6 1/8"" Partition (2-hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,0.9333309912,-27.60345,5.8181875,-1.8034,-27.447875,7.6835,1.524,-27.5256625,7.6438125,-27.5256625,5.8181875,1.825625,aa350a87-58a2-40c5-a479-a69db973baca-000ca5ca,-0.1524,3.3274,Metal Stud Layer,0.155575
3626bed5-2394-4429-acf0-1d584c5ed516-000b3955,"Exterior - 10 1/4"" Rainscreen w Insultation on Metal Stud",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,6.498260016,-27.57805,2.635250004,-1.8034,-15.1304625,2.895600004,5.588,-27.57805,2.765425004,-15.1304625,2.765425004,12.4475875,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.1524,7.3914,Metal Stud Layer,0.26035
3626bed5-2394-4429-acf0-1d584c5ed516-000b3b8f,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,4.728169507,-19.980275,10.880725,-1.8034,-15.0114,11.2014,1.524,-15.0114,11.0410625,-19.8199375,11.0410625,4.8085375,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-0.9398,3.3274,Metal Stud Layer,0.320675
3626bed5-2394-4429-acf0-1d584c5ed516-000b3bbb,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,0.3626982161,-19.980275,11.0410625,-1.8034,-19.6596,12.8698625,0.9144,-19.8199375,11.0410625,-19.8199375,12.8698625,1.8288,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-1.5494,2.7178,Metal Stud Layer,0.320675
3626bed5-2394-4429-acf0-1d584c5ed516-000b3ff5,"Interior - 4 7/8"" Partition (1-hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,0.7204118248,-16.64335,6.558052804,-1.8034,-16.519525,11.0410625,0.8884458677,-16.5814375,11.0410625,-16.5814375,6.558052804,4.483009696,,0,2.5654,Metal Stud Layer,0.123825
3626bed5-2394-4429-acf0-1d584c5ed516-000b405d,"Interior - 7 1/4"" Partition (1 hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,2.820905044,-19.980275,6.2150625,-1.8034,-19.796125,11.0410625,1.524,-19.8882,11.0410625,-19.8882,6.2150625,4.826,aa350a87-58a2-40c5-a479-a69db973baca-000ca5ca,-0.1524,3.3274,Metal Stud Layer,0.18415
3626bed5-2394-4429-acf0-1d584c5ed516-000b4676,"Interior - 4 7/8"" Partition (1-hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,2.272014446,-27.5717,7.6327,-1.8034,-21.370925,7.756525,1.524,-27.5717,7.6946125,-21.4328375,7.6946125,6.1388625,aa350a87-58a2-40c5-a479-a69db973baca-000ca5ca,-0.1524,3.3274,Metal Stud Layer,0.123825
3626bed5-2394-4429-acf0-1d584c5ed516-000b46cd,"Interior - 4 7/8"" Partition (1-hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,0.4395379274,-21.49475,7.6946125,-1.8034,-21.370925,8.823325,1.524,-21.4328375,7.6946125,-21.4328375,8.7614125,1.0668,aa350a87-58a2-40c5-a479-a69db973baca-000ca5ca,-0.1524,3.3274,Metal Stud Layer,0.123825
3626bed5-2394-4429-acf0-1d584c5ed516-000b46f3,"Interior - 4 7/8"" Partition (1-hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,,0.2738624059,-21.4328375,8.6995,-1.8034,-19.8882,8.823325,1.524,-21.4328375,8.7614125,-19.8882,8.7614125,1.5446375,aa350a87-58a2-40c5-a479-a69db973baca-000ca5ca,-0.1524,3.3274,Metal Stud Layer,0.123825
45ed4799-d124-4abc-8e2b-9d29089bad28-000b6610,"Interior - 4 7/8"" Partition (NR)",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,,0.893110991,9.86155,10.5044875,-1.0541,9.985375,12.8698625,2.3114,9.9234625,12.8698625,9.9234625,10.5044875,2.365375,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-0.1524,3.3655,Metal Stud Layer,0.123825
45ed4799-d124-4abc-8e2b-9d29089bad28-000b6611,"Interior - 4 7/8"" Partition (NR)",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,,1.474847666,7.5644375,10.442575,-1.0541,12.573,10.5664,2.3114,7.5644375,10.5044875,12.573,10.5044875,5.0085625,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-0.1524,3.3655,Metal Stud Layer,0.123825
45ed4799-d124-4abc-8e2b-9d29089bad28-000b6b4b,"Party - 6 1/8"" (2-hr)",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,,33.65224009,12.423775,2.7447875,2.4638,12.722225,12.8698625,13.8684,12.573,12.8698625,12.573,2.7447875,10.125075,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,0,11.4046,Metal Stud Layer,0.29845
