id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,x,y,rotation,top_level_id,top_offset,height,material,shape,size_x,size_y
58916ebe-3249-42d7-b906-951988187a64-00150299,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,0.3519385518,0.7874,12.3317,2.4638,1.397,12.9413,5.588,1.0922,12.6365,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.1524,,Gypsum Wall Board,,,
69b82c48-c601-44d1-9d3b-a280d44cd57b-0015eccc,"24""D x 22""W",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,-6.246018369E-14,0.5768999821,-15.2146,0.4572,-1.0541,-14.6558,1.0668,2.3114,-15.0114,0.762,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-0.1524,,Gypsum Wall Board,,,
b6339f1b-1bb5-4981-9878-f67d5fb6399a-0015f4d1,"24""D x 20""W",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,-6.246018369E-14,0.4800770144,-15.2146,-4.1783,-1.0541,-14.7066,-3.5687,2.3114,-15.0114,-3.8735,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-0.1524,,Gypsum Wall Board,,,
b6339f1b-1bb5-4981-9878-f67d5fb6399a-0015f59e,"24""D x 22""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,-6.246018369E-14,0.3809340738,-15.2146,0.4572,2.4638,-14.6558,1.0668,5.588,-15.0114,0.762,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.1524,,Gypsum Wall Board,,,
b6339f1b-1bb5-4981-9878-f67d5fb6399a-0015f5a3,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,-6.246018369E-14,0.5407117885,-15.3162,0.4572,5.7404,-14.7066,1.0668,9.652,-15.0114,0.762,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,-0.1524,,Gypsum Wall Board,,,
b6339f1b-1bb5-4981-9878-f67d5fb6399a-0015f5a8,"24""D x 22""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,-6.246018369E-14,0.4842245547,-15.2146,0.4572,9.8044,-14.6558,1.0668,13.716,-15.0114,0.762,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,-0.1524,,Gypsum Wall Board,,,
c9a9b84d-b3d3-4dd9-8b80-93034b904f58-0015fc3b,"20""D x 24""W",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,2.114119157,-6.477,-8.5852,-1.0541,-5.8674,-8.0772,9.8044,-6.1722,-8.3947,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,0,,Gypsum Wall Board,,,
c9a9b84d-b3d3-4dd9-8b80-93034b904f58-0015fe7a,"24""D x 20""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,-6.246018369E-14,0.407467931,-15.2146,-4.1783,2.4638,-14.7066,-3.5687,5.588,-15.0114,-3.8735,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.1524,,Gypsum Wall Board,,,
c9a9b84d-b3d3-4dd9-8b80-93034b904f58-0015fe7f,"24""D x 20""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,-6.246018369E-14,0.5217677024,-15.2146,-4.1783,5.7404,-14.7066,-3.5687,9.652,-15.0114,-3.8735,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,-0.1524,,Gypsum Wall Board,,,
c9a9b84d-b3d3-4dd9-8b80-93034b904f58-0015fe84,"24""D x 19""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,-6.246018369E-14,0.5217677024,-15.1892,-4.1783,9.8044,-14.7066,-3.5687,13.716,-15.0114,-3.8735,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,-0.1524,,Gypsum Wall Board,,,
7b148712-ae82-4cfe-890c-0ff53e4aabba-0016f43f,"20""D x 24""W",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,1.884357784,0.7874,-8.5852,-1.0541,1.397,-8.0772,9.8044,1.0922,-8.3947,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,0,,Metal Furring,,,
459d6f50-4382-46bc-ab5a-7e6cd01f820c-00175b7a,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.7640366369,12.2682,-8.6995,5.7404,12.8778,-8.0899,9.8044,12.573,-8.3947,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,0,,Gypsum Wall Board,,,
817801dd-655e-443c-9f69-d5f14efae8a3-0019eed3,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,-1.095531793E-13,1.134001216,-33.9344,0.4572,-1.8034,-33.3248,1.0668,4.1402,-33.6804,0.762,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-1.6002,,"Metal Panels 50""x60"" - White",,,
817801dd-655e-443c-9f69-d5f14efae8a3-0019f00a,"32""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,-1.095531793E-13,0.8155598221,-33.9852,0.254,5.7404,-33.3756,1.0668,9.8044,-33.6804,0.762,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,0,,Gypsum Wall Board,,,
27f91e31-2bdf-4a66-a13f-6fbddb02715b-001d45fb,"18""D x 18""W",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,3.552629496E-15,0.2278761512,0.9144,12.3571,-1.0541,1.3716,12.8143,2.3114,1.0922,12.6492,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,-0.1524,,Gypsum Wall Board,,,
ddd51ce6-7e48-4418-989c-9bb90c489a28-001fb988,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,0.2436052285,12.2682,12.3317,2.4638,12.8778,12.9413,5.588,12.573,12.6365,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.1524,,Gypsum Wall Board,,,
ddd51ce6-7e48-4418-989c-9bb90c489a28-001fb9a4,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,0.7195723673,6.985,12.3317,2.4638,7.5946,12.9413,5.588,7.2898,12.6365,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.1524,,Gypsum Wall Board,,,
ddd51ce6-7e48-4418-989c-9bb90c489a28-001fb9fb,"24""D x 22""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.5358416299,12.2682,5.5499,5.7404,12.827,6.1595,9.652,12.573,5.8547,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,-0.1524,,Gypsum Wall Board,,,
5d1609a5-0cf0-444a-9115-509233513f91-001fbbab,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.4247816323,12.2682,12.3317,5.7404,12.8778,12.9413,9.652,12.573,12.6365,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,-0.1524,,Gypsum Wall Board,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-0020238e,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,-9.001371711E-14,1.24594125,-27.9781,-2.0701,-5.1562,-27.3685,-1.4605,-1.8034,-27.6733,-1.7653,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-002023df,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,-6.940020411E-14,1.24594125,-21.6408,-2.0701,-5.1562,-21.0312,-1.4605,-1.8034,-21.336,-1.7653,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-00202418,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,-9.001371711E-14,1.24594125,-27.9781,5.5499,-5.1562,-27.3685,6.1595,-1.8034,-27.6733,5.8547,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-00202473,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,-6.940020411E-14,1.24594125,-21.6408,5.5499,-5.1562,-21.0312,6.1595,-1.8034,-21.336,5.8547,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-002024bc,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,-2.007648762E-14,1.24594125,-6.477,5.5499,-5.1562,-5.8674,6.1595,-1.8034,-6.1722,5.8547,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-00202563,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,-2.007648762E-14,1.24594125,-6.477,-2.0701,-5.1562,-5.8674,-1.4605,-1.8034,-6.1722,-1.7653,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-002025ea,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,-4.882800075E-14,1.24594125,-15.3162,-2.0701,-5.1562,-14.7066,-1.4605,-1.8034,-15.0114,-1.7653,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-0020264b,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,3.552629496E-15,1.24594125,0.7874,-8.6995,-5.1562,1.397,-8.0899,-1.8034,1.0922,-8.3947,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-002026ee,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,2.37117364E-14,1.24594125,6.985,-8.6995,-5.1562,7.5946,-8.0899,-1.8034,7.2898,-8.3947,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-00202747,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,3.552629496E-15,1.24594125,0.7874,-2.0701,-5.1562,1.397,-1.4605,-1.8034,1.0922,-1.7653,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-002027a4,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,2.37117364E-14,1.24594125,6.985,-2.0701,-5.1562,7.5946,-1.4605,-1.8034,7.2898,-1.7653,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-0020283e,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,2.37117364E-14,1.24594125,6.985,5.5499,-5.1562,7.5946,6.1595,-1.8034,7.2898,5.8547,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
0d9ac4fe-3877-430c-86e3-22717eac2d4d-002028bd,"24""D x 24""W",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,4.089654885E-14,1.24594125,12.2682,5.5499,-5.1562,12.8778,6.1595,-1.8034,12.573,5.8547,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,0,,,,,
b5686452-befc-4205-bcd5-89314a5f3245-00209f90,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.8425650665,-27.9781,12.3317,5.7404,-27.3685,12.9413,9.652,-27.6733,12.6365,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,-0.1524,,Gypsum Wall Board,,,
b5686452-befc-4205-bcd5-89314a5f3245-00209f91,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.9009280046,-21.6408,12.3317,5.7404,-21.0312,12.9413,9.652,-21.336,12.6365,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,-0.1524,,Gypsum Wall Board,,,
77f484cb-7c54-4741-818c-1c9218a020ed-0020a804,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0,2.746734119,-21.6408,5.565775,-1.8034,-21.0312,6.175375,5.588,-21.336,5.8547,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.1524,,Gypsum Wall Board,,,
7edb9245-e725-4567-9175-c2eeaeaf59d5-0020ccac,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,0.2073957062,6.985,5.5499,4.95935,7.5946,6.1595,5.588,7.2898,5.8547,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,-0.1524,,Gypsum Wall Board,,,
7edb9245-e725-4567-9175-c2eeaeaf59d5-0020ccb0,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,0.5017130087,6.985,5.5499,8.23595,7.5946,6.1595,9.652,7.2898,5.8547,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,-0.1524,,Gypsum Wall Board,,,
7edb9245-e725-4567-9175-c2eeaeaf59d5-0020ccb4,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,0.5017130087,6.985,5.5499,12.29995,7.5946,6.1595,13.716,7.2898,5.8547,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,-0.1524,,Gypsum Wall Board,,,
7edb9245-e725-4567-9175-c2eeaeaf59d5-0020ccb8,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,0.5017130087,6.985,5.5499,16.36395,7.5946,6.1595,17.78,7.2898,5.8547,0,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,-0.1524,,Gypsum Wall Board,,,
f95c23ef-18af-4830-998b-8ecf57dc4e14-002157eb,Pergola Post - Front,,9b742a74-29a2-4bfb-b21f-467adccc22dd-000eb741,,,0.5715,0.03769907626,-4.5974,-5.844534025,16.6243,-4.445,-5.692134025,19.177,-4.5212,-5.768334025,0,,,,,,,
f95c23ef-18af-4830-998b-8ecf57dc4e14-002157ec,Pergola Post - Front,,9b742a74-29a2-4bfb-b21f-467adccc22dd-000eb741,,,0.5715,0.03769907626,-0.635,-5.844534025,16.6243,-0.4826,-5.692134025,19.177,-0.5588,-5.768334025,0,,,,,,,
f95c23ef-18af-4830-998b-8ecf57dc4e14-002157ed,Pergola Post - Rear,,9b742a74-29a2-4bfb-b21f-467adccc22dd-000eb741,,,1.5113,0.0257945491,-0.635,-7.749534025,17.5641,-0.4826,-7.597134025,19.177,-0.5588,-7.673334025,0,,,,,,,
f95c23ef-18af-4830-998b-8ecf57dc4e14-002157ee,Pergola Post - Rear,,9b742a74-29a2-4bfb-b21f-467adccc22dd-000eb741,,,1.5113,0.0257945491,-4.5974,-7.749534025,17.5641,-4.445,-7.597134025,19.177,-4.5212,-7.673334025,0,,,,,,,
a306f5c9-147f-4093-8bbe-d5f198c42d60-002213ba,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,-6.940020411E-14,0.7863368712,-21.6408,12.3317,-1.8034,-21.0312,12.9413,1.6764,-21.336,12.6365,0,aa350a87-58a2-40c5-a479-a69db973baca-000ca5ca,0,,Gypsum Wall Board,,,
a306f5c9-147f-4093-8bbe-d5f198c42d60-0022157a,"24""D x 24""W",,aa350a87-58a2-40c5-a479-a69db973baca-000ca5ca,,,-6.940020411E-14,0.9226377509,-21.6408,12.3317,1.6764,-21.0312,12.9413,5.7404,-21.336,12.6365,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,0,,Gypsum Wall Board,,,
a306f5c9-147f-4093-8bbe-d5f198c42d60-002215ad,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,-6.940020411E-14,0.7863368712,-27.9781,12.3317,-1.8034,-27.3685,12.9413,1.6764,-27.6733,12.6365,0,aa350a87-58a2-40c5-a479-a69db973baca-000ca5ca,1.082867129E-15,,Gypsum Wall Board,,,
a306f5c9-147f-4093-8bbe-d5f198c42d60-002215ae,"24""D x 24""W",,aa350a87-58a2-40c5-a479-a69db973baca-000ca5ca,,,-6.940020411E-14,0.9226377509,-27.9781,12.3317,1.6764,-27.3685,12.9413,5.7404,-27.6733,12.6365,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,1.082867129E-15,,Gypsum Wall Board,,,
