id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,x,y,rotation,top_level_id,top_offset,height,material,shape,size_x,size_y
27d2b172-766f-4491-9fe9-c474a2c9f8e0-0014cefa,"24""D x 24""W",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,1.961144416,0.7874,-4.1783,-1.0541,1.397,-3.5687,9.652,1.0922,-3.8735,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,-0.1524,,Gypsum Wall Board,,,
27d2b172-766f-4491-9fe9-c474a2c9f8e0-0014cf49,"24""D x 24""W",,561adf52-04d9-49cc-aa0c-378397704344-0009aa6e,,,0,2.307955118,0.7874,0.4572,-1.0541,1.397,1.0668,9.652,1.0922,0.762,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,-0.1524,,Gypsum Wall Board,,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014d9cf,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.364387461,6.985,-4.1783,9.8044,7.5946,-3.5687,13.716,7.2898,-3.8735,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,-0.1524,,Gypsum Wall Board,,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014da45,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.045633973,6.985,0.4572,9.8044,7.5946,1.0668,13.716,7.2898,0.762,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,-0.1524,,Gypsum Wall Board,,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014daaa,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.128979733,0.7874,0.4572,9.8044,1.397,1.0668,13.8684,1.0922,0.762,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,0,,Gypsum Wall Board,,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014dac7,"18""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,0.3775671723,0.892175,-4.1783,9.8044,1.349375,-3.5687,13.8684,1.120775,-3.8735,90,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,0,,Gypsum Wall Board,,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014db1e,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.793086666,0.7874,-8.6995,9.8044,1.397,-8.0899,16.0528,1.0922,-8.3947,0,9b742a74-29a2-4bfb-b21f-467adccc22dd-000eb741,0,,"Metal Panels 50""x60"" - White",,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014dbaf,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.592994965,-6.477,-8.6995,9.8044,-5.8674,-8.0899,16.0528,-6.1722,-8.3947,0,9b742a74-29a2-4bfb-b21f-467adccc22dd-000eb741,0,,Gypsum Wall Board,,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014dbe2,"18""D x 18""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,0.294967152,-6.429375,-4.1021,9.8044,-5.972175,-3.6449,13.8684,-6.200775,-3.8735,90,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,0,,Gypsum Wall Board,,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014dd12,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,0.776470686,-6.477,0.4572,9.8044,-5.8674,1.0668,13.8684,-6.1722,0.762,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,0,,Gypsum Wall Board,,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014dd98,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,0.7471886669,12.2682,-8.6995,9.8044,12.8778,-8.0899,13.8684,12.573,-8.3947,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,0,,Gypsum Wall Board,,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014de4d,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,0.9009280046,6.985,12.3317,9.8044,7.5946,12.9413,13.716,7.2898,12.6365,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,-0.1524,,Gypsum Wall Board,,,
36de279c-6ddc-45ad-b647-1db9bf66c1c8-0014de8c,"24""D x 24""W",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,0.4445054917,0.7874,12.3317,9.8044,1.397,12.9413,13.716,1.0922,12.6365,0,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,-0.1524,,Gypsum Wall Board,,,
