id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,points,area
sp-43,Live/Work Unit 507,,lv-6,,,,,12.722225,-2.332441284,13.8684,20.69798971,12.709525,17.78,"[[20.69798971,-1.354819753],[20.45943278,0.4572],[19.28032239,0.4572],[19.28032239,1.8288],[20.27885822,1.8288],[19.78896611,5.5499],[19.39485817,5.5499],[19.39485817,6.1595],[19.70871075,6.1595],[19.26033096,9.565282635],[18.8961252,12.3317],[18.50201726,12.3317],[18.50201726,12.709525],[12.8778,12.709525],[12.8778,12.3317],[12.722225,12.3317],[12.722225,6.1595],[12.827,6.1595],[12.827,5.5499],[12.722225,5.5499],[12.722225,2.822575],[15.50510473,2.822575],[15.5321,2.822575],[15.5321,2.790825],[15.5844875,2.790825],[16.2925125,2.790825],[16.2925125,2.667],[15.662275,2.667],[15.662275,2.665404728],[15.662275,0.9159875],[15.662275,-0.822325],[16.79176766,-0.822325],[16.938625,-0.822325],[20.25249129,-2.332441284]]",
sp-44,Parking Garage P01,,lv-10,,,,,-33.3756,-8.994134025,-5.1562,20.1128391,12.4206,-2.1082,"[[-33.3756,5.5499],[-33.3756,-8.3058],[-27.6479,-8.3058],[-27.6479,-8.6106],[-19.7231,-8.6106],[-19.7231,-8.3058],[-15.1638,-8.3058],[-5.4102,-8.3058],[-5.4102,-8.994134025],[1.2446,-8.994134025],[12.2682,-8.994134025],[12.2682,-8.969373573],[12.2682,-6.1341],[12.2682,0.8763],[15.4305,0.8763],[15.58449527,0.8763],[20.1128391,0.8763],[18.59300317,12.4206],[12.59028607,12.4206],[1.397,12.4206],[1.397,10.4648],[1.397,8.3947],[1.397,5.5499],[-1.8542,5.5499],[-1.8542,8.3947],[-1.8542,8.523295272],[-1.8542,10.4648],[-1.8542,12.4206],[-12.0015,12.4206],[-12.0015,5.5499],[-15.3162,5.5499],[-15.3162,12.4206],[-27.3685,12.4206],[-27.3685,10.4781096],[-27.3685,10.3251],[-27.3685,7.6835],[-30.3657,7.6835],[-30.3657,5.5499],[-33.22160473,5.5499],[-33.33274527,5.5499]]",
sp-45,Utility P05,,lv-10,,,,,15.5829,-8.59499562,-5.1562,21.26133798,0.682625,-2.1082,"[[21.26133798,-7.847415078],[20.1383369,0.682625],[15.5829,0.682625],[15.5829,-6.1341],[15.5829,-8.59499562]]",
sp-46,Machine RM P02,,lv-10,,,,,-30.3657,10.4521,-5.1562,-27.562175,12.4206,-2.1082,"[[-30.3657,12.4206],[-30.3657,10.4521],[-27.562175,10.4521],[-27.562175,12.4206]]",
sp-47,Machine RM P03,,lv-10,,,,,-1.660525,8.5217,-5.1562,1.203325,10.3679625,-2.1082,"[[1.1684,8.5217],[1.203325,8.5217],[1.203325,10.3679625],[-1.660525,10.3679625],[-1.660525,8.5217]]",
sp-48,Storage P04,,lv-10,,,,,-1.660525,10.5616375,-5.1562,1.203325,12.4206,-2.1082,"[[1.203325,12.4206],[-1.660525,12.4206],[-1.660525,10.5616375],[1.203325,10.5616375]]",
sp-49,Live/Work Loft Unit 405,,lv-5,,,,,-6.022975,-9.01065,9.8044,0.942975,0.682625,16.3576,"[[0.942975,-9.01065],[0.942975,-8.6995],[0.917575,-8.6995],[0.917575,-9.01065]]",
sp-50,Mezzanine Dining 200,,lv-4,,,,,-30.286325,5.72135,1.6764,-17.5768,12.709525,5.588,"[[-27.9781,12.709525],[-30.197425,12.709525],[-30.197425,10.531475],[-27.46375,10.531475],[-27.46375,7.604125],[-30.286325,7.604125],[-30.286325,5.826125],[-27.9781,5.826125],[-27.9781,6.175375],[-27.3685,6.175375],[-27.3685,5.72135],[-21.6408,5.72135],[-21.6408,6.175375],[-21.0312,6.175375],[-21.0312,5.72135],[-17.5768,5.72135],[-17.5768,12.0904],[-18.01495,12.0904],[-18.01495,12.709525],[-21.0312,12.709525],[-21.0312,12.3317],[-21.6408,12.3317],[-21.6408,12.709525],[-27.3685,12.709525],[-27.3685,12.3317],[-27.9781,12.3317]]",
sp-51,Green Roof R100,,lv-18,,,,,-33.14750104,-1.651451171,18.2626,18.84650952,12.709525,20.701,"[[-15.300325,12.709525],[-30.229175,12.709525],[-30.229175,10.588625],[-27.5034375,10.588625],[-25.6921,10.588625],[-25.6921,5.7531],[-27.9781,5.7531],[-27.9781,7.546975],[-30.229175,7.546975],[-30.229175,5.6340375],[-30.229175,5.4810279],[-30.229175,5.039585162],[-30.59341005,4.969394873],[-32.1463556,2.660632494],[-33.14172272,0.4763546494],[-33.14750104,0.4789878077],[-33.14750104,0.2694378077],[-32.59000476,0.2694378077],[-32.44314742,0.2694378077],[-32.42706675,0.2621099077],[-32.42706675,0.2694378077],[-32.34001206,0.2694378077],[-32.34001206,0.222439413],[-28.22786327,-1.651451171],[-27.09033889,0.8447828957],[-26.79853375,0.7118084017],[-26.7970821,0.7111468892],[-25.85088934,0.2799704408],[-21.63560519,-1.640918537],[-20.4980808,0.8553155289],[-20.20627567,0.7223410349],[-20.20482401,0.7216795224],[-19.25863125,0.290503074],[-15.0433471,-1.630385904],[-13.90582272,0.8658481621],[-13.61401758,0.7328736681],[-13.61256593,0.7322121556],[-12.66637317,0.3010357072],[-8.451089019,-1.619853271],[-7.874711612,-0.3550250721],[-7.874711612,-0.174625],[-8.058192764,-0.174625],[-8.058192764,0.6092606924],[-10.22475829,2.532760468],[-11.376025,3.711638293],[-11.376025,4.01102478],[-6.054725,4.01102478],[-6.054725,1.698220002],[-5.997575,1.62084926],[-5.997575,1.102855426],[0.917575,1.102855426],[0.917575,1.62084926],[0.97155,1.698938237],[0.97155,2.5019],[3.340099055,2.5019],[3.854594395,0.8776437318],[3.83732438,0.8397456441],[3.771495423,0.6952876542],[6.453777699,-0.5270181932],[6.959388389,0.5825163773],[8.2608352,-0.01054799207],[9.432509177,-0.5444753742],[9.455954819,-0.4930252165],[9.518325963,-0.3561552051],[7.135011157,2.5019],[12.4206,2.5019],[12.4206,1.012825],[15.5829,1.012825],[15.5829,2.496512531],[18.79317811,2.496512531],[18.79317811,3.722062531],[18.78047811,3.722062531],[18.78047811,11.55646889],[18.79317811,11.642725],[18.79317811,12.12333797],[18.79317811,12.709525],[18.84650952,12.70856852],[18.8463836,12.709525],[-11.864975,12.709525],[-11.864975,12.506325],[-10.7696,12.506325],[-10.7696,5.235575],[-12.0015,5.235575],[-12.0015,5.565775],[-15.2034875,5.565775],[-17.6022,5.565775],[-17.6022,11.026775],[-15.300325,11.026775]]",
sp-52,Bandstand R101,,lv-18,,,,,-5.997575,-9.01065,16.4338,0.917575,1.482094837,20.701,"[[-5.997575,-0.168275],[-5.997575,-1.534639942],[-5.997575,-1.950013481],[-5.997575,-7.757639942],[-4.627885953,-7.757639942],[-4.627885953,-9.01065],[-0.4521140469,-9.01065],[-0.4521140469,-7.757639942],[0.917575,-7.757639942],[0.917575,-1.950013481],[0.917575,-1.534639942],[0.917575,1.102855426],[-5.997575,1.102855426]]",
sp-53,Storage R103,,lv-18,,,,,-17.34185,5.826125,18.2626,-15.1638,10.766425,20.701,"[[-17.34185,5.826125],[-15.2034875,5.826125],[-15.2034875,6.0071],[-15.1638,6.0071],[-15.1638,10.766425],[-15.2320625,10.766425],[-17.34185,10.766425]]",
sp-54,Private Patio 507A,,lv-6,,,,,15.719425,-7.408084365,13.8684,21.48472546,-1.143,21.4884,"[[21.48472546,-7.330671082],[20.77697939,-1.954805948],[20.54429643,-2.465415778],[19.91636319,-3.843380385],[16.31069176,-2.200289608],[16.79249462,-1.143],[15.719425,-1.143],[15.719425,-2.727322635],[15.73378881,-2.741127021],[15.93460432,-3.493726371],[20.8967132,-7.408084365],[21.11957632,-7.378743879]]",
