id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-27,,,-3.394,-3.538,,,,plumbing,,
pi-28,,,-3.213,-3.299,,,,plumbing,,
pi-29,,,-3.394,-3.538,,,,plumbing,,
pi-30,,,-3.394,-3.538,,,,plumbing,,
pi-31,,,-3.299,-3.213,,,,plumbing,,
pi-32,,,-3.299,-3.213,,,,plumbing,,
pi-33,,,-3.538,-3.394,,,,plumbing,,
pi-34,,,-3.538,-3.394,,,,plumbing,,
pi-35,,,-3.538,-3.394,,,,plumbing,,
pi-36,,,-3.538,-3.394,,,,plumbing,,
pi-37,,,-3.538,-3.394,,,,plumbing,,
pi-38,,,-3.538,-3.394,,,,plumbing,,
pi-39,,,-3.538,-3.394,,,,plumbing,,
pi-40,,,-3.538,-3.394,,,,plumbing,,
pi-41,,,-3.538,-3.394,,,,plumbing,,
pi-42,,,-3.538,-3.394,,,,plumbing,,
pi-43,,,-3.538,-3.394,,,,plumbing,,
pi-44,,,-3.538,-3.394,,,,plumbing,,
pi-45,,,-3.538,-3.394,,,,plumbing,,
pi-46,,,-3.538,-3.394,,,,plumbing,,
pi-47,,,-3.538,-3.394,,,,plumbing,,
pi-48,,,-3.538,-3.394,,,,plumbing,,
pi-49,,,-3.538,-3.394,,,,plumbing,,
pi-50,,,-3.538,-3.394,,,,plumbing,,
pi-51,,,-3.538,-3.394,,,,plumbing,,
pi-52,,,-3.538,-3.394,,,,plumbing,,
pi-53,,,-3.538,-3.394,,,,plumbing,,
pi-54,,,-3.538,-3.394,,,,plumbing,,
pi-55,,,-3.538,-3.394,,,,plumbing,,
pi-56,,,-3.538,-3.394,,,,plumbing,,
pi-57,,,-3.538,-3.394,,,,plumbing,,
pi-58,,,-3.538,-3.394,,,,plumbing,,
pi-59,,,-3.538,-3.394,,,,plumbing,,
pi-739,,,-5.572,-5.999,,,,plumbing,,
pi-772,,,-2.442,-2.474,,,,plumbing,,
pi-773,,,-2.485,-2.475,,,,plumbing,,
pi-775,,,-1.927,-2.222,,,,plumbing,,
pi-776,,,-2.301,-2.33,,,,plumbing,,
pi-777,,,-2.332,-2.335,,,,plumbing,,
pi-778,,,-2.376,-2.689,,,,plumbing,,
pi-779,,,-2.563,-2.659,,,,plumbing,,
pi-782,,,-4.921,-5.019,,,,plumbing,,
pi-783,,,-5.413,-5.117,,,,plumbing,,
pi-784,,,-5.49,-5.49,,,,plumbing,,
pi-786,,,-4.823,-4.545,,,,plumbing,,
pi-787,,,-4.467,-4.467,,,,plumbing,,
pi-791,,,-4.413,-3.1,,,,plumbing,,
pi-792,,,-2.969,-2.816,,,,plumbing,,
pi-798,,,-2.445,-2.468,,,,plumbing,,
pi-799,,,-2.637,-2.546,,,,plumbing,,
pi-800,,,-1.927,-2.367,,,,plumbing,,
pi-801,,,-5.912,-5.912,,,,plumbing,,
pi-880,,,-3.299,-3.01,,,,plumbing,,
pi-881,,,-3.299,-3.01,,,,plumbing,,
pi-882,,,-3.299,-3.01,,,,plumbing,,
pi-883,,,-3.299,-3.01,,,,plumbing,,
pi-884,,,-3.299,-3.213,,,,plumbing,,
pi-885,,,-3.299,-3.213,,,,plumbing,,
pi-886,,,-3.299,-3.213,,,,plumbing,,
pi-887,,,-3.299,-3.01,,,,plumbing,,
pi-888,,,-3.299,-3.01,,,,plumbing,,
pi-889,,,-3.299,-3.01,,,,plumbing,,
pi-890,,,-3.299,-3.01,,,,plumbing,,
pi-891,,,-3.299,-3.01,,,,plumbing,,
pi-892,,,-3.299,-3.01,,,,plumbing,,
pi-893,,,-3.299,-3.01,,,,plumbing,,
pi-894,,,-3.299,-3.213,,,,plumbing,,
pi-895,,,-3.299,-3.213,,,,plumbing,,
pi-896,,,-3.299,-3.213,,,,plumbing,,
pi-897,,,-3.299,-3.213,,,,plumbing,,
pi-898,,,-3.299,-3.213,,,,plumbing,,
pi-899,,,-3.299,-3.213,,,,plumbing,,
pi-900,,,-3.299,-3.01,,,,plumbing,,
pi-901,,,-3.299,-3.01,,,,plumbing,,
pi-902,,,-3.299,-3.213,,,,plumbing,,
pi-903,,,-3.299,-3.01,,,,plumbing,,
pi-904,,,-3.299,-3.213,,,,plumbing,,
pi-905,,,-3.299,-3.01,,,,plumbing,,
pi-906,,,-3.299,-3.213,,,,plumbing,,
pi-997,,,-3.937,-3.937,,,,plumbing,,
pi-998,,,-3.937,-3.937,,,,plumbing,,
pi-999,,,-3.937,-3.937,,,,plumbing,,
pi-1000,,,-3.937,-3.937,,,,plumbing,,
pi-1001,,,-3.937,-3.937,,,,plumbing,,
pi-1002,,,-3.937,-3.937,,,,plumbing,,
pi-1003,,,-3.937,-3.937,,,,plumbing,,
pi-1004,,,-3.937,-3.937,,,,plumbing,,
pi-1005,,,-3.937,-3.937,,,,plumbing,,
pi-1006,,,-3.937,-3.937,,,,plumbing,,
pi-1007,,,-3.937,-3.937,,,,plumbing,,
pi-1008,,,-3.937,-3.937,,,,plumbing,,
pi-1009,,,-3.937,-3.937,,,,plumbing,,
pi-1010,,,-3.937,-3.937,,,,plumbing,,
pi-1011,,,-3.937,-3.937,,,,plumbing,,
pi-1012,,,-4.007,-4.014,,,,plumbing,,
pi-1013,,,-4.165,-4.172,,,,plumbing,,
pi-1014,,,-4.242,-4.242,,,,plumbing,,
pi-1015,,,-4.242,-4.242,,,,plumbing,,
pi-1016,,,-4.242,-4.242,,,,plumbing,,
pi-1017,,,-4.242,-4.242,,,,plumbing,,
pi-1018,,,-4.242,-4.242,,,,plumbing,,
pi-1019,,,-4.242,-4.242,,,,plumbing,,
pi-1020,,,-4.242,-4.242,,,,plumbing,,
pi-1021,,,-4.242,-4.242,,,,plumbing,,
pi-1022,,,-4.242,-4.242,,,,plumbing,,
