id,number,base_offset,top_level_id,top_offset,material,shape,size_x,size_y
c-111,,0.572,,,,round,0.127,0.127
c-112,,0.572,,,,round,0.127,0.127
c-113,,1.511,,,,round,0.127,0.127
c-114,,1.511,,,,round,0.127,0.127
