id,number,base_offset,top_level_id,top_offset,material,shape,size_x,size_y
sc-17,,0,lv-16,0,Steel,,0.371,0.363
sc-18,,0,lv-16,0,Steel,,0.371,0.363
sc-23,,0,lv-16,0,Steel,,0.254,0.254
sc-29,,0,lv-3,1.219,Steel,,0.287,0.483
sc-44,,0,lv-16,0,Steel,,0.254,0.254
