id,number,base_offset,system_type,terminal_type
tm-250,356,0,,
tm-251,357,0,,
tm-262,368,0,,
tm-263,369,0,,
tm-274,380,0,,
tm-275,381,0,,
tm-286,392,0,,
tm-287,393,0,,
tm-291,397,0,,
tm-292,398,0,,
tm-294,400,0,,
tm-295,401,0,,
tm-338,447,0,,
tm-339,448,0,,
tm-340,449,0,,
tm-341,450,0,,
tm-342,451,0,,
tm-343,452,0,,
tm-344,453,0,,
tm-345,454,0,,
tm-346,455,0,,
tm-347,456,0,,
tm-348,457,0,,
tm-349,458,0,,
tm-350,459,0,,
tm-351,460,0,,
tm-352,461,0,,
tm-353,462,0,,
tm-354,463,0,,
tm-355,464,0,,
tm-356,465,0,,
tm-357,466,0,,
tm-358,467,0,,
tm-359,468,0,,
tm-360,469,0,,
tm-361,470,0,,
tm-362,471,0,,
tm-363,472,0,,
tm-364,473,0,,
tm-365,474,0,,
tm-366,475,0,,
tm-367,476,0,,
tm-368,477,0,,
tm-369,478,0,,
tm-370,479,0,,
tm-371,480,0,,
tm-372,481,0,,
tm-373,482,0,,
tm-374,483,0,,
tm-375,484,0,,
tm-376,485,0,,
tm-377,486,0,,
tm-378,487,0,,
tm-379,488,0,,
tm-380,489,0,,
tm-381,490,0,,
tm-382,491,0,,
tm-383,492,0,,
tm-384,493,0,,
tm-385,494,0,,
tm-386,495,0,,
tm-387,497,0,,
tm-388,498,0,,
tm-389,499,0,,
tm-390,500,0,,
tm-391,501,0,,
tm-392,502,0,,
tm-393,503,0,,
tm-394,504,0,,
tm-1090,517,0,,
tm-1091,518,0,,
tm-1092,519,0,,
tm-1093,520,0,,
tm-1094,521,0,,
tm-1095,522,0,,
tm-1096,523,0,,
tm-1097,524,0,,
tm-1098,525,0,,
tm-1099,526,0,,
tm-1100,527,0,,
tm-1101,528,0,,
tm-1102,529,0,,
tm-1103,530,0,,
tm-1104,531,0,,
tm-1105,532,0,,
tm-1106,533,0,,
tm-1107,534,0,,
tm-1108,535,0,,
tm-1109,536,0,,
tm-1110,537,0,,
tm-1111,538,0,,
tm-1112,539,0,,
tm-1113,540,0,,
tm-1114,541,0,,
tm-1115,542,0,,
tm-1116,543,0,,
tm-1117,544,0,,
tm-1118,545,0,,
tm-1119,546,0,,
tm-1120,547,0,,
tm-1121,548,0,,
tm-1122,549,0,,
tm-1123,550,0,,
tm-1124,551,0,,
tm-1125,552,0,,
tm-1126,553,0,,
