id,number,base_offset,top_level_id,top_offset,material
w-89,,0,lv-15,0,Metal Stud Layer
w-90,,0,lv-15,0,Metal Stud Layer
w-91,,0,lv-15,0,Metal Stud Layer
w-226,,0,lv-14,0,Metal Stud Layer
w-227,,0,lv-14,0,Metal Stud Layer
w-228,,0,lv-15,0,Metal Stud Layer
w-229,,0,lv-15,0,Metal Stud Layer
w-230,,0,lv-15,0,Metal Stud Layer
w-256,,0,lv-15,0,Metal Stud Layer
w-257,,0,lv-15,0,Metal Stud Layer
w-530,,-0.152,lv-15,0,Metal Stud Layer
w-531,,-0.152,lv-15,0,Metal Stud Layer
w-532,,-0.152,lv-14,0,Metal Stud Layer
w-533,,-0.152,lv-14,0,Metal Stud Layer
w-534,,0,lv-14,0,Metal Furring
w-583,,0,lv-14,0,Metal Furring
w-629,,0,lv-15,0,Air
w-630,,0,lv-15,0,Air
w-631,,0,lv-15,0,Air
w-632,,0.254,lv-15,0,Air
w-633,,0,lv-15,0,Air
w-634,,0,lv-15,0,Air
w-635,,0,lv-15,0,Air
w-636,,0,lv-15,0,Air
w-637,,0,lv-15,0,Air
w-638,,0,lv-15,0,Air
w-639,,0,lv-15,0,Air
w-640,,0,lv-15,0,Air
w-641,,0,lv-15,0,Air
w-642,,0,lv-15,0,Air
w-703,,-1.041,lv-11,-0.152,Metal Stud Layer
w-729,,-0.698,lv-11,-0.152,Metal Stud Layer
w-819,,-0.203,,0,Default Wall
w-820,,0.025,,0,Default Wall
w-827,,-0.203,,0,Default Wall
w-828,,0.025,,0,Default Wall
w-859,,-0.698,lv-11,-0.152,Metal Stud Layer
w-860,,-0.698,lv-11,-0.152,Metal Stud Layer
w-897,,-0.698,lv-11,-0.152,Metal Stud Layer
w-910,,-0.698,lv-11,-0.152,Metal Stud Layer
w-911,,-0.698,lv-11,-0.152,Metal Stud Layer
w-912,,-0.698,lv-11,-0.152,Metal Stud Layer
w-926,,-0.698,lv-11,-0.152,Metal Stud Layer
w-927,,-0.698,lv-11,-0.152,Metal Stud Layer
w-928,,-0.698,lv-11,-0.152,Metal Stud Layer
w-929,,-0.698,lv-11,-0.152,Metal Stud Layer
w-930,,-0.698,lv-11,-0.152,Metal Stud Layer
w-1006,,-1.041,lv-11,-0.152,Metal Stud Layer
w-1007,,-1.041,lv-11,-0.152,Metal Stud Layer
w-1008,,-1.041,lv-11,-0.152,Metal Stud Layer
w-1051,,-0.762,lv-11,-0.152,Metal Stud Layer
w-1052,,-0.762,lv-11,-0.152,Metal Stud Layer
w-1055,,-0.762,lv-11,-0.152,Metal Stud Layer
w-1056,,-0.762,lv-11,-0.152,Metal Stud Layer
w-1062,,-0.737,lv-11,-0.152,Metal Stud Layer
