id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-65,,,9.042,9.042,round,0.203,0.203,hvac,,
du-66,,,9.042,9.042,round,0.203,0.203,hvac,,
du-67,,,9.042,9.042,round,0.203,0.203,hvac,,
du-68,,,9.042,9.042,round,0.102,0.102,hvac,,
du-69,,,9.042,9.042,round,0.102,0.102,hvac,,
du-70,,,9.042,9.042,round,0.102,0.102,hvac,,
du-71,,,9.042,9.042,round,0.102,0.102,hvac,,
du-72,,,9.042,9.042,round,0.102,0.102,hvac,,
du-73,,,8.966,8.915,round,0.102,0.102,hvac,,
du-74,,,9.119,9.318,round,0.102,0.102,hvac,,
du-75,,,9.394,9.394,round,0.102,0.102,hvac,,
du-76,,,8.839,8.839,round,0.102,0.102,hvac,,
du-77,,,8.839,8.839,round,0.102,0.102,hvac,,
du-78,,,8.839,8.839,round,0.102,0.102,hvac,,
du-79,,,8.839,8.839,round,0.102,0.102,hvac,,
du-80,,,8.915,9.318,round,0.102,0.102,hvac,,
du-81,,,9.042,9.042,round,0.203,0.203,hvac,,
du-82,,,9.042,9.042,round,0.203,0.203,hvac,,
du-83,,,8.693,8.693,round,0.203,0.203,hvac,,
du-84,,,8.693,8.693,round,0.203,0.203,hvac,,
du-85,,,8.693,8.693,round,0.203,0.203,hvac,,
du-86,,,8.846,8.89,round,0.203,0.203,hvac,,
du-179,,,9.398,9.398,round,0.102,0.102,hvac,,
du-180,,,9.398,9.398,round,0.102,0.102,hvac,,
du-181,,,9.398,9.398,round,0.102,0.102,hvac,,
du-182,,,9.398,9.398,round,0.102,0.102,hvac,,
du-183,,,9.398,9.398,round,0.102,0.102,hvac,,
du-184,,,9.398,9.398,round,0.102,0.102,hvac,,
du-185,,,9.322,9.078,round,0.102,0.102,hvac,,
du-186,,,9.002,9.002,round,0.102,0.102,hvac,,
du-187,,,9.078,9.454,round,0.102,0.102,hvac,,
du-188,,,9.53,9.53,round,0.102,0.102,hvac,,
du-189,,,9.55,9.55,round,0.102,0.102,hvac,,
du-190,,,9.474,9.104,round,0.102,0.102,hvac,,
du-191,,,9.027,9.027,round,0.102,0.102,hvac,,
du-192,,,9.398,9.398,round,0.102,0.102,hvac,,
du-193,,,9.342,9.314,round,0.102,0.102,hvac,,
du-194,,,9.255,9.104,round,0.102,0.102,hvac,,
du-195,,,9.55,9.55,round,0.102,0.102,hvac,,
du-196,,,9.472,9.176,round,0.102,0.102,hvac,,
du-197,,,9.53,9.53,round,0.102,0.102,hvac,,
du-198,,,9.53,9.53,round,0.102,0.102,hvac,,
du-199,,,9.485,9.15,round,0.102,0.102,hvac,,
du-200,,,9.042,9.042,round,0.102,0.102,hvac,,
du-201,,,9.398,9.398,round,0.203,0.203,hvac,,
du-202,,,9.398,9.398,round,0.203,0.203,hvac,,
du-203,,,9.246,9.093,round,0.203,0.203,hvac,,
du-204,,,8.941,8.941,round,0.203,0.203,hvac,,
du-205,,,9.246,9.093,round,0.203,0.203,hvac,,
du-206,,,9.246,9.078,round,0.203,0.203,hvac,,
du-207,,,9.398,9.398,round,0.203,0.203,hvac,,
du-208,,,9.093,9.093,round,0.203,0.203,hvac,,
du-209,,,9.093,9.093,round,0.203,0.203,hvac,,
du-210,,,9.093,9.093,round,0.203,0.203,hvac,,
du-211,,,9.398,9.398,round,0.203,0.203,hvac,,
du-212,,,8.941,8.941,round,0.203,0.203,hvac,,
du-213,,,9.246,9.093,round,0.203,0.203,hvac,,
du-214,,,9.052,8.982,round,0.203,0.203,hvac,,
du-215,,,8.89,8.89,round,0.203,0.203,hvac,,
du-216,,,8.89,8.89,round,0.203,0.203,hvac,,
du-217,,,8.89,8.89,round,0.102,0.102,hvac,,
du-218,,,8.89,8.89,round,0.102,0.102,hvac,,
du-219,,,8.89,8.89,round,0.102,0.102,hvac,,
du-220,,,8.89,8.89,round,0.102,0.102,hvac,,
du-221,,,8.89,8.89,round,0.102,0.102,hvac,,
du-222,,,8.89,8.89,round,0.102,0.102,hvac,,
du-223,,,9.169,9.169,round,0.102,0.102,hvac,,
du-224,,,8.89,8.89,round,0.102,0.102,hvac,,
