id,number,base_offset,top_level_id,top_offset,material
w-72,,,lv-6,-0.152,Metal Stud Layer
w-77,,,lv-6,-0.698,Metal Stud Layer
w-78,,,lv-6,0,Metal Stud Layer
w-79,,,lv-6,0,Metal Stud Layer
w-82,,,lv-6,0,Metal Stud Layer
w-85,,,lv-6,-0.152,Metal Stud Layer
w-123,,,,0,Metal Stud Layer
w-124,,,,0,Metal Stud Layer
w-125,,,,0,Metal Stud Layer
w-126,,,,0,Metal Stud Layer
w-127,,,,0,Metal Stud Layer
w-128,,,,0,Metal Stud Layer
w-129,,,,0,Metal Stud Layer
w-130,,,,0,Metal Stud Layer
w-131,,,,0,Metal Stud Layer
w-132,,,,0,Metal Stud Layer
w-133,,,,0,Metal Stud Layer
w-157,,,,0,Metal Stud Layer
w-158,,,,0,Metal Stud Layer
w-159,,,,0,Metal Stud Layer
w-160,,,,0,Metal Stud Layer
w-161,,,,0,Metal Stud Layer
w-162,,,,0,Metal Stud Layer
w-163,,,,0,Metal Stud Layer
w-164,,,,0,Metal Stud Layer
w-165,,,,0,Metal Stud Layer
w-166,,,,0,Metal Stud Layer
w-167,,,,0,Metal Stud Layer
w-180,,,,0,Metal Stud Layer
w-181,,,,0,Metal Stud Layer
w-182,,,,0,Metal Stud Layer
w-183,,,,0,Metal Stud Layer
w-184,,,,0,Metal Stud Layer
w-185,,,,0,Metal Stud Layer
w-186,,,,0,Metal Stud Layer
w-187,,,,0,Metal Stud Layer
w-188,,,,0,Metal Furring
w-189,,,,0,Metal Stud Layer
w-190,,,,0,Metal Stud Layer
w-191,,,,0,Metal Stud Layer
w-231,,,,0,Metal Stud Layer
w-232,,,,0,Metal Stud Layer
w-233,,,,0,Metal Stud Layer
w-234,,,,0,Metal Stud Layer
w-235,,,,0,Metal Stud Layer
w-236,,,,0,Metal Stud Layer
w-237,,,,0,Metal Stud Layer
w-238,,,,0,Metal Stud Layer
w-239,,,,0,Metal Stud Layer
w-240,,,,0,Metal Stud Layer
w-241,,,,0,Metal Stud Layer
w-265,,,lv-6,-0.152,Metal Stud Layer
w-266,,,lv-6,-0.152,Metal Stud Layer
w-269,,,,0,Metal Stud Layer
w-270,,,,0,Metal Stud Layer
w-271,,,,0,Metal Stud Layer
w-272,,,,0,Metal Stud Layer
w-273,,,,0,Metal Stud Layer
w-274,,,,0,Metal Stud Layer
w-275,,,,0,Metal Stud Layer
w-276,,,,0,Metal Stud Layer
w-277,,,,0,Metal Stud Layer
w-278,,,,0,Metal Stud Layer
w-279,,,,0,Metal Stud Layer
w-280,,,,0,Metal Stud Layer
w-281,,,,0,Metal Stud Layer
w-339,,,lv-6,0,Metal Stud Layer
w-341,,,lv-6,0,Metal Stud Layer
w-343,,,lv-6,0,Metal Stud Layer
w-345,,,lv-6,0,Metal Stud Layer
w-347,,,lv-6,0,Metal Stud Layer
w-349,,,lv-6,0,Metal Stud Layer
w-351,,,lv-6,0,Metal Stud Layer
w-353,,,lv-6,0,Metal Stud Layer
w-354,,,lv-6,0,Metal Stud Layer
w-381,,,,0,Metal Stud Layer
w-383,,,,0,Metal Stud Layer
w-385,,,,0,Metal Stud Layer
w-387,,,,0,Metal Stud Layer
w-392,,,,0,Metal Stud Layer
w-393,,,,0,Metal Furring
w-406,,,,0,Metal Furring
w-407,,,,0,Metal Furring
w-408,,,,0,Metal Stud Layer
w-456,,,,0,Metal Stud Layer
w-457,,,,0,Metal Stud Layer
w-458,,,,0,Metal Stud Layer
w-459,,,,0,Metal Stud Layer
w-460,,,,0,Metal Stud Layer
w-461,,,,0,Metal Stud Layer
w-472,,,lv-6,-0.152,Metal Stud Layer
w-473,,,lv-6,-0.152,Metal Stud Layer
w-474,,,lv-6,-0.152,Metal Furring
w-475,,,lv-6,-0.152,Metal Furring
w-486,,,lv-6,-0.152,Metal Furring
w-487,,,lv-6,-0.152,Metal Furring
w-488,,,lv-6,-0.152,Metal Furring
w-489,,,lv-6,-0.152,Metal Furring
w-490,,,lv-6,-0.152,Metal Furring
w-496,,,,0,Metal Stud Layer
w-497,,,,0,Metal Stud Layer
w-498,,,,0,Default Wall
w-499,,,,0,Metal Stud Layer
w-500,,,,0,Metal Stud Layer
w-501,,,,0,Metal Stud Layer
w-504,,,,0,Metal Stud Layer
w-520,,,lv-6,-0.152,Metal Furring
w-521,,,lv-6,-0.152,Metal Furring
w-522,,,lv-6,-0.152,Metal Furring
w-523,,,lv-6,-0.152,Metal Furring
w-524,,,lv-6,-0.152,Metal Furring
w-525,,,lv-6,-0.152,Metal Furring
w-526,,,lv-6,-0.152,Metal Stud Layer
w-528,,,lv-6,-0.152,Metal Furring
w-546,,,lv-6,-0.152,Metal Furring
w-547,,,lv-6,-0.152,Metal Furring
w-548,,,lv-6,-0.152,Metal Furring
w-549,,,lv-6,-0.152,Metal Furring
w-555,,,lv-6,0,Metal Stud Layer
w-556,,,lv-6,0,Metal Stud Layer
w-566,,,lv-6,0,Metal Furring
w-568,,,lv-6,-0.152,Metal Stud Layer
w-586,,,,0,Metal Stud Layer
w-588,,,,0,Metal Stud Layer
w-591,,,,0,Metal Stud Layer
w-593,,,,0,Metal Stud Layer
w-603,,,lv-6,0,Metal Furring
w-604,,,lv-6,0,Metal Furring
w-605,,,lv-6,0,Metal Furring
w-608,,,lv-5,-0.152,Metal Stud Layer
w-620,,,lv-5,-0.152,Metal Stud Layer
w-656,,,lv-17,0,Metal Furring
w-657,,,lv-17,0,Metal Furring
w-658,,,lv-6,0,Metal Furring
w-660,,,lv-6,0,Metal Furring
w-664,,,lv-6,-0.152,Metal Furring
w-665,,,lv-6,-0.152,Metal Furring
w-666,,,lv-6,0,Metal Furring
w-667,,,lv-6,-0.152,Metal Furring
w-682,,,lv-5,-0.152,Metal Stud Layer
w-692,,,lv-5,-0.152,Metal Stud Layer
w-701,,,lv-5,-0.152,Metal Stud Layer
w-724,,,lv-5,-0.152,Metal Stud Layer
w-727,,,lv-5,-0.152,Metal Stud Layer
w-733,,,lv-5,-0.152,Metal Stud Layer
w-736,,,lv-5,-0.152,Metal Stud Layer
w-830,,,,0,Metal Stud Layer
w-833,,,,0,Metal Stud Layer
w-837,,,,0,Metal Stud Layer
w-839,,,,0,Metal Stud Layer
w-840,,,,0,Metal Stud Layer
w-845,,,,0,Metal Furring
w-846,,,,0,Metal Furring
w-851,,,,0,Metal Furring
w-852,,,,0,Metal Furring
w-855,,,lv-5,-0.152,Metal Stud Layer
