id,number,base_offset,start_z,end_z,top_level_id,top_offset,width,step_count
st-21,,0,,,lv-14,0,0.279,22
st-22,,0,,,lv-14,0,0.279,19
st-23,,0,,,lv-14,0,0.279,19
st-24,,0,,,lv-14,0,0.279,19
st-25,,0,,,lv-14,0,0.25,14
