id,number,base_offset,x,y,name
sp-30,S3,,14.122,-0.113,Stair S3
sp-31,201,,-1.316,1.718,Corridor 201
sp-32,202,,-11.601,-5.714,Live/Work Unit 202
sp-33,203,,-9.546,10.232,Studio Unit 203
sp-34,204,,-2.484,10.351,Two Story Studio Unit 204
sp-35,205,,6.994,10.351,Live/Work Unit 205
sp-36,200,,-22.847,8.159,Mezzanine Dining 200
