id,number,base_offset,top_level_id,top_offset,material
w-5,,0,lv-4,0,Metal Stud Layer
w-6,,0,lv-4,0,Metal Stud Layer
w-7,,0,lv-4,0,Metal Stud Layer
w-20,,0,lv-4,0,Glass
w-21,,0,lv-4,0,Glass
w-49,,0,lv-4,0,"Softwood, Lumber"
w-50,,0,lv-4,0,"Softwood, Lumber"
w-51,,0,lv-4,0,"Softwood, Lumber"
w-52,,0,lv-4,0,"Softwood, Lumber"
w-53,,0,lv-4,0,"Softwood, Lumber"
w-54,,0,lv-4,0,"Softwood, Lumber"
w-55,,0,lv-4,0,"Softwood, Lumber"
w-56,,0,lv-4,0,"Softwood, Lumber"
w-57,,0,lv-4,0,"Softwood, Lumber"
w-77,,0,lv-4,0,"Softwood, Lumber"
w-78,,0,lv-4,0,"Softwood, Lumber"
