id,number,base_offset,top_level_id,top_offset,material
w-425,,-0.94,lv-2,-0.152,Metal Furring
w-426,,-0.813,lv-2,-0.152,Metal Furring
w-427,,0,lv-2,-0.152,Metal Furring
w-428,,0,lv-2,-0.152,Metal Furring
w-429,,0,lv-2,-0.152,Metal Furring
w-430,,0,lv-2,-0.152,Metal Furring
w-431,,0,lv-2,-0.152,Metal Furring
w-1016,,-0.813,lv-16,-0.152,Metal Stud Layer
w-1017,,-0.813,lv-16,-0.152,Metal Stud Layer
w-1018,,-0.813,lv-16,-0.152,Metal Stud Layer
w-1019,,-0.813,lv-16,-0.152,Metal Stud Layer
w-1020,,-0.813,lv-16,-0.152,Metal Stud Layer
w-1021,,-0.813,lv-16,-0.152,Metal Stud Layer
