id,number,base_offset,host_id,material,width,height
wn-28,138,1.067,w-39,Glass,0,0
wn-29,141,1.067,w-39,Glass,0,0
wn-55,182,1.067,w-39,Glass,0,0
wn-56,183,1.067,w-39,Glass,0,0
