id,number,base_offset,top_level_id,top_offset,material,shape,size_x,size_y
c-116,,-0,lv-2,0,Gypsum Wall Board,rect,0.61,0.61
c-118,,-0,lv-2,0,Gypsum Wall Board,rect,0.61,0.61
