id,number,base_offset,system_type,terminal_type
tm-48,83,0,,
tm-49,84,0,,
tm-52,87,0,,
tm-53,88,0,,
tm-54,89,0,,
tm-164,263,0,,
tm-167,266,0,,
tm-168,267,0,,
tm-169,268,0,,
tm-170,269,0,,
tm-171,270,0,,
tm-172,271,0,,
tm-173,272,0,,
tm-174,273,0,,
tm-175,277,0,,
tm-176,278,0,,
tm-177,279,0,,
tm-178,280,0,,
tm-219,323,0,,
tm-220,324,0,,
tm-238,344,0,,
tm-239,345,0,,
tm-248,354,0,,
tm-249,355,0,,
tm-260,366,0,,
tm-261,367,0,,
tm-272,378,0,,
tm-273,379,0,,
tm-284,390,0,,
tm-285,391,0,,
tm-290,396,0,,
tm-293,399,0,,
tm-533,647,0,,
tm-534,648,0,,
tm-535,649,0,,
tm-536,650,0,,
tm-738,160,0,,
tm-739,161,0,,
tm-740,162,0,,
tm-741,163,-0,,
tm-742,164,0,,
tm-743,165,0,,
tm-744,166,0,,
tm-745,167,0,,
tm-746,168,0,,
tm-747,169,0,,
tm-748,170,0,,
tm-749,171,0,,
tm-750,172,0,,
tm-1023,450,-0,,
tm-1024,451,-0,,
tm-1047,474,0,,
tm-1048,475,-0,,
tm-1061,488,0,,
