id,number,base_offset,host_id,position,material,width,height
wn-1,245,0.305,w-5,0.752,glass,5.588,3.81
wn-2,246,2.438,w-4,0.155,glass,4.572,1.27
wn-3,247,2.438,w-4,0.398,glass,4.572,1.27
wn-4,248,2.438,w-4,0.632,glass,4.572,1.27
wn-5,249,2.438,w-4,0.86,glass,4.572,1.27
