id,number,base_offset,top_level_id,top_offset,material,thickness
sw-17,,0,lv-3,0,concrete,0.305
sw-18,,0,lv-3,0,concrete,0.305
sw-19,,0,lv-3,0,concrete,0.305
sw-20,,0,lv-3,0,concrete,0.305
sw-21,,0,lv-3,0,concrete,0.305
sw-22,,0,lv-3,0,concrete,0.305
