id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-1,,,12.497,12.497,rect,0.305,0.305,hvac,,
du-2,,,11.989,12.04,rect,0.305,0.305,hvac,,
du-3,,,11.989,12.243,rect,0.305,0.305,hvac,,
du-4,,,12.497,12.497,rect,0.305,0.305,hvac,,
du-5,,,11.928,12.243,rect,0.254,0.102,hvac,,
du-6,,,11.928,12.344,rect,0.254,0.102,hvac,,
du-7,,,12.497,12.497,rect,0.254,0.102,hvac,,
du-8,,,12.497,12.497,rect,0.305,0.305,hvac,,
du-9,,,11.989,12.04,rect,0.305,0.305,hvac,,
du-10,,,12.497,12.497,rect,0.305,0.305,hvac,,
du-11,,,12.497,12.497,rect,0.305,0.305,hvac,,
du-12,,,11.989,12.04,rect,0.305,0.305,hvac,,
du-13,,,11.989,12.04,rect,0.305,0.305,hvac,,
du-14,,,12.497,12.497,rect,0.305,0.305,hvac,,
du-15,,,28.08,6.706,rect,0.508,0.508,hvac,,
