id,number,base_offset,system_type
mn-1,,3.658,hvac
mn-2,,3.658,hvac
mn-3,,3.505,hvac
mn-4,,3.505,hvac
mn-5,,3.658,hvac
mn-6,,3.658,hvac
mn-7,,3.658,hvac
mn-8,,3.658,hvac
mn-9,,3.658,hvac
mn-10,,3.658,hvac
mn-11,,3.658,hvac
mn-12,,3.658,hvac
mn-13,,3.658,hvac
mn-14,,3.658,hvac
mn-15,,3.658,hvac
mn-73,,20.002,hvac
mn-74,,20.002,hvac
