id,number,base_offset,system_type,equipment_type
eq-28,HRU501A,3.451,hvac,
eq-29,HRU501B,3.502,hvac,
eq-30,HRU504,3.502,hvac,
eq-31,HRU506,2.994,hvac,
eq-32,HRU507,3.146,hvac,
eq-33,HRU406,3.146,hvac,
