id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-696,,,17.526,17.526,round,0.203,0.203,hvac,,
du-697,,,17.526,17.526,round,0.203,0.203,hvac,,
du-698,,,17.526,17.526,round,0.203,0.203,hvac,,
du-699,,,17.12,17.12,round,0.203,0.203,hvac,,
du-700,,,17.437,17.209,round,0.203,0.203,hvac,,
du-701,,,17.209,17.437,round,0.203,0.203,hvac,,
du-702,,,17.475,17.475,round,0.203,0.203,hvac,,
du-703,,,17.12,17.12,round,0.203,0.203,hvac,,
du-704,,,17.386,17.209,round,0.203,0.203,hvac,,
du-705,,,17.209,17.437,round,0.203,0.203,hvac,,
du-706,,,17.475,17.475,round,0.203,0.203,hvac,,
du-707,,,17.475,17.475,round,0.203,0.203,hvac,,
du-708,,,17.12,17.12,round,0.203,0.203,hvac,,
du-709,,,17.12,17.12,round,0.203,0.203,hvac,,
du-710,,,17.12,17.12,round,0.203,0.203,hvac,,
du-711,,,17.437,17.209,round,0.203,0.203,hvac,,
du-712,,,17.12,17.12,round,0.203,0.203,hvac,,
du-713,,,17.12,17.12,round,0.203,0.203,hvac,,
du-714,,,17.437,17.209,round,0.203,0.203,hvac,,
du-715,,,17.12,17.12,round,0.203,0.203,hvac,,
du-716,,,17.12,17.12,round,0.203,0.203,hvac,,
du-717,,,17.12,17.12,round,0.203,0.203,hvac,,
du-718,,,17.12,17.12,round,0.203,0.203,hvac,,
du-719,,,17.012,16.814,round,0.203,0.203,hvac,,
du-720,,,17.12,17.12,round,0.203,0.203,hvac,,
du-721,,,16.724,16.724,round,0.203,0.203,hvac,,
du-722,,,16.724,16.724,round,0.203,0.203,hvac,,
du-723,,,17.012,16.814,round,0.203,0.203,hvac,,
du-724,,,16.724,16.724,round,0.203,0.203,hvac,,
du-725,,,16.724,16.724,round,0.203,0.203,hvac,,
du-726,,,17.12,17.12,round,0.203,0.203,hvac,,
du-727,,,16.904,16.814,round,0.203,0.203,hvac,,
du-728,,,16.724,16.724,round,0.203,0.203,hvac,,
du-729,,,16.724,16.724,round,0.203,0.203,hvac,,
du-730,,,17.12,17.12,round,0.203,0.203,hvac,,
du-731,,,17.386,17.209,round,0.203,0.203,hvac,,
du-732,,,17.475,17.475,round,0.203,0.203,hvac,,
du-733,,,17.12,17.12,round,0.203,0.203,hvac,,
du-734,,,17.526,17.526,round,0.203,0.203,hvac,,
du-735,,,17.12,17.12,round,0.203,0.203,hvac,,
du-736,,,17.12,17.12,round,0.203,0.203,hvac,,
du-737,,,17.31,17.209,round,0.203,0.203,hvac,,
du-738,,,17.475,17.475,round,0.203,0.203,hvac,,
du-739,,,17.475,17.475,round,0.203,0.203,hvac,,
du-740,,,17.12,17.12,round,0.203,0.203,hvac,,
du-741,,,17.12,17.12,round,0.203,0.203,hvac,,
du-742,,,17.12,17.12,round,0.203,0.203,hvac,,
du-743,,,17.12,17.12,round,0.203,0.203,hvac,,
du-744,,,17.475,17.475,round,0.102,0.102,hvac,,
du-745,,,17.475,17.475,round,0.102,0.102,hvac,,
du-746,,,17.526,17.526,round,0.102,0.102,hvac,,
du-747,,,17.526,17.526,round,0.102,0.102,hvac,,
du-748,,,17.17,17.17,round,0.102,0.102,hvac,,
du-749,,,17.41,17.224,round,0.102,0.102,hvac,,
du-750,,,17.17,17.17,round,0.102,0.102,hvac,,
du-751,,,17.402,17.234,round,0.102,0.102,hvac,,
du-752,,,17.17,17.17,round,0.102,0.102,hvac,,
du-753,,,17.215,17.367,round,0.102,0.102,hvac,,
du-754,,,17.17,17.17,round,0.102,0.102,hvac,,
du-755,,,17.215,17.367,round,0.102,0.102,hvac,,
du-756,,,17.526,17.526,round,0.102,0.102,hvac,,
