id,number,base_offset,x,y,name
sp-37,401,,-24.164,5.33,Office Unit 401
sp-38,406,,-2.446,10.26,Two Story Studio Unit 406
sp-39,402,,-1.664,1.734,Corridor 402
sp-40,403,,-10.537,-5.85,Live/Work Unit 403
sp-41,404,,-10.522,10.393,Studio Unit 404
sp-42,407,,6.525,-6.148,Live/Work Unit 407
sp-43,408,,6.488,10.393,Live/Work Unit 408
sp-44,409,,18.277,-5.919,Live/Work Unit 409
sp-45,410,,16.353,10.393,Live/Work Unit 410
sp-46,405,,-2.47,-6.021,Live/Work Loft Unit 405
