id,number,base_offset,start_z,end_z,top_level_id,top_offset,width,step_count
st-21,,0,,,lv-11,0.339,0.279,26
st-22,,0,,,lv-11,0.339,0.279,26
st-23,,0,,,lv-11,0.339,0.279,26
