id,number,base_offset,name
sp-37,,,Office Unit 501
sp-38,,,Corridor 502
sp-39,,,Green Roof 503
sp-40,,,Studio Unit 504
sp-41,,,Green Roof 505
sp-42,,,Live/Work Unit 506
sp-43,,,Live/Work Unit 507
sp-54,,,Private Patio 507A
