id,number,base_offset,system_type,terminal_type
tm-95,176,0,,
tm-96,178,0,,
tm-97,179,0.305,,
tm-107,86,-0,,
tm-108,87,-0,,
tm-109,88,0.305,,
tm-116,101,-0,,
tm-117,102,-0,,
tm-118,103,0.305,,
tm-182,310,0,,
tm-219,349,0,,
tm-220,350,0,,
tm-221,351,0,,
tm-222,352,0,,
tm-231,369,0,,
tm-232,370,0,,
tm-243,382,0,,
tm-244,383,0,,
tm-255,418,0,,
tm-256,419,0,,
tm-267,430,0,,
tm-268,431,0,,
tm-306,472,0.406,,
tm-307,473,0.406,,
tm-308,474,0.406,,
