id,number,base_offset,system_type,terminal_type
tm-164,257,3.251,hvac,
tm-165,258,3.251,hvac,
tm-166,259,3.251,hvac,
tm-167,260,3.251,hvac,
tm-168,261,3.251,hvac,
tm-169,262,3.251,hvac,
tm-171,268,3.391,hvac,
tm-172,269,3.391,hvac,
tm-173,270,3.391,hvac,
tm-174,271,3.391,hvac,
tm-175,272,3.391,hvac,
tm-176,273,3.391,hvac,
tm-177,274,3.391,hvac,
tm-178,275,3.391,hvac,
tm-180,281,3.251,hvac,
tm-181,282,3.251,hvac,
tm-182,283,3.035,hvac,
tm-183,284,3.035,hvac,
tm-184,285,3.391,hvac,
tm-185,286,3.391,hvac,
tm-187,289,3.391,hvac,
tm-188,290,3.391,hvac,
tm-189,291,3.391,hvac,
tm-190,292,3.391,hvac,
tm-191,293,3.391,hvac,
tm-192,294,3.391,hvac,
tm-193,295,3.391,hvac,
tm-194,296,3.391,hvac,
tm-196,302,3.251,hvac,
tm-197,303,3.251,hvac,
tm-198,304,3.035,hvac,
tm-199,305,3.035,hvac,
tm-201,308,2.856,hvac,
tm-202,309,2.856,hvac,
tm-203,310,3.251,hvac,
tm-204,311,3.251,hvac,
tm-205,312,3.658,hvac,
tm-206,313,3.658,hvac,
tm-207,314,3.658,hvac,
tm-208,315,3.607,hvac,
tm-209,316,3.607,hvac,
tm-210,317,2.856,hvac,
tm-211,318,2.856,hvac,
tm-212,319,2.856,hvac,
tm-213,320,2.856,hvac,
tm-214,321,3.251,hvac,
tm-215,322,3.251,hvac,
tm-216,323,3.251,hvac,
tm-217,324,3.658,hvac,
tm-218,325,3.658,hvac,
tm-219,326,3.658,hvac,
tm-220,327,3.658,hvac,
tm-221,328,3.658,hvac,
tm-226,349,3.658,hvac,
tm-227,350,3.658,hvac,
tm-228,351,3.658,hvac,
tm-229,352,3.658,hvac,
tm-230,367,3.378,hvac,
tm-231,368,3.378,hvac,
tm-232,369,3.378,hvac,
tm-233,370,3.378,hvac,
tm-234,371,3.378,hvac,
tm-235,372,3.378,hvac,
tm-236,373,3.378,hvac,
tm-237,374,3.378,hvac,
tm-239,376,3.162,hvac,
tm-240,377,3.162,hvac,
tm-242,383,3.302,hvac,
tm-243,384,3.302,hvac,
tm-244,385,3.302,hvac,
tm-245,386,3.302,hvac,
tm-247,388,3.045,hvac,
tm-404,615,0,hvac,
tm-405,616,3.251,hvac,
tm-406,617,3.251,hvac,
tm-407,618,3.251,hvac,
tm-408,619,3.251,hvac,
tm-409,620,0,hvac,
tm-410,621,0,hvac,
tm-411,622,3.251,hvac,
tm-412,623,3.251,hvac,
tm-413,624,3.251,hvac,
tm-414,625,3.505,hvac,
tm-415,626,3.505,hvac,
tm-416,627,3.505,hvac,
tm-417,628,3.505,hvac,
tm-418,629,0,hvac,
tm-419,630,3.393,hvac,
tm-420,631,3.393,hvac,
tm-421,632,3.393,hvac,
tm-422,633,0,hvac,
tm-423,634,3.353,hvac,
tm-424,635,3.353,hvac,
tm-425,636,3.353,hvac,
tm-426,637,3.353,hvac,
tm-427,638,0,hvac,
tm-428,639,3.251,hvac,
tm-429,640,3.251,hvac,
tm-430,641,3.251,hvac,
tm-431,642,3.251,hvac,
tm-432,643,3.251,hvac,
tm-433,644,3.251,hvac,
tm-434,645,0,hvac,
tm-435,646,0,hvac,
tm-436,647,3.607,hvac,
tm-437,648,3.607,hvac,
tm-438,649,3.251,hvac,
tm-439,650,3.251,hvac,
tm-440,651,3.251,hvac,
tm-441,652,3.251,hvac,
tm-442,653,3.251,hvac,
tm-485,696,3.251,hvac,
tm-486,697,3.251,hvac,
tm-487,698,3.251,hvac,
