id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-447,,,13.056,13.056,round,0.203,0.203,hvac,,
du-448,,,13.056,13.056,round,0.203,0.203,hvac,,
du-449,,,13.056,13.056,round,0.203,0.203,hvac,,
du-450,,,13.056,13.056,round,0.203,0.203,hvac,,
du-451,,,13.056,13.056,round,0.203,0.203,hvac,,
du-452,,,12.903,12.751,round,0.152,0.152,hvac,,
du-453,,,13.056,13.056,round,0.203,0.203,hvac,,
du-454,,,12.522,12.522,round,0.152,0.152,hvac,,
du-455,,,13.056,13.056,round,0.102,0.102,hvac,,
du-456,,,13.056,13.056,round,0.102,0.102,hvac,,
du-457,,,13.056,13.056,round,0.102,0.102,hvac,,
du-458,,,13.056,13.056,round,0.102,0.102,hvac,,
du-459,,,13.056,13.056,round,0.102,0.102,hvac,,
du-460,,,13.056,13.056,round,0.102,0.102,hvac,,
du-461,,,13.056,13.056,round,0.102,0.102,hvac,,
du-462,,,13.056,13.056,round,0.102,0.102,hvac,,
du-463,,,13.056,13.056,round,0.102,0.102,hvac,,
du-464,,,13.002,12.913,round,0.102,0.102,hvac,,
du-465,,,12.903,12.903,round,0.102,0.102,hvac,,
du-466,,,12.903,12.903,round,0.102,0.102,hvac,,
du-467,,,13.011,12.948,round,0.102,0.102,hvac,,
du-468,,,13.056,13.056,round,0.203,0.203,hvac,,
du-469,,,13.056,13.056,round,0.203,0.203,hvac,,
du-470,,,13.056,13.056,round,0.102,0.102,hvac,,
du-471,,,13.056,13.056,round,0.102,0.102,hvac,,
du-472,,,13.084,13.167,round,0.203,0.203,hvac,,
du-473,,,13.195,13.195,round,0.203,0.203,hvac,,
du-474,,,13.195,13.195,round,0.203,0.203,hvac,,
du-475,,,13.195,13.195,round,0.203,0.203,hvac,,
du-476,,,13.195,13.195,round,0.203,0.203,hvac,,
du-477,,,13.195,13.195,round,0.203,0.203,hvac,,
du-478,,,13.195,13.195,round,0.203,0.203,hvac,,
du-479,,,13.056,13.056,round,0.203,0.203,hvac,,
du-480,,,13.056,13.056,round,0.203,0.203,hvac,,
du-481,,,13.056,13.056,round,0.203,0.203,hvac,,
