id,number,base_offset,system_type,terminal_type
tm-95,150,-0,,
tm-96,151,-0,,
tm-97,152,0.305,,
tm-107,172,-0,,
tm-108,173,-0,,
tm-109,174,0.305,,
tm-116,181,-0,,
tm-117,182,-0,,
tm-118,183,0.305,,
tm-181,285,0,,
tm-234,340,0,,
tm-235,341,0,,
tm-236,342,0,,
tm-237,343,0,,
tm-246,352,0,,
tm-247,353,0,,
tm-258,364,0,,
tm-259,365,0,,
tm-270,376,0,,
tm-271,377,0,,
tm-282,388,0,,
tm-283,389,0,,
tm-335,444,0.406,,
tm-336,445,0.406,,
tm-337,446,0.406,,
tm-555,669,0,,
tm-556,670,0,,
tm-557,671,0,,
tm-558,672,0,,
tm-559,673,0,,
tm-560,674,0,,
tm-561,675,0,,
tm-567,682,0,,
tm-568,683,0,,
tm-589,1,-0,,
tm-590,2,-0,,
tm-591,3,-0,,
tm-592,4,0,,
tm-593,5,-0,,
tm-594,6,0,,
tm-595,7,0,,
tm-596,8,0,,
tm-597,9,-0,,
tm-598,10,0,,
tm-599,11,0,,
tm-600,12,0,,
tm-603,15,-0,,
tm-604,16,-0,,
tm-605,17,0,,
tm-606,18,0,,
tm-607,19,0,,
tm-608,20,0,,
tm-609,21,0,,
tm-610,22,0,,
tm-611,24,-0,,
tm-612,25,-0,,
tm-613,26,0,,
tm-614,27,-0,,
tm-615,28,-0,,
tm-616,29,-0,,
tm-617,30,0,,
tm-618,31,0,,
tm-619,32,0,,
tm-620,33,0,,
tm-621,34,-0,,
tm-622,35,-0,,
tm-623,39,0,,
tm-624,40,-0,,
tm-625,41,0,,
tm-626,43,0,,
tm-792,214,0,,
tm-793,215,-0,,
tm-794,216,-0,,
tm-795,217,-0,,
tm-796,218,0,,
tm-797,219,-0,,
tm-798,220,0,,
tm-884,308,0,,
tm-885,309,0,,
tm-886,310,0,,
tm-887,311,0,,
tm-888,312,0,,
tm-996,423,0,,
tm-997,424,0,,
tm-998,425,-0,,
tm-999,426,0,,
tm-1000,427,-0,,
tm-1001,428,0,,
tm-1002,429,0,,
tm-1003,430,0,,
tm-1004,431,0,,
tm-1005,432,0,,
tm-1006,433,0,,
tm-1007,434,-0,,
tm-1008,435,-0,,
tm-1009,436,0,,
tm-1010,437,-0,,
tm-1011,438,0,,
tm-1012,439,-0,,
tm-1013,440,0,,
tm-1014,441,-0,,
tm-1015,442,-0,,
tm-1046,473,0,,
tm-1078,505,0,,
tm-1079,506,0,,
tm-1080,507,0,,
tm-1081,508,0,,
