id,number,base_offset,top_level_id,top_offset,material
w-70,,0,lv-15,0,"Concrete, Cast-in-Place gray"
w-71,,0,lv-5,-0.152,Metal Stud Layer
w-74,,0,lv-5,-0.698,Metal Stud Layer
w-75,,0,lv-5,-0.698,Metal Stud Layer
w-76,,0,lv-5,0,Metal Stud Layer
w-81,,0,lv-5,0,Metal Stud Layer
w-84,,0,lv-5,-0.152,Metal Stud Layer
w-101,,0,,0,Metal Stud Layer
w-102,,0,,0,Metal Stud Layer
w-103,,0,,0,Metal Stud Layer
w-104,,0,,0,Metal Stud Layer
w-105,,0,,0,Metal Stud Layer
w-106,,0,,0,Metal Stud Layer
w-107,,0,,0,Metal Stud Layer
w-108,,0,,0,Metal Stud Layer
w-109,,0,,0,Metal Stud Layer
w-110,,0,,0,Metal Stud Layer
w-111,,2.134,,0,Metal Stud Layer
w-146,,0,,0,Metal Stud Layer
w-147,,0,,0,Metal Stud Layer
w-148,,0,,0,Metal Stud Layer
w-149,,0,,0,Metal Stud Layer
w-150,,0,,0,Metal Stud Layer
w-151,,0,,0,Metal Stud Layer
w-152,,0,,0,Metal Stud Layer
w-153,,0,,0,Metal Stud Layer
w-154,,0,,0,Metal Stud Layer
w-155,,0,,0,Metal Stud Layer
w-156,,2.134,,0,Metal Stud Layer
w-168,,0,,0,Metal Stud Layer
w-169,,0,,0,Metal Stud Layer
w-170,,0,,0,Metal Stud Layer
w-171,,0,,0,Metal Stud Layer
w-172,,0,,0,Metal Stud Layer
w-173,,0,,0,Metal Stud Layer
w-174,,0,,0,Metal Stud Layer
w-175,,0,,0,Metal Stud Layer
w-176,,0,,0,Metal Furring
w-177,,0,,0,Metal Stud Layer
w-178,,0,,0,Metal Stud Layer
w-179,,2.134,,0,Metal Stud Layer
w-204,,0,lv-5,0,Metal Stud Layer
w-223,,0,lv-5,-0.152,Metal Stud Layer
w-224,,0,lv-15,0,"Concrete, Cast-in-Place gray"
w-263,,0,lv-5,-0.152,Metal Stud Layer
w-264,,0,lv-5,-0.152,Metal Stud Layer
w-282,,0,,0,Metal Stud Layer
w-283,,2.134,,0,Metal Stud Layer
w-284,,0,,0,Metal Stud Layer
w-285,,0,,0,Metal Stud Layer
w-286,,0,,0,Metal Stud Layer
w-287,,0,,0,Metal Stud Layer
w-288,,0,,0,Metal Stud Layer
w-289,,0,,0,Metal Stud Layer
w-290,,2.134,,0,Metal Stud Layer
w-291,,0,,0,Metal Stud Layer
w-292,,0,,0,Metal Stud Layer
w-293,,0,,0,Metal Stud Layer
w-294,,0,,0,Metal Stud Layer
w-311,,-1.524,lv-12,-0.94,Metal Stud Layer
w-316,,-1.524,lv-12,-0.94,Metal Stud Layer
w-333,,-1.524,lv-12,-0.94,Metal Stud Layer
w-338,,-1.524,lv-5,0,Metal Stud Layer
w-340,,-1.524,lv-5,0,Metal Stud Layer
w-342,,-1.524,lv-5,0,Metal Stud Layer
w-344,,-1.524,lv-5,0,Metal Stud Layer
w-346,,-1.524,lv-5,0,Metal Stud Layer
w-348,,-1.524,lv-5,0,Metal Stud Layer
w-350,,-1.524,lv-5,0,Metal Stud Layer
w-352,,-1.524,lv-5,0,Metal Stud Layer
w-356,,0,lv-5,0,Metal Furring
w-375,,-3.277,lv-15,0,"Concrete, Cast-in-Place gray"
w-379,,0,,0,Metal Stud Layer
w-382,,0,,0,Metal Stud Layer
w-384,,0,,0,Metal Stud Layer
w-390,,0,,0,Metal Stud Layer
w-391,,0,,0,Metal Furring
w-403,,0,,0,Metal Furring
w-404,,0,,0,Metal Furring
w-405,,0,,0,Metal Stud Layer
w-415,,0,lv-15,0,"Concrete, Cast-in-Place gray"
w-450,,0,,0,Metal Stud Layer
w-451,,2.134,,0,Metal Stud Layer
w-452,,0,,0,Metal Stud Layer
w-453,,0,,0,Metal Stud Layer
w-454,,0,,0,Metal Stud Layer
w-455,,0,,0,Metal Stud Layer
w-468,,0,lv-5,-0.152,Metal Stud Layer
w-469,,0,lv-5,-0.152,Metal Stud Layer
w-470,,0,lv-5,-0.152,Metal Furring
w-471,,0,lv-5,-0.152,Metal Furring
w-481,,0,lv-5,-0.152,Metal Furring
w-482,,0,lv-5,-0.152,Metal Furring
w-483,,0,lv-5,-0.152,Metal Furring
w-484,,0,lv-5,-0.152,Metal Furring
w-485,,0,lv-5,-0.152,Metal Furring
w-503,,0,,0,Metal Stud Layer
w-513,,0,lv-5,-0.152,Metal Furring
w-514,,0,lv-5,-0.152,Metal Furring
w-515,,0,lv-5,-0.152,Metal Furring
w-516,,0,lv-5,-0.152,Metal Furring
w-517,,0,lv-5,-0.152,Metal Furring
w-518,,0,lv-5,-0.152,Metal Furring
w-519,,0,lv-5,-0.152,Metal Stud Layer
w-527,,0,lv-5,-0.152,Metal Furring
w-541,,0,lv-6,0,Metal Stud Layer
w-542,,0,lv-5,-0.152,Metal Furring
w-543,,0,lv-5,-0.152,Metal Furring
w-544,,0,lv-5,-0.152,Metal Furring
w-545,,0,lv-5,-0.152,Metal Furring
w-553,,-1.524,lv-5,0,Metal Stud Layer
w-554,,0,lv-5,0,Metal Stud Layer
w-557,,0,lv-5,0,Metal Stud Layer
w-561,,-1.219,lv-11,0,Living Wall
w-562,,-1.219,lv-11,0,Living Wall
w-567,,0,lv-5,0,Metal Furring
w-569,,0,lv-5,-0.152,Metal Stud Layer
w-585,,0,,0,Metal Stud Layer
w-587,,0,,0,Metal Stud Layer
w-590,,0,,0,Metal Stud Layer
w-592,,0,,0,Metal Stud Layer
w-600,,0,lv-5,0,Metal Furring
w-601,,0,lv-5,0,Metal Furring
w-602,,0,lv-5,0,Metal Furring
w-607,,-0.698,lv-2,-0.152,Metal Stud Layer
w-618,,-0.698,lv-2,-0.152,Metal Stud Layer
w-659,,0,lv-5,0,Metal Furring
w-661,,0,lv-5,-0.152,Metal Furring
w-662,,0,lv-5,0,Metal Furring
w-668,,0,lv-5,-0.152,Metal Furring
w-669,,0,lv-5,-0.152,Metal Furring
w-677,,-0.737,lv-2,-0.152,Metal Stud Layer
w-678,,-0.737,lv-2,-0.152,Metal Stud Layer
w-681,,-0.737,lv-2,-0.152,Metal Stud Layer
w-688,,2.438,lv-2,3.099,Metal Furring
w-689,,2.438,lv-2,3.099,Metal Furring
w-690,,2.438,lv-2,3.099,Metal Furring
w-691,,2.438,lv-2,3.099,Metal Furring
w-693,,2.438,lv-2,3.099,Metal Stud Layer
w-694,,2.438,lv-2,3.099,Metal Stud Layer
w-704,,-1.626,lv-2,-0.152,Metal Stud Layer
w-705,,-1.626,lv-2,-0.152,Metal Stud Layer
w-718,,-0.025,lv-12,0,Metal Stud Layer
w-719,,-1.524,lv-2,-0.152,Metal Stud Layer
w-720,,-1.524,lv-2,-0.152,Metal Stud Layer
w-721,,-1.524,lv-2,-0.152,Metal Stud Layer
w-723,,-0.698,lv-2,-0.152,Metal Stud Layer
w-726,,-0.698,lv-2,-0.152,Metal Stud Layer
w-730,,0,lv-15,0,"Concrete, Cast-in-Place gray"
w-735,,-0.737,lv-2,-0.152,Metal Stud Layer
w-832,,0,,0,Metal Stud Layer
w-836,,0,,0,Metal Stud Layer
w-838,,0,,0,Metal Stud Layer
w-841,,2.438,,0,Metal Furring
w-842,,2.438,,0,Metal Furring
w-847,,2.438,,0,Metal Furring
w-848,,2.438,,0,Metal Furring
w-878,,0,lv-5,0,Metal Furring
w-879,,0,lv-5,0,Metal Furring
w-883,,-0.698,lv-2,-0.152,Metal Stud Layer
w-884,,-0.698,lv-2,-0.152,Metal Stud Layer
w-887,,-0.737,lv-2,-0.152,Metal Stud Layer
w-889,,-0.737,lv-2,-0.152,Metal Stud Layer
w-890,,-0.737,lv-2,-0.152,Metal Stud Layer
w-891,,-0.737,lv-2,-0.152,Metal Stud Layer
w-901,,-0.737,lv-2,-0.152,Metal Stud Layer
w-902,,-0.737,lv-2,-0.152,Metal Stud Layer
w-903,,-0.698,lv-2,-0.152,Metal Stud Layer
w-916,,-0.737,lv-2,-0.152,Metal Stud Layer
w-917,,-0.737,lv-2,-0.152,Metal Stud Layer
w-918,,-0.737,lv-2,-0.152,Metal Stud Layer
w-919,,-0.737,lv-2,-0.152,Metal Stud Layer
w-920,,-0.698,lv-2,-0.152,Metal Stud Layer
w-921,,-0.698,lv-2,-0.152,Metal Stud Layer
w-943,,2.438,,0,Metal Furring
w-944,,2.438,,0,Metal Furring
w-945,,2.438,,0,Metal Furring
w-946,,2.438,,0,Metal Furring
w-951,,2.438,,0,Metal Furring
w-952,,2.438,,0,Metal Furring
w-953,,2.438,,0,Metal Furring
w-954,,2.438,,0,Metal Furring
w-963,,2.438,,0,Metal Furring
w-964,,2.438,,0,Metal Furring
w-965,,2.438,,0,Metal Furring
w-966,,2.438,,0,Metal Furring
w-971,,2.438,,0,Metal Furring
w-972,,2.438,,0,Metal Furring
w-979,,-0.698,lv-2,-0.076,Metal Stud Layer
w-1010,,-0.698,lv-2,-0.152,Metal Stud Layer
w-1011,,-0.737,lv-2,-0.152,Metal Stud Layer
w-1012,,-0.737,lv-2,-0.152,Metal Stud Layer
w-1013,,-0.737,lv-2,-0.152,Metal Stud Layer
w-1014,,-0.698,lv-2,-0.152,Metal Stud Layer
w-1015,,-0.698,lv-2,-0.152,Metal Stud Layer
w-1025,,-0.737,lv-2,-0.152,Metal Stud Layer
w-1029,,0,,0,Metal Stud Layer
w-1033,,0,,0,Metal Stud Layer
w-1036,,0,,0,Metal Stud Layer
w-1040,,0,,0,Metal Stud Layer
w-1066,,0,,0,Metal Stud Layer
w-1068,,0,,0,Metal Stud Layer
