id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-1,,,13.106,13.106,round,0.102,0.102,hvac,,
du-2,,,13.106,13.106,round,0.102,0.102,hvac,,
du-3,,,11.786,12.954,round,0.102,0.102,hvac,,
du-4,,,13.106,13.106,round,0.102,0.102,hvac,,
du-5,,,11.786,12.954,round,0.102,0.102,hvac,,
du-6,,,13.106,13.106,round,0.102,0.102,hvac,,
du-7,,,13.106,13.106,round,0.102,0.102,hvac,,
du-8,,,13.106,13.106,round,0.102,0.102,hvac,,
du-9,,,13.106,13.106,round,0.102,0.102,hvac,,
du-10,,,13.106,13.106,round,0.102,0.102,hvac,,
du-11,,,13.106,13.106,round,0.102,0.102,hvac,,
du-32,,,12.852,12.852,round,0.102,0.102,hvac,,
du-33,,,12.7,11.786,round,0.102,0.102,hvac,,
du-34,,,12.852,12.852,round,0.102,0.102,hvac,,
du-35,,,12.852,12.852,round,0.102,0.102,hvac,,
du-96,,,12.954,11.786,round,0.102,0.102,hvac,,
du-97,,,13.58,13.151,round,0.102,0.102,hvac,,
du-98,,,13.106,13.106,round,0.102,0.102,hvac,,
du-99,,,13.106,13.106,round,0.102,0.102,hvac,,
du-100,,,13.106,13.106,round,0.102,0.102,hvac,,
du-102,,,13.475,11.786,round,0.102,0.102,hvac,,
du-103,,,13.627,13.627,round,0.102,0.102,hvac,,
du-104,,,13.119,13.119,round,0.102,0.102,hvac,,
du-113,,,13.627,13.627,round,0.102,0.102,hvac,,
du-114,,,13.551,13.141,round,0.102,0.102,hvac,,
du-115,,,13.064,13.064,round,0.102,0.102,hvac,,
du-116,,,13.627,13.627,round,0.102,0.102,hvac,,
du-117,,,13.141,13.551,round,0.102,0.102,hvac,,
du-118,,,13.551,13.195,round,0.102,0.102,hvac,,
du-125,,,13.627,13.627,round,0.102,0.102,hvac,,
du-126,,,13.551,13.183,round,0.102,0.102,hvac,,
du-127,,,13.106,13.106,round,0.102,0.102,hvac,,
du-128,,,13.183,13.551,round,0.102,0.102,hvac,,
du-133,,,13.475,13.195,round,0.102,0.102,hvac,,
du-134,,,13.043,13.043,round,0.102,0.102,hvac,,
du-135,,,13.043,13.043,round,0.102,0.102,hvac,,
du-138,,,13.164,13.472,round,0.102,0.102,hvac,,
du-139,,,13.624,13.624,round,0.102,0.102,hvac,,
du-157,,,13.011,13.011,round,0.102,0.102,hvac,,
du-160,,,13.043,13.043,round,0.102,0.102,hvac,,
du-161,,,13.627,13.627,round,0.102,0.102,hvac,,
du-162,,,13.627,13.627,round,0.102,0.102,hvac,,
du-163,,,13.475,11.786,round,0.102,0.102,hvac,,
du-164,,,11.786,12.954,round,0.102,0.102,hvac,,
du-165,,,13.106,13.106,round,0.102,0.102,hvac,,
du-166,,,13.106,13.106,round,0.102,0.102,hvac,,
du-167,,,11.786,12.954,round,0.102,0.102,hvac,,
du-168,,,13.106,13.106,round,0.102,0.102,hvac,,
du-170,,,12.852,12.852,round,0.102,0.102,hvac,,
du-173,,,11.786,12.389,round,0.102,0.102,hvac,,
du-174,,,12.541,12.541,round,0.102,0.102,hvac,,
du-175,,,12.541,12.541,round,0.102,0.102,hvac,,
du-176,,,12.694,15.564,round,0.102,0.102,hvac,,
du-177,,,15.716,15.716,round,0.102,0.102,hvac,,
