id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-2074,,,10.312,10.312,round,0.025,0.025,plumbing,,
pi-2075,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2076,,,10.225,10.857,round,0.013,0.013,plumbing,,
pi-2077,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-2078,,,10.85,10.339,round,0.025,0.025,plumbing,,
pi-2079,,,10.477,10.333,round,0.025,0.025,plumbing,,
pi-2080,,,10.655,10.685,round,0.025,0.025,plumbing,,
pi-2081,,,10.312,10.312,round,0.025,0.025,plumbing,,
pi-2082,,,10.706,10.706,round,0.025,0.025,plumbing,,
pi-2083,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-2084,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-2085,,,13.264,10.727,round,0.025,0.025,plumbing,,
pi-2086,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2087,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2088,,,10.231,10.247,round,0.013,0.013,plumbing,,
pi-2089,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2090,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2091,,,10.231,10.247,round,0.013,0.013,plumbing,,
pi-2092,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2093,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2094,,,10.292,10.276,round,0.013,0.013,plumbing,,
pi-2095,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2096,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2097,,,10.292,10.276,round,0.013,0.013,plumbing,,
pi-2098,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2099,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2101,,,10.4,10.073,round,0.013,0.013,plumbing,,
pi-2102,,,10.349,9.971,round,0.013,0.013,plumbing,,
pi-2103,,,10.63,10.428,round,0.013,0.013,plumbing,,
pi-2104,,,10.414,10.414,round,0.013,0.013,plumbing,,
pi-2105,,,10.414,10.414,round,0.013,0.013,plumbing,,
pi-2106,,,10.63,10.377,round,0.013,0.013,plumbing,,
pi-2107,,,10.363,10.363,round,0.013,0.013,plumbing,,
pi-2108,,,10.363,10.363,round,0.013,0.013,plumbing,,
pi-2109,,,9.957,9.957,round,0.013,0.013,plumbing,,
pi-2110,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-2111,,,9.977,9.993,round,0.013,0.013,plumbing,,
pi-2112,,,9.957,9.957,round,0.013,0.013,plumbing,,
pi-2113,,,10.058,10.058,round,0.013,0.013,plumbing,,
pi-2114,,,9.615,10.044,round,0.013,0.013,plumbing,,
pi-2115,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2116,,,9.615,9.943,round,0.013,0.013,plumbing,,
pi-2117,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2118,,,9.615,10.095,round,0.013,0.013,plumbing,,
pi-2119,,,10.109,10.109,round,0.013,0.013,plumbing,,
pi-2120,,,10.298,10.123,round,0.013,0.013,plumbing,,
pi-2121,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2122,,,10.197,9.615,round,0.013,0.013,plumbing,,
pi-2123,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2254,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2255,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2256,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2257,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2258,,,10.998,10.899,round,0.013,0.013,plumbing,,
pi-2259,,,10.998,10.885,round,0.013,0.013,plumbing,,
pi-2260,,,10.414,10.414,round,0.025,0.025,plumbing,,
pi-2261,,,10.67,10.851,round,0.025,0.025,plumbing,,
pi-2262,,,10.871,10.871,round,0.025,0.025,plumbing,,
pi-2263,,,10.477,10.435,round,0.025,0.025,plumbing,,
pi-2264,,,10.655,10.673,round,0.025,0.025,plumbing,,
pi-2265,,,10.693,10.693,round,0.025,0.025,plumbing,,
pi-2266,,,10.414,10.414,round,0.025,0.025,plumbing,,
pi-2267,,,10.643,10.643,round,0.013,0.013,plumbing,,
pi-2268,,,10.435,10.616,round,0.025,0.025,plumbing,,
pi-2269,,,10.628,10.282,round,0.013,0.013,plumbing,,
pi-2270,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2271,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2272,,,10.247,10.231,round,0.013,0.013,plumbing,,
pi-2273,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-2274,,,10.857,10.225,round,0.013,0.013,plumbing,,
pi-2275,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2276,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2277,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2278,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2279,,,10.63,10.327,round,0.013,0.013,plumbing,,
pi-2280,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2281,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2282,,,10.225,10.298,round,0.013,0.013,plumbing,,
pi-2283,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2284,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-2285,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2286,,,10.705,9.615,round,0.013,0.013,plumbing,,
pi-2287,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-2288,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2289,,,10.705,9.615,round,0.013,0.013,plumbing,,
pi-2290,,,9.615,10.247,round,0.013,0.013,plumbing,,
pi-2291,,,9.615,10.197,round,0.013,0.013,plumbing,,
pi-2292,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2293,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2294,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2295,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2296,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2297,,,10.292,10.276,round,0.013,0.013,plumbing,,
pi-2298,,,10.63,10.333,round,0.013,0.013,plumbing,,
pi-2299,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2300,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-2301,,,10.298,10.022,round,0.013,0.013,plumbing,,
pi-2302,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2303,,,10.247,9.615,round,0.013,0.013,plumbing,,
pi-2304,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2305,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2306,,,10.247,9.615,round,0.013,0.013,plumbing,,
pi-2307,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2308,,,9.615,10.197,round,0.013,0.013,plumbing,,
pi-2309,,,9.615,10.197,round,0.013,0.013,plumbing,,
pi-2310,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2311,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2312,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2313,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2314,,,10.247,10.225,round,0.013,0.013,plumbing,,
pi-2315,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2316,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2317,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2318,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2319,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2440,,,13.564,13.564,round,0.051,0.051,plumbing,,
pi-2442,,,12.497,12.497,round,0.013,0.013,plumbing,,
pi-2443,,,12.497,12.497,round,0.013,0.013,plumbing,,
pi-2444,,,12.497,12.497,round,0.013,0.013,plumbing,,
pi-2445,,,12.548,12.548,round,0.013,0.013,plumbing,,
pi-2454,,,8.765,8.322,round,0.102,0.102,plumbing,,
pi-2455,,,8.176,8.14,round,0.102,0.102,plumbing,,
pi-2456,,,8.774,8.247,round,0.102,0.102,plumbing,,
pi-2457,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-2531,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2532,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2533,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2534,,,10.231,10.247,round,0.013,0.013,plumbing,,
pi-2535,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2536,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2537,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2538,,,10.231,10.247,round,0.013,0.013,plumbing,,
pi-2539,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2540,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2541,,,10.231,10.247,round,0.013,0.013,plumbing,,
pi-2542,,,10.63,10.225,round,0.013,0.013,plumbing,,
pi-2543,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2544,,,10.197,9.615,round,0.013,0.013,plumbing,,
pi-2545,,,9.615,10.197,round,0.013,0.013,plumbing,,
pi-2546,,,10.63,10.187,round,0.013,0.013,plumbing,,
pi-2547,,,10.173,10.173,round,0.013,0.013,plumbing,,
pi-2548,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2549,,,10.146,9.615,round,0.013,0.013,plumbing,,
pi-2550,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2551,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2552,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2553,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2554,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2555,,,10.247,10.174,round,0.013,0.013,plumbing,,
pi-2556,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2557,,,10.247,10.174,round,0.013,0.013,plumbing,,
pi-2558,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2559,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2560,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2561,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2562,,,10.158,9.615,round,0.013,0.013,plumbing,,
pi-2563,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2564,,,10.181,10.247,round,0.013,0.013,plumbing,,
pi-2565,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-2566,,,10.152,10.022,round,0.013,0.013,plumbing,,
pi-2567,,,10.173,10.173,round,0.013,0.013,plumbing,,
pi-2568,,,10.998,10.885,round,0.013,0.013,plumbing,,
pi-2569,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2570,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2571,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2572,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2573,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2574,,,10.727,13.086,round,0.025,0.025,plumbing,,
pi-2575,,,10.356,10.406,round,0.025,0.025,plumbing,,
pi-2576,,,10.998,10.885,round,0.013,0.013,plumbing,,
pi-2577,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-2578,,,10.857,10.225,round,0.013,0.013,plumbing,,
pi-2579,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2580,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-2581,,,10.329,10.329,round,0.013,0.013,plumbing,,
pi-2582,,,10.181,10.302,round,0.025,0.025,plumbing,,
pi-2583,,,10.344,10.857,round,0.013,0.013,plumbing,,
pi-2584,,,13.106,13.106,round,0.025,0.025,plumbing,,
pi-2585,,,10.225,10.705,round,0.013,0.013,plumbing,,
pi-2586,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2587,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-2588,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2589,,,10.705,10.174,round,0.013,0.013,plumbing,,
pi-2590,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2591,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2592,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-2593,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2594,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-2608,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2609,,,10.998,10.885,round,0.013,0.013,plumbing,,
pi-2610,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-2611,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-2612,,,10.241,10.022,round,0.013,0.013,plumbing,,
pi-2613,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2614,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2615,,,10.668,10.668,round,0.013,0.013,plumbing,,
pi-2616,,,10.654,10.327,round,0.013,0.013,plumbing,,
pi-2617,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2618,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2645,,,10.998,10.885,round,0.013,0.013,plumbing,,
pi-2646,,,10.406,10.155,round,0.025,0.025,plumbing,,
pi-2647,,,10.135,10.135,round,0.025,0.025,plumbing,,
pi-2648,,,10.998,10.885,round,0.013,0.013,plumbing,,
pi-2649,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-2650,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-2651,,,10.477,10.447,round,0.025,0.025,plumbing,,
pi-2652,,,10.655,10.685,round,0.025,0.025,plumbing,,
pi-2653,,,10.706,10.706,round,0.025,0.025,plumbing,,
pi-2654,,,13.264,10.727,round,0.025,0.025,plumbing,,
pi-2655,,,10.427,10.427,round,0.025,0.025,plumbing,,
pi-2656,,,10.184,10.155,round,0.025,0.025,plumbing,,
pi-2657,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2658,,,10.85,10.238,round,0.025,0.025,plumbing,,
pi-2659,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2660,,,10.857,10.276,round,0.013,0.013,plumbing,,
pi-2661,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2662,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2663,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2664,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2665,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2666,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2667,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2668,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2669,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2670,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2671,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2672,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-2673,,,10.282,10.705,round,0.013,0.013,plumbing,,
pi-2674,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2675,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2676,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2677,,,10.247,10.231,round,0.013,0.013,plumbing,,
pi-2678,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2679,,,10.247,9.615,round,0.013,0.013,plumbing,,
pi-2680,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2681,,,9.615,10.247,round,0.013,0.013,plumbing,,
pi-2683,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-2684,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-2685,,,10.63,10.276,round,0.013,0.013,plumbing,,
pi-2686,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2687,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2688,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2689,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2690,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2691,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2692,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2693,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2694,,,10.225,10.247,round,0.013,0.013,plumbing,,
pi-2695,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2696,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2697,,,10.225,10.247,round,0.013,0.013,plumbing,,
pi-2698,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2699,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2700,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2701,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-2702,,,10.225,10.705,round,0.013,0.013,plumbing,,
pi-2703,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2704,,,9.601,9.601,round,0.013,0.013,plumbing,,
pi-2705,,,9.615,10.197,round,0.013,0.013,plumbing,,
pi-2706,,,9.615,9.993,round,0.013,0.013,plumbing,,
pi-2707,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-2708,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-2709,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-2710,,,10.022,10.247,round,0.013,0.013,plumbing,,
pi-2711,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2712,,,10.63,10.276,round,0.013,0.013,plumbing,,
pi-2746,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-2747,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-2748,,,13.264,10.714,round,0.025,0.025,plumbing,,
pi-2786,,,13.156,10.682,round,0.013,0.013,plumbing,,
pi-2787,,,10.668,10.668,round,0.013,0.013,plumbing,,
pi-2788,,,10.782,10.695,round,0.025,0.025,plumbing,,
pi-2789,,,13.149,10.96,round,0.025,0.025,plumbing,,
pi-2810,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-2811,,,10.384,10.857,round,0.013,0.013,plumbing,,
pi-2812,,,10.363,10.363,round,0.013,0.013,plumbing,,
pi-2813,,,10.655,10.685,round,0.025,0.025,plumbing,,
pi-2814,,,13.264,10.727,round,0.025,0.025,plumbing,,
pi-2815,,,10.706,10.706,round,0.025,0.025,plumbing,,
pi-2816,,,10.427,10.427,round,0.025,0.025,plumbing,,
pi-2817,,,10.427,10.427,round,0.025,0.025,plumbing,,
pi-2818,,,10.393,10.225,round,0.013,0.013,plumbing,,
pi-2819,,,10.427,10.427,round,0.025,0.025,plumbing,,
pi-2820,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2821,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2822,,,10.447,10.715,round,0.025,0.025,plumbing,,
pi-2823,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2824,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2825,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-2826,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-2827,,,9.974,9.882,round,0.051,0.051,plumbing,,
pi-2828,,,9.849,9.849,round,0.051,0.051,plumbing,,
pi-2829,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2830,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2831,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2832,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2833,,,10.215,10.257,round,0.013,0.013,plumbing,,
pi-2834,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2863,,,10.461,10.672,round,0.025,0.025,plumbing,,
pi-2864,,,10.693,10.693,round,0.025,0.025,plumbing,,
pi-2865,,,10.44,10.44,round,0.025,0.025,plumbing,,
pi-2866,,,10.42,10.39,round,0.025,0.025,plumbing,,
pi-2867,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-2868,,,10.766,10.85,round,0.025,0.025,plumbing,,
pi-2869,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2870,,,10.329,10.276,round,0.013,0.013,plumbing,,
pi-2871,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-2872,,,10.363,10.363,round,0.013,0.013,plumbing,,
pi-2874,,,10.384,10.712,round,0.025,0.025,plumbing,,
pi-2875,,,10.477,10.447,round,0.025,0.025,plumbing,,
pi-2876,,,10.655,10.685,round,0.025,0.025,plumbing,,
pi-2877,,,10.427,10.427,round,0.025,0.025,plumbing,,
pi-2878,,,10.706,10.706,round,0.025,0.025,plumbing,,
pi-2879,,,-3.645,-3.707,round,0.203,0.203,plumbing,,
pi-2984,,,13.157,13.157,round,0.025,0.025,plumbing,,
pi-2985,,,13.278,13.163,round,0.025,0.025,plumbing,,
pi-2986,,,13.278,13.163,round,0.025,0.025,plumbing,,
pi-2987,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-2988,,,13.106,13.106,round,0.025,0.025,plumbing,,
pi-2989,,,13.112,13.278,round,0.025,0.025,plumbing,,
pi-2990,,,13.17,13.17,round,0.025,0.025,plumbing,,
pi-2991,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-2992,,,13.278,13.176,round,0.025,0.025,plumbing,,
pi-2993,,,13.176,13.278,round,0.025,0.025,plumbing,,
pi-2997,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-2998,,,13.233,13.233,round,0.025,0.025,plumbing,,
pi-2999,,,13.278,13.239,round,0.025,0.025,plumbing,,
pi-3000,,,13.278,13.239,round,0.025,0.025,plumbing,,
pi-3001,,,13.233,13.233,round,0.025,0.025,plumbing,,
pi-3002,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-3003,,,13.278,13.239,round,0.025,0.025,plumbing,,
pi-3004,,,13.278,13.239,round,0.025,0.025,plumbing,,
pi-3005,,,9.752,9.813,round,0.051,0.051,plumbing,,
pi-3044,,,15,14.238,round,0.102,0.102,plumbing,,
pi-3045,,,9.5,9.5,round,0.051,0.051,plumbing,,
pi-3046,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-3047,,,9.577,9.93,round,0.051,0.051,plumbing,,
pi-3049,,,9.93,9.916,round,0.051,0.051,plumbing,,
