id,number,base_offset,system_type,equipment_type
eq-4,10,0,,
eq-11,17,0,,
eq-12,18,0,,
eq-13,19,-0,,
eq-14,20,0,,
eq-19,26,0,,
eq-20,27,0,,
eq-21,28,0,,
eq-22,29,0,,
eq-23,30,0,,
eq-24,31,0,,
eq-25,32,0,,
