id,number,base_offset,system_type,terminal_type
tm-1,26,-0,,
tm-6,31,-0,,
tm-7,32,0.305,,
tm-16,51,0,,
tm-17,52,0,,
tm-18,53,0,,
tm-19,54,0,,
tm-20,55,0,,
tm-21,56,0,,
tm-22,57,0,,
tm-23,58,0,,
tm-40,75,0,,
tm-41,76,0,,
tm-42,77,0,,
tm-43,78,0,,
tm-51,86,0,,
tm-55,90,0,,
tm-56,91,0,,
tm-57,92,0,,
tm-58,93,0,,
tm-59,94,0,,
tm-60,95,0,,
tm-61,96,0,,
tm-62,97,0,,
tm-63,98,0,,
tm-64,99,0,,
tm-65,100,0,,
tm-66,101,0,,
tm-67,102,0,,
tm-68,103,0,,
tm-69,104,0,,
tm-70,105,0,,
tm-71,106,0,,
tm-72,107,0,,
tm-73,108,0,,
tm-74,109,0,,
tm-75,110,0,,
tm-76,111,0,,
tm-77,112,0,,
tm-86,141,-0,,
tm-87,142,-0,,
tm-88,143,0.305,,
tm-98,163,-0,,
tm-99,164,-0,,
tm-100,165,0.305,,
tm-119,218,-0,,
tm-120,219,-0,,
tm-121,220,0.305,,
tm-125,224,0,,
tm-126,225,0,,
tm-127,226,0,,
tm-128,227,0,,
tm-129,228,0,,
tm-130,229,0,,
tm-131,230,0,,
tm-132,231,0,,
tm-133,232,0,,
tm-134,233,0,,
tm-135,234,0,,
tm-136,235,0,,
tm-137,236,0,,
tm-138,237,0,,
tm-139,238,0,,
tm-140,239,0,,
tm-141,240,0,,
tm-142,241,0,,
tm-143,242,0,,
tm-144,243,0,,
tm-145,244,0,,
tm-146,245,0,,
tm-147,246,0,,
tm-148,247,0,,
tm-149,248,0,,
tm-150,249,0,,
tm-151,250,0,,
tm-152,251,0,,
tm-153,252,0,,
tm-154,253,0,,
tm-155,254,0,,
tm-156,255,0,,
tm-157,256,0,,
tm-158,257,0,,
tm-159,258,0,,
tm-160,259,0,,
tm-161,260,0,,
tm-162,261,0,,
tm-163,262,0,,
tm-179,281,0,,
tm-182,286,-0,,
tm-183,287,0,,
tm-184,288,-0,,
tm-185,289,0,,
tm-221,325,0,,
tm-222,326,0,,
tm-224,330,0,,
tm-225,331,0,,
tm-240,346,0,,
tm-241,347,0,,
tm-252,358,0,,
tm-253,359,0,,
tm-264,370,0,,
tm-265,371,0,,
tm-276,382,0,,
tm-277,383,0,,
tm-472,584,0,,
tm-476,588,0,,
tm-495,607,0,,
tm-496,608,0,,
tm-499,611,0,,
tm-500,612,0,,
tm-663,82,-0,,
tm-664,83,-0,,
tm-665,84,0,,
tm-666,85,0,,
tm-667,86,-0,,
tm-668,87,0,,
tm-669,88,0,,
tm-670,89,0,,
tm-671,90,-0,,
tm-672,91,-0,,
tm-673,92,0,,
tm-674,93,0,,
tm-675,94,0,,
tm-676,95,0,,
tm-677,96,-0,,
tm-678,97,-0,,
tm-679,98,0,,
tm-680,99,0,,
tm-681,100,0,,
tm-682,101,-0,,
tm-683,102,0,,
tm-684,103,0,,
tm-685,104,0,,
tm-686,105,0,,
tm-687,106,0,,
tm-688,107,-0,,
tm-689,108,0,,
tm-690,109,0,,
tm-691,110,0,,
tm-692,111,-0,,
tm-693,112,0,,
tm-694,113,0,,
tm-695,114,0,,
tm-696,115,0,,
tm-697,116,-0,,
tm-698,118,-0,,
tm-699,119,-0,,
tm-700,120,0,,
tm-701,121,0,,
tm-702,122,-0,,
tm-703,123,-0,,
tm-704,124,-0,,
tm-705,125,-0,,
tm-706,126,-0,,
tm-707,127,-0,,
tm-708,128,-0,,
tm-709,129,0,,
tm-710,130,-0,,
tm-711,131,-0,,
tm-712,132,-0,,
tm-713,133,-0,,
tm-714,134,-0,,
tm-715,135,0,,
tm-716,136,0,,
tm-717,137,0,,
tm-718,138,0,,
tm-719,139,0,,
tm-720,140,0,,
tm-721,141,0,,
tm-722,142,0,,
tm-723,143,0,,
tm-724,144,0,,
tm-725,145,0,,
tm-726,146,0,,
tm-727,147,0,,
tm-882,306,0,,
tm-883,307,0,,
tm-938,365,0,,
tm-939,366,0,,
tm-1052,479,-0,,
tm-1053,480,0,,
tm-1054,481,-0,,
tm-1055,482,-0,,
