id,number,base_offset,top_level_id,top_offset,material,thickness
sw-1,,0,lv-7,0,concrete,0.305
sw-2,,0,lv-7,0,concrete,0.305
sw-3,,0,lv-7,0,concrete,0.305
sw-4,,0,lv-7,0,concrete,0.305
