id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-61,,,26.213,26.213,rect,0.305,0.305,hvac,,
du-62,,,25.705,25.959,rect,0.305,0.305,hvac,,
du-63,,,26.213,26.213,rect,0.305,0.305,hvac,,
du-64,,,25.644,25.959,rect,0.254,0.102,hvac,,
du-65,,,25.644,26.06,rect,0.254,0.102,hvac,,
du-66,,,26.213,26.213,rect,0.254,0.102,hvac,,
du-67,,,26.213,26.213,rect,0.305,0.305,hvac,,
du-68,,,25.705,25.756,rect,0.305,0.305,hvac,,
du-69,,,26.213,26.213,rect,0.305,0.305,hvac,,
du-70,,,25.705,25.756,rect,0.305,0.305,hvac,,
du-71,,,26.213,26.213,rect,0.305,0.305,hvac,,
du-72,,,25.705,25.756,rect,0.305,0.305,hvac,,
du-73,,,26.213,26.213,rect,0.305,0.305,hvac,,
du-74,,,25.705,25.756,rect,0.305,0.305,hvac,,
du-75,,,26.213,26.213,rect,0.305,0.305,hvac,,
du-76,,,25.705,25.756,rect,0.305,0.305,hvac,,
du-77,,,26.213,26.213,rect,0.305,0.305,hvac,,
du-78,,,25.705,25.756,rect,0.305,0.305,hvac,,
du-79,,,26.213,26.213,rect,0.305,0.305,hvac,,
du-80,,,25.705,25.756,rect,0.305,0.305,hvac,,
du-81,,,26.213,26.213,rect,0.305,0.305,hvac,,
