id,number,base_offset,top_level_id,top_offset,material
w-1,,0,lv-3,0,Metal Stud Layer
w-2,,0,lv-3,0,Metal Stud Layer
w-3,,0,lv-3,0,Metal Stud Layer
w-4,,0,lv-3,0,Metal Stud Layer
w-23,,0,lv-3,0,"Softwood, Lumber"
w-24,,0,lv-3,0,"Softwood, Lumber"
w-40,,0,lv-3,0,"Softwood, Lumber"
w-41,,0,lv-3,0,"Softwood, Lumber"
w-42,,0,lv-3,0,"Softwood, Lumber"
w-43,,0,lv-3,0,"Softwood, Lumber"
w-44,,0,lv-3,0,"Softwood, Lumber"
w-45,,0,lv-3,0,"Softwood, Lumber"
w-46,,0,lv-3,0,"Softwood, Lumber"
w-47,,0,lv-3,0,"Softwood, Lumber"
w-48,,0,lv-3,0,"Softwood, Lumber"
w-76,,0,lv-3,0,"Softwood, Lumber"
w-90,,0,lv-3,0,"Softwood, Lumber"
