id,number,base_offset,host_id,material,width,height
wn-58,245,0.305,w-23,Glass,5.588,3.81
wn-59,246,2.438,w-4,Glass,4.572,1.27
wn-60,247,2.438,w-4,Glass,4.572,1.27
wn-61,248,2.438,w-4,Glass,4.572,1.27
wn-62,249,2.438,w-4,Glass,4.572,1.27
