id,number,base_offset,x,y,name
sp-17,301,,-24.164,5.582,Office Unit 301
sp-18,302,,-1.713,1.761,Corridor 302
sp-19,303,,-10.537,-5.85,Live/Work Unit 303
sp-20,304,,-10.522,10.393,Studio Unit 304
sp-21,306,,6.468,-6.07,Live/Work Unit 306
sp-22,307,,6.488,10.393,Live/Work Unit 307
sp-23,308,,18.271,-4.166,Live/Work Unit 308
sp-24,309,,16.353,10.393,Live/Work Unit 309
