id,number,base_offset,start_z,end_z,top_level_id,top_offset,width,step_count
st-3,,0,,,lv-4,0,0.279,25
st-17,,0,,,lv-16,0,0.279,20
st-26,,0,,,lv-1,0,0.305,12
