id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,x,y,rotation,system_type,equipment_type
eq-145,12 V,155,lv-7,,,0,1.608719887E-06,19.85212741,-3.673455035,14.71844225,19.87836624,-3.656063556,14.7440077,19.86459854,-3.666181929,114.5503156,,
eq-146,12 V,156,lv-7,,,0,1.608719887E-06,19.97647976,-3.352061034,16.66950311,20.00271859,-3.334669555,16.69506856,19.98895088,-3.344787928,114.5503156,,
eq-147,12 V,157,lv-7,,,0,1.608719887E-06,19.06760026,-2.940676376,16.65511363,19.09383909,-2.923284897,16.68067908,19.08007139,-2.93340327,114.5503156,,
eq-148,12 V,158,lv-7,,,0,1.608719887E-06,18.18705877,-2.545113543,16.62571527,18.2132976,-2.527722064,16.65128072,18.1995299,-2.537840437,114.5503156,,
eq-149,12 V,159,lv-7,,,0,1.608719887E-06,18.02032326,-2.841492692,14.70407561,18.04656209,-2.824101213,14.72964106,18.03279439,-2.834219586,114.5503156,,
eq-150,P403,161,lv-4,,,0,0.03674799102,-11.79195,-0.720725,10.6934,-11.41095,-0.574675,11.3538,-11.60145,-0.720725,90,,
eq-151,P405,162,lv-4,,,0,0.03674799102,-3.5306,-0.720725,10.6934,-3.1496,-0.574675,11.3538,-3.3401,-0.720725,90,,
eq-152,P407,163,lv-4,,,0,0.03674799102,4.48945,-0.720725,10.6934,4.87045,-0.574675,11.3538,4.67995,-0.720725,90,,
eq-153,P409,164,lv-4,,,2.707167823E-16,0.03674799102,16.9799,-0.8636,10.6934,17.3609,-0.71755,11.3538,17.1704,-0.8636,90,,
eq-154,P401,165,lv-4,,,0,0.08291854384,-15.243175,4.8387,10.4648,-15.097125,5.3467,11.5824,-15.243175,5.0927,240,,
eq-155,P109,166,lv-1,,,6.497202776E-15,0.08291854384,18.0594,10.880725,0.6604,18.5674,11.026775,1.778,18.3134,10.880725,90,,
eq-156,P108,167,lv-1,,,0,0.08291854384,5.494513931,12.709525,-0.3937,6.002513931,12.855575,0.7239,5.748513931,12.709525,90,,
eq-157,T1,168,lv-1,,,0,7.503964347,14.14712485,21.0185,-1.133199482E-14,16.58552485,22.3901,2.3876,15.36632485,21.0185,180,,
eq-158,208V - Fusible 60A,ELD2,lv-8,,,4.331468517E-15,0.008814848314,0.07994325314,8.5217,-4.307879688,0.3733330969,8.645624219,-3.937,0.277438175,8.5217,180,,
eq-159,P106/7,174,lv-9,,,-3.846139012E-16,0.08291854384,-5.768975,8.496918378,-0.4064,-5.622925,9.004918378,0.7112,-5.768975,8.750918378,120,,
eq-160,EL1,175,lv-9,,,-9.222417421E-16,0.08291854384,-5.768975,7.580375946,-0.4064,-5.622925,8.088375946,0.7112,-5.768975,7.834375946,120,,
eq-161,P105,176,lv-9,,,0,0.08291854384,-8.8646,10.7584875,-0.4064,-8.3566,10.9045375,0.7112,-8.6106,10.9045375,90,,
eq-162,P102,177,lv-10,,,-1.700659228E-15,0.1055326922,-27.46375,8.7503,-1.2954,-27.3177,9.2583,0.127,-27.46375,9.0043,120,,
eq-163,P306,178,lv-3,,,0,0.03674799102,4.41325,-0.720725,6.6294,4.79425,-0.574675,7.2898,4.60375,-0.720725,90,,
eq-164,P308,179,lv-3,,,0,0.03674799102,17.0240129,-0.8636,6.6294,17.4050129,-0.71755,7.2898,17.2145129,-0.8636,90,,
eq-165,P303,180,lv-3,,,0,0.03674799102,-11.62704721,-0.720725,6.6294,-11.24604721,-0.574675,7.2898,-11.43654721,-0.720725,90,,
eq-166,P301,181,lv-3,,,0,0.04098814383,-15.243175,4.9022,6.5913,-15.097125,5.2832,7.3279,-15.243175,5.0927,240,,
eq-167,P406,182,lv-4,,,8.976902291E-17,0.04098814383,-4.714875,6.0198,10.6553,-4.568825,6.4008,11.3919,-4.714875,6.2103,240,,
eq-168,P300,183,lv-3,,,-7.099294873E-16,0.04098814383,-13.9652375,4.9022,6.5913,-13.8191875,5.2832,7.3279,-13.8191875,5.0927,120,,
eq-169,Wiring Pull Box,184,lv-1,,,4.1148,2.378615114,19.35652239,-0.5461,4.1148,20.16932239,2.6543,5.0292,19.76292239,1.0541,90,,
eq-170,Wiring Pull Box,185,lv-3,,,2.9972,1.274258097,19.28032239,0.8382,8.7376,20.04232239,2.667,9.652,19.66132239,1.7526,90,,
eq-171,Wiring Pull Box,186,lv-4,,,2.8448,1.274258097,19.28032239,0.8382,12.6492,20.04232239,2.667,13.5636,19.66132239,1.7526,90,,
eq-172,Wiring Pull Box,187,lv-8,,,2.7686,2.038812955,19.20761644,-1.066496151,-2.3876,20.35289992,0.8660113617,-1.1684,19.78025818,-0.1002423946,97.5,,
eq-173,P500,188,lv-5,,,-9.471103909E-16,0.03674799102,-13.95095,4.445,14.7574,-13.8049,4.826,15.4178,-13.8049,4.6355,120,,
eq-174,P501,189,lv-5,,,9.18303832E-16,0.04098814383,-15.243175,4.445,14.7193,-15.097125,4.826,15.4559,-15.243175,4.6355,240,,
eq-175,P400,190,lv-4,,,-7.099294873E-16,0.08291854384,-13.9652375,4.8387,10.4648,-13.8191875,5.3467,11.5824,-13.8191875,5.0927,120,,
eq-176,P-Roof,191,lv-7,,,-2.165734259E-15,0.08291854384,-7.7978,8.251825,18.5928,-7.2898,8.397875,19.7104,-7.5438,8.397875,90,,
eq-177,208V - Fusible 60A,ELD1,lv-8,,,4.331468517E-15,0.008814848314,-29.24239492,10.4521,-4.307879688,-28.94900508,10.57602422,-3.937,-29.0449,10.4521,180,,
eq-178,LP000,ELD3,lv-8,,,6.918167239E-15,0.08291854384,15.6845,-2.0701,-4.4958,15.83055,-1.5621,-3.3782,15.6845,-1.8161,120,,
eq-179,Wiring Pull Box,ELD4,lv-8,,,3.6449,0.0251705303,-2.822575,1.902251473,-1.5113,-2.416175,2.207051473,-1.3081,-2.619375,2.054651473,0,,
eq-180,Wiring Pull Box,ELD5,lv-8,,,3.6449,0.0251705303,-8.6614,1.902251473,-1.5113,-8.255,2.207051473,-1.3081,-8.4582,2.054651473,0,,
eq-181,Wiring Pull Box,ELD6,lv-8,,,3.6449,0.0251705303,4.035425,1.902251473,-1.5113,4.441825,2.207051473,-1.3081,4.238625,2.054651473,0,,
eq-182,Wiring Pull Box,ELD7,lv-8,,,3.6449,0.0251705303,9.674225,1.902251473,-1.5113,10.080625,2.207051473,-1.3081,9.877425,2.054651473,0,,
eq-183,Wiring Pull Box,ELD8,lv-8,,,3.6449,0.0251705303,-12.7762,1.902251473,-1.5113,-12.3698,2.207051473,-1.3081,-12.573,2.054651473,0,,
eq-184,Wiring Pull Box,ELD9,lv-8,,,2.8956,0.0251705303,-18.3769,1.902251473,-2.2606,-17.9705,2.207051473,-2.0574,-18.1737,2.054651473,0,,
eq-185,Wiring Pull Box,ELD10,lv-8,,,2.8956,0.0251705303,-24.70785,1.902251473,-2.2606,-24.30145,2.207051473,-2.0574,-24.50465,2.054651473,0,,
eq-186,Wiring Pull Box,ELD11,lv-8,,,2.8956,0.0251705303,-30.88005,1.902251473,-2.2606,-30.47365,2.207051473,-2.0574,-30.67685,2.054651473,0,,
eq-187,Wiring Pull Box,ELD12,lv-8,,,4.699,0.0251705303,14.351,1.8923,-0.4572,14.7574,2.1971,-0.254,14.5542,2.0447,0,,
eq-188,Wiring Pull Box,ELD13,lv-8,,,2.7432,0.2831684659,14.4018,0.8763,-2.413,15.9258,1.1811,-1.8034,15.1638,1.0287,0,,
eq-189,HDP,ELD29,lv-8,,,2.190549964E-14,0.08291854384,15.6845,-2.8321,-4.4958,15.83055,-2.3241,-3.3782,15.6845,-2.5781,120,,
eq-190,MAIN1,ELD51,lv-8,,,1.632942188,0.2701960503,20.35317778,-3.948446797,-3.523257812,20.74317497,-3.076514059,-2.3876,20.63323694,-3.076514059,277.5,,
eq-191,MAIN2,ELD52,lv-8,,,1.368524219,0.2618292552,20.65598173,-6.331689281,-3.787675781,21.05614028,-5.724730671,-2.3876,20.98188127,-5.724730671,277.5,,
eq-192,MB11,ELD53,lv-8,,,1.444724219,0.07418010152,20.25823424,-1.916235866,-3.711475781,20.47738887,-1.584242376,-2.3876,20.43677565,-1.584242376,277.5,,
eq-193,MB12,ELD54,lv-8,,,1.444724219,0.07418010152,20.29884747,-2.224723935,-3.711475781,20.5180021,-1.892730444,-2.3876,20.47738887,-1.892730444,277.5,,
eq-194,MB21,ELD55,lv-8,,,1.444724219,0.07418010152,20.87759887,-6.620777282,-3.711475781,21.0967535,-6.288783792,-2.3876,21.05614028,-6.288783792,277.5,,
eq-195,MB22,ELD56,lv-8,,,1.190724219,0.08841236262,20.9182121,-6.929265351,-3.965475781,21.13736672,-6.59727186,-2.3876,21.0967535,-6.59727186,277.5,,
eq-196,MB23,ELD57,lv-8,,,1.190724219,0.08841236262,20.95882532,-7.23775342,-3.965475781,21.17797995,-6.905759929,-2.3876,21.13736672,-6.905759929,277.5,,
eq-197,MB14,ELD58,lv-8,,,1.665982031,0.1000126818,20.37189542,-3.103334847,-3.490217969,20.63323694,-2.638866286,-2.3876,20.57561952,-2.638866286,277.5,,
eq-198,MB13,ELD59,lv-8,,,1.4478,0.1198028273,20.31427799,-2.665687073,-3.7084,20.57561952,-2.201218513,-2.3876,20.5180021,-2.201218513,277.5,,
eq-199,SWITCHBOARD,ELD63,lv-8,,,0.4572,3.886487195,19.83659779,-5.844083822,-4.699,20.98188127,-3.911576309,-2.3749,20.74317497,-3.911576309,277.5,,
eq-200,Wiring Pull Box,ELD64,lv-8,,,2.7686,7.305746421,19.43743641,-7.56463927,-2.3876,21.19937783,-0.948149654,-1.1684,20.31840712,-4.256394462,277.5,,
