id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-31,,,17.069,17.069,rect,0.305,0.305,hvac,,
du-32,,,16.561,16.612,rect,0.305,0.305,hvac,,
du-33,,,16.561,16.815,rect,0.305,0.305,hvac,,
du-34,,,17.069,17.069,rect,0.305,0.305,hvac,,
du-35,,,16.5,16.815,rect,0.254,0.102,hvac,,
du-36,,,16.5,16.916,rect,0.254,0.102,hvac,,
du-37,,,17.069,17.069,rect,0.254,0.102,hvac,,
du-38,,,17.069,17.069,rect,0.305,0.305,hvac,,
du-39,,,16.561,16.612,rect,0.305,0.305,hvac,,
du-40,,,17.069,17.069,rect,0.305,0.305,hvac,,
du-58,,,16.561,16.612,rect,0.305,0.305,hvac,,
du-59,,,17.069,17.069,rect,0.305,0.305,hvac,,
du-60,,,16.561,16.612,rect,0.305,0.305,hvac,,
du-61,,,17.069,17.069,rect,0.305,0.305,hvac,,
