id,number,base_offset,host_id,material,width,height,operation
d-12,,-17.983,,Glass,1.803,3.562,double_swing
d-13,,-17.983,,Glass,1.803,3.562,double_swing
d-24,154,0,w-58,Aluminum,0.914,2.134,single_swing
d-25,155,0,w-63,Aluminum,0.914,2.134,single_swing
d-34,164,0,w-22,Glass,2.54,2.54,double_swing
d-35,165,0,w-79,Glass,1.727,2.032,double_swing
d-36,166,0,w-29,Glass,1.727,2.032,double_swing
