id,number,base_offset,start_z,end_z,top_level_id,top_offset,width,step_count
st-1,,0,,,lv-3,0,0.279,19
st-5,,0,,,lv-1,0.038,0.279,30
st-14,,0,,,lv-13,0,0.279,24
