id,number,base_offset,top_level_id,top_offset,material
w-5,,-0.152,lv-3,0,"Concrete, Cast-in-Place gray"
w-6,,-0.152,lv-1,0,"Concrete, Cast-in-Place gray"
w-7,,-0.152,lv-3,0,"Concrete, Cast-in-Place gray"
w-8,,-0.152,lv-13,0,"Concrete, Cast-in-Place gray"
w-9,,-0.152,lv-13,0,"Concrete, Cast-in-Place gray"
w-10,,-0.152,lv-1,-0.508,"Concrete, Cast-in-Place gray"
w-11,,0,lv-14,0,Metal Furring
w-12,,-0.152,lv-3,0,"Concrete, Cast-in-Place gray"
w-13,,-0.152,lv-3,0,"Concrete, Cast-in-Place gray"
w-14,,-0.152,lv-1,0,"Concrete, Cast-in-Place gray"
w-15,,-0.152,lv-1,0,"Concrete, Cast-in-Place gray"
w-26,,-0.152,lv-13,0,"Concrete, Cast-in-Place gray"
w-28,,-0.152,lv-1,0,"Concrete, Cast-in-Place gray"
w-33,,-0.152,lv-13,0,"Concrete, Cast-in-Place gray"
w-34,,-0.152,lv-13,0,"Concrete, Cast-in-Place gray"
w-36,,-0.152,lv-3,0,"Concrete, Cast-in-Place gray"
w-37,,-0.152,lv-3,0,"Concrete, Cast-in-Place gray"
w-43,,0,lv-3,0,"Concrete, Cast-in-Place gray"
w-44,,0,lv-3,0,"Concrete, Cast-in-Place gray"
w-45,,0,lv-3,0,"Concrete, Cast-in-Place gray"
w-46,,0,lv-13,0,"Concrete, Cast-in-Place gray"
w-47,,0,lv-13,0,"Concrete, Cast-in-Place gray"
w-48,,0,lv-13,0,"Concrete, Cast-in-Place gray"
w-50,,0,lv-13,0,"Concrete, Cast-in-Place gray"
w-97,,-0.152,lv-3,-0.61,"Concrete, Cast-in-Place gray"
w-98,,-0.152,lv-3,-0.61,"Concrete, Cast-in-Place gray"
w-205,,0,lv-3,0,Concrete Masonry Units
w-206,,0,lv-3,0,Concrete Masonry Units
w-207,,0,lv-3,0,Concrete Masonry Units
w-208,,0,lv-1,0,Concrete Masonry Units
w-243,,-0.152,lv-1,0,"Concrete, Cast-in-Place gray"
w-244,,-0.152,lv-13,0,"Concrete, Cast-in-Place gray"
w-245,,-0.152,lv-13,0,"Concrete, Cast-in-Place gray"
w-259,,-0.152,lv-13,0,"Concrete, Cast-in-Place gray"
w-303,,-0.152,lv-13,0,"Concrete, Cast-in-Place gray"
w-363,,0,lv-3,0,Concrete Masonry Units
w-416,,-0.152,lv-2,0,"Concrete, Cast-in-Place gray"
w-992,,-1.829,lv-10,0,"Concrete, Cast-in-Place gray"
w-993,,-1.829,lv-10,-0.152,"Concrete, Cast-in-Place gray"
w-994,,-1.829,lv-10,0,"Concrete, Cast-in-Place gray"
w-995,,-1.829,lv-10,0,"Concrete, Cast-in-Place gray"
w-996,,-1.829,lv-10,0,"Concrete, Cast-in-Place gray"
w-997,,-1.829,lv-10,0,"Concrete, Cast-in-Place gray"
w-998,,-1.829,lv-10,0,"Concrete, Cast-in-Place gray"
w-999,,-1.829,lv-10,0,"Concrete, Cast-in-Place gray"
w-4,,-0.152,lv-3,0,"Concrete, Cast-in-Place gray"
w-1,,0,,0,Default Wall
