id,number,base_offset,host_id,material,width,height,operation
d-1,S10,0,w-12,Aluminum,0,0,single_swing
d-6,S30,0,w-15,Aluminum,0,0,single_swing
d-43,P02,0,w-205,Aluminum,0,0,single_swing
d-44,P03,0,w-206,Aluminum,0,0,single_swing
d-45,P04,0,w-206,Aluminum,0,0,single_swing
d-46,P05,0,w-208,Aluminum,0,0,single_swing
d-75,S20,0,w-259,Aluminum,0,0,single_swing
d-131,P01,0,w-15,Aluminum,0,0,single_swing
