id,number,base_offset,start_z,end_z,shape,size_x,size_y,material
bm-484,,0,17.78,17.78,,,0.508,Steel
bm-485,,0,17.78,17.78,,,0.508,Steel
bm-486,,0,17.78,17.78,,,0.508,Steel
bm-487,,0,17.78,17.78,,,0.508,Steel
bm-488,,0,17.78,17.78,,,0.508,Steel
bm-489,,0,17.78,17.78,,,0.508,Steel
bm-490,,0,21.092,20.849,,0.076,0.089,Steel
bm-491,,0,20.849,20.849,,0.076,0.089,Steel
bm-492,,0,20.849,21.092,,0.076,0.089,Steel
bm-493,,0,21.092,21.092,,0.076,0.089,Steel
bm-494,,0,20.89,20.89,,0.1,0.2,Steel
bm-495,,0,20.93,20.93,,0.1,0.2,Steel
bm-496,,0,20.971,20.971,,0.1,0.2,Steel
bm-497,,0,21.011,21.011,,0.1,0.2,Steel
bm-498,,0,21.052,21.052,,0.1,0.2,Steel
bm-499,,0,21.092,20.866,,0.076,0.089,Steel
bm-500,,0,20.866,20.866,,0.076,0.089,Steel
bm-501,,0,20.866,21.092,,0.076,0.089,Steel
bm-502,,0,21.092,21.092,,0.076,0.089,Steel
bm-503,,0,21.092,21.092,,0.076,0.089,Steel
bm-504,,0,21.092,21.016,,0.076,0.089,Steel
bm-505,,0,21.016,21.016,,0.076,0.089,Steel
bm-506,,0,9.652,9.652,,0.191,0.46,Steel
bm-507,,0,9.652,9.652,,0.191,0.46,Steel
bm-508,,0,9.652,9.652,,0.191,0.46,Steel
bm-509,,0,9.652,9.652,,0.191,0.46,Steel
bm-510,,0,9.652,9.652,,0.191,0.46,Steel
bm-511,,0,9.652,9.652,,0.191,0.46,Steel
bm-512,,0,9.652,9.652,,0.191,0.46,Steel
bm-513,,0,9.652,9.652,,0.191,0.46,Steel
bm-514,,0,9.652,9.652,,0.191,0.46,Steel
bm-515,,0,9.652,9.652,,0.191,0.46,Steel
bm-516,,0,9.652,9.652,,0.282,0.467,Steel
bm-517,,0,9.652,9.652,,0.191,0.46,Steel
bm-518,,0,9.652,9.652,,0.191,0.46,Steel
bm-519,,0,9.652,9.652,,0.191,0.46,Steel
bm-520,,0,9.652,9.652,,0.191,0.46,Steel
bm-521,,0,9.652,9.652,,0.191,0.46,Steel
bm-522,,0,9.652,9.652,,0.191,0.46,Steel
bm-523,,0,9.652,9.652,,0.191,0.46,Steel
bm-524,,0,9.652,9.652,,0.191,0.46,Steel
bm-525,,0,9.652,9.652,,0.191,0.46,Steel
bm-526,,0,9.652,9.652,,0.191,0.46,Steel
bm-527,,0,9.652,9.652,,0.191,0.46,Steel
bm-528,,0,9.652,9.652,,0.191,0.46,Steel
bm-529,,0,9.652,9.652,,0.191,0.46,Steel
bm-530,,0,9.652,9.652,,0.191,0.46,Steel
bm-531,,0,9.652,9.652,,0.191,0.46,Steel
bm-532,,0,9.652,9.652,,0.191,0.46,Steel
bm-533,,0,9.652,9.652,,0.191,0.46,Steel
bm-534,,0,9.652,9.652,,0.191,0.46,Steel
bm-535,,0,9.652,9.652,,0.191,0.46,Steel
bm-536,,0,9.652,9.652,,0.191,0.46,Steel
bm-537,,0,9.652,9.652,,0.191,0.46,Steel
bm-538,,0,9.652,9.652,,0.191,0.46,Steel
bm-539,,0,9.652,9.652,,0.191,0.46,Steel
bm-540,,0,9.652,9.652,,0.191,0.46,Steel
bm-541,,0,9.652,9.652,,,0.406,Steel
bm-542,,0,9.652,9.652,,,0.406,Steel
bm-543,,0,9.652,9.652,,,0.406,Steel
bm-544,,0,9.652,9.652,,,0.406,Steel
bm-545,,0,9.652,9.652,,,0.406,Steel
bm-546,,0,9.652,9.652,,,0.406,Steel
bm-547,,0,9.652,9.652,,,0.406,Steel
bm-548,,0,9.652,9.652,,,0.406,Steel
bm-549,,0,9.652,9.652,,,0.406,Steel
bm-550,,0,9.652,9.652,,,0.406,Steel
bm-551,,0,9.652,9.652,,,0.406,Steel
bm-552,,0,9.652,9.652,,,0.406,Steel
bm-553,,0,9.652,9.652,,,0.406,Steel
bm-554,,0,9.652,9.652,,,0.406,Steel
bm-555,,0,9.652,9.652,,,0.406,Steel
bm-556,,0,9.652,9.652,,,0.406,Steel
bm-557,,0,9.652,9.652,,,0.406,Steel
bm-558,,0,9.652,9.652,,,0.406,Steel
bm-559,,0,9.652,9.652,,,0.406,Steel
bm-560,,0,9.652,9.652,,,0.406,Steel
bm-561,,0,9.652,9.652,,,0.406,Steel
bm-562,,0,9.652,9.652,,,0.406,Steel
bm-563,,0,9.652,9.652,,,0.406,Steel
bm-564,,0,9.652,9.652,,,0.406,Steel
bm-565,,0,9.652,9.652,,,0.406,Steel
bm-566,,0,9.652,9.652,,,0.406,Steel
bm-567,,0,9.652,9.652,,,0.406,Steel
bm-568,,0,9.652,9.652,,,0.406,Steel
bm-569,,0,9.652,9.652,,,0.406,Steel
bm-570,,0,9.652,9.652,,,0.406,Steel
bm-571,,0,9.652,9.652,,,0.406,Steel
bm-572,,0,9.652,9.652,,,0.406,Steel
bm-573,,0,9.652,9.652,,0.191,0.46,Steel
bm-574,,0,9.652,9.652,,0.191,0.46,Steel
bm-575,,0,9.652,9.652,,,0.406,Steel
bm-576,,0,9.652,9.652,,,0.406,Steel
bm-577,,0,9.652,9.652,,,0.406,Steel
bm-578,,0,9.652,9.652,,,0.406,Steel
bm-579,,0,9.652,9.652,,0.191,0.46,Steel
bm-580,,0,9.652,9.652,,0.1,0.2,Steel
bm-581,,0,9.652,9.652,,0.191,0.46,Steel
bm-582,,0,9.652,9.652,,,0.406,Steel
bm-583,,0,9.652,9.652,,,0.406,Steel
bm-584,,0,9.652,9.652,,,0.406,Steel
bm-585,,0,9.652,9.652,,,0.406,Steel
bm-586,,0,9.652,9.652,,,0.406,Steel
bm-587,,0,9.652,9.652,,,0.406,Steel
bm-588,,0,9.652,9.652,,,0.406,Steel
bm-589,,0,9.652,9.652,,,0.406,Steel
bm-590,,0,9.652,9.652,,,0.406,Steel
bm-591,,0,9.652,9.652,,,0.406,Steel
bm-592,,0,9.652,9.652,,,0.406,Steel
bm-593,,0,9.652,9.652,,,0.406,Steel
bm-594,,0,9.652,9.652,,,0.406,Steel
bm-595,,0,9.652,9.652,,,0.406,Steel
bm-596,,0,9.652,9.652,,,0.406,Steel
bm-597,,0,9.652,9.652,,0.076,0.089,Steel
bm-598,,0,9.652,9.652,,,0.406,Steel
bm-599,,0,9.652,9.652,,,0.406,Steel
bm-600,,0,9.652,9.652,,,0.406,Steel
bm-601,,0,9.652,9.652,,,0.406,Steel
bm-602,,0,9.652,9.652,,,0.406,Steel
bm-603,,0,9.652,9.652,,,0.406,Steel
bm-604,,0,9.652,9.652,,,0.406,Steel
bm-605,,0,9.652,9.652,,,0.406,Steel
bm-606,,0,9.652,9.652,,,0.406,Steel
bm-607,,0,9.652,9.652,,,0.406,Steel
bm-608,,0,9.652,9.652,,,0.406,Steel
bm-609,,0,9.652,9.652,,,0.406,Steel
bm-610,,0,9.652,9.652,,,0.406,Steel
bm-611,,0,9.652,9.652,,,0.406,Steel
bm-612,,0,9.652,9.652,,,0.406,Steel
bm-613,,0,9.652,9.652,,,0.406,Steel
bm-614,,0,9.652,9.652,,,0.406,Steel
bm-615,,0,9.652,9.652,,,0.406,Steel
bm-616,,0,9.652,9.652,,,0.406,Steel
bm-617,,0,9.652,9.652,,,0.406,Steel
bm-618,,0,9.652,9.652,,,0.406,Steel
bm-619,,0,9.652,9.652,,,0.406,Steel
bm-620,,0,9.652,9.652,,,0.406,Steel
bm-621,,0,9.652,9.652,,,0.406,Steel
bm-622,,0,9.652,9.652,,,0.406,Steel
bm-623,,0,9.652,9.652,,,0.406,Steel
bm-624,,0,9.652,9.652,,,0.406,Steel
bm-625,,0,9.652,9.652,,,0.406,Steel
bm-626,,0,13.716,13.716,,0.191,0.46,Steel
bm-627,,0,13.716,13.716,,0.191,0.46,Steel
bm-628,,0,13.716,13.716,,0.191,0.46,Steel
bm-629,,0,13.716,13.716,,0.191,0.46,Steel
bm-630,,0,13.716,13.716,,0.191,0.46,Steel
bm-631,,0,13.716,13.716,,0.191,0.46,Steel
bm-632,,0,13.716,13.716,,0.191,0.46,Steel
bm-633,,0,13.716,13.716,,0.191,0.46,Steel
bm-634,,0,13.716,13.716,,0.191,0.46,Steel
bm-635,,0,13.716,13.716,,0.191,0.46,Steel
bm-636,,0,13.716,13.716,,0.282,0.467,Steel
bm-637,,0,13.716,13.716,,0.191,0.46,Steel
bm-638,,0,13.716,13.716,,0.191,0.46,Steel
bm-639,,0,13.716,13.716,,0.191,0.46,Steel
bm-640,,0,13.716,13.716,,0.191,0.46,Steel
bm-641,,0,13.716,13.716,,0.191,0.46,Steel
bm-642,,0,13.716,13.716,,0.191,0.46,Steel
bm-643,,0,13.716,13.716,,0.191,0.46,Steel
bm-644,,0,13.716,13.716,,0.191,0.46,Steel
bm-645,,0,13.716,13.716,,0.191,0.46,Steel
bm-646,,0,13.716,13.716,,0.191,0.46,Steel
bm-647,,0,13.716,13.716,,0.191,0.46,Steel
bm-648,,0,13.716,13.716,,0.191,0.46,Steel
bm-649,,0,13.716,13.716,,0.191,0.46,Steel
bm-650,,0,13.716,13.716,,0.191,0.46,Steel
bm-651,,0,13.716,13.716,,0.191,0.46,Steel
bm-652,,0,13.716,13.716,,0.191,0.46,Steel
bm-653,,0,13.716,13.716,,0.191,0.46,Steel
bm-654,,0,13.716,13.716,,0.191,0.46,Steel
bm-655,,0,13.716,13.716,,0.191,0.46,Steel
bm-656,,0,13.716,13.716,,0.191,0.46,Steel
bm-657,,0,13.716,13.716,,0.191,0.46,Steel
bm-658,,0,13.716,13.716,,0.191,0.46,Steel
bm-659,,0,13.716,13.716,,0.191,0.46,Steel
bm-660,,0,13.716,13.716,,0.191,0.46,Steel
bm-661,,0,13.716,13.716,,,0.406,Steel
bm-662,,0,13.716,13.716,,,0.406,Steel
bm-663,,0,13.716,13.716,,,0.406,Steel
bm-664,,0,13.716,13.716,,,0.406,Steel
bm-665,,0,13.716,13.716,,,0.406,Steel
bm-666,,0,13.716,13.716,,,0.406,Steel
bm-667,,0,13.716,13.716,,,0.406,Steel
bm-668,,0,13.716,13.716,,,0.406,Steel
bm-669,,0,13.716,13.716,,,0.406,Steel
bm-670,,0,13.716,13.716,,,0.406,Steel
bm-671,,0,13.716,13.716,,,0.406,Steel
bm-672,,0,13.716,13.716,,,0.406,Steel
bm-673,,0,13.716,13.716,,,0.406,Steel
bm-674,,0,13.716,13.716,,,0.406,Steel
bm-675,,0,13.716,13.716,,,0.406,Steel
bm-676,,0,13.716,13.716,,,0.406,Steel
bm-677,,0,13.716,13.716,,,0.406,Steel
bm-678,,0,13.716,13.716,,,0.406,Steel
bm-679,,0,13.716,13.716,,,0.406,Steel
bm-680,,0,13.716,13.716,,,0.406,Steel
bm-681,,0,13.716,13.716,,,0.406,Steel
bm-682,,0,13.716,13.716,,,0.406,Steel
bm-683,,0,13.716,13.716,,,0.406,Steel
bm-684,,0,13.716,13.716,,,0.406,Steel
bm-685,,0,13.716,13.716,,,0.406,Steel
bm-686,,0,13.716,13.716,,,0.406,Steel
bm-687,,0,13.716,13.716,,,0.406,Steel
bm-688,,0,13.716,13.716,,,0.406,Steel
bm-689,,0,13.716,13.716,,,0.406,Steel
bm-690,,0,13.716,13.716,,,0.406,Steel
bm-691,,0,13.716,13.716,,,0.406,Steel
bm-692,,0,13.716,13.716,,,0.406,Steel
bm-693,,0,13.716,13.716,,0.191,0.46,Steel
bm-694,,0,13.716,13.716,,0.191,0.46,Steel
bm-695,,0,13.716,13.716,,0.191,0.46,Steel
bm-696,,0,13.716,13.716,,,0.406,Steel
bm-697,,0,13.716,13.716,,,0.406,Steel
bm-698,,0,13.716,13.716,,,0.406,Steel
bm-699,,0,13.716,13.716,,,0.406,Steel
bm-700,,0,13.716,13.716,,,0.406,Steel
bm-701,,0,13.716,13.716,,,0.406,Steel
bm-702,,0,13.716,13.716,,,0.406,Steel
bm-703,,0,13.716,13.716,,,0.406,Steel
bm-704,,0,13.716,13.716,,,0.406,Steel
bm-705,,0,13.716,13.716,,,0.406,Steel
bm-706,,0,13.716,13.716,,,0.406,Steel
bm-707,,0,13.716,13.716,,,0.406,Steel
bm-708,,0,13.716,13.716,,,0.406,Steel
bm-709,,0,13.716,13.716,,0.191,0.46,Steel
bm-710,,0,13.716,13.716,,0.1,0.2,Steel
bm-711,,0,13.716,13.716,,0.191,0.46,Steel
bm-712,,0,13.716,13.716,,0.1,0.2,Steel
bm-713,,0,13.716,13.716,,0.1,0.2,Steel
bm-714,,0,13.716,13.716,,0.1,0.2,Steel
bm-715,,0,13.716,13.716,,0.1,0.2,Steel
bm-716,,0,13.716,13.716,,0.1,0.2,Steel
bm-717,,0,13.716,13.716,,0.1,0.2,Steel
bm-718,,0,13.716,13.716,,0.057,0.203,Steel
bm-719,,0,,,,0.057,0.203,Steel
bm-720,,0,13.716,13.716,,0.057,0.203,Steel
bm-721,,0,13.716,13.716,,,0.406,Steel
bm-722,,0,13.716,13.716,,,0.406,Steel
bm-723,,0,13.716,13.716,,,0.406,Steel
bm-724,,0,13.716,13.716,,,0.406,Steel
bm-725,,0,13.716,13.716,,,0.406,Steel
bm-726,,0,13.716,13.716,,,0.406,Steel
bm-727,,0,13.716,13.716,,,0.406,Steel
bm-728,,0,13.716,13.716,,,0.406,Steel
bm-729,,0,13.716,13.716,,,0.406,Steel
bm-730,,0,13.716,13.716,,,0.406,Steel
bm-731,,0,13.716,13.716,,,0.406,Steel
bm-732,,0,13.716,13.716,,,0.406,Steel
bm-733,,0,13.716,13.716,,,0.406,Steel
bm-734,,0,13.716,13.716,,,0.406,Steel
bm-735,,0,13.716,13.716,,,0.406,Steel
bm-736,,0,13.716,13.716,,0.076,0.089,Steel
bm-737,,0,13.716,13.716,,,0.406,Steel
bm-738,,0,13.716,13.716,,,0.406,Steel
bm-739,,0,13.716,13.716,,,0.406,Steel
bm-740,,0,13.716,13.716,,,0.406,Steel
bm-741,,0,13.716,13.716,,,0.406,Steel
bm-742,,0,13.716,13.716,,,0.406,Steel
bm-743,,0,13.716,13.716,,,0.406,Steel
bm-744,,0,13.716,13.716,,,0.406,Steel
bm-745,,0,13.716,13.716,,,0.406,Steel
bm-746,,0,13.716,13.716,,,0.406,Steel
bm-747,,0,13.716,13.716,,,0.406,Steel
bm-748,,0,13.716,13.716,,,0.406,Steel
bm-749,,0,13.716,13.716,,,0.406,Steel
bm-750,,0,13.716,13.716,,,0.406,Steel
bm-751,,0,13.716,13.716,,,0.406,Steel
bm-752,,0,13.716,13.716,,,0.406,Steel
bm-753,,0,13.716,13.716,,,0.406,Steel
bm-754,,0,13.716,13.716,,,0.406,Steel
bm-755,,0,13.716,13.716,,,0.406,Steel
bm-756,,0,13.716,13.716,,,0.406,Steel
bm-757,,0,13.716,13.716,,,0.406,Steel
bm-758,,0,13.716,13.716,,,0.406,Steel
bm-759,,0,13.716,13.716,,,0.406,Steel
bm-760,,0,13.716,13.716,,,0.406,Steel
bm-761,,0,13.716,13.716,,,0.406,Steel
bm-762,,0,13.716,13.716,,,0.406,Steel
bm-763,,0,13.716,13.716,,,0.406,Steel
bm-764,,0,13.716,13.716,,,0.406,Steel
bm-765,,0,9.652,9.652,,0.191,0.46,Steel
bm-766,,0,9.652,9.652,,0.191,0.46,Steel
bm-767,,0,9.652,9.652,,,0.406,Steel
bm-768,,0,9.652,9.652,,,0.406,Steel
bm-769,,0,9.652,9.652,,,0.406,Steel
bm-770,,0,9.652,9.652,,,0.406,Steel
bm-771,,0,9.652,9.652,,,0.406,Steel
bm-772,,0,9.652,9.652,,,0.406,Steel
bm-773,,0,9.652,9.652,,,0.406,Steel
bm-774,,0,9.652,9.652,,,0.406,Steel
bm-775,,0,9.652,9.652,,,0.406,Steel
bm-776,,0,9.652,9.652,,,0.406,Steel
bm-777,,0,9.652,9.652,,0.191,0.46,Steel
bm-778,,0,9.652,9.652,,0.191,0.46,Steel
bm-779,,0,9.652,9.652,,0.191,0.46,Steel
bm-780,,0,9.652,9.652,,0.282,0.467,Steel
bm-781,,0,9.652,9.652,,0.282,0.467,Steel
bm-782,,0,9.652,9.652,,0.282,0.467,Steel
bm-783,,0,9.652,9.652,,0.384,0.795,Steel
bm-784,,0,9.652,9.652,,0.165,0.31,Steel
bm-785,,0,9.652,9.652,,0.165,0.31,Steel
bm-786,,0,9.652,9.652,,0.191,0.46,Steel
bm-787,,0,9.652,9.652,,0.165,0.31,Steel
bm-788,,0,9.652,9.652,,0.1,0.2,Steel
bm-789,,0,9.652,9.652,,0.1,0.2,Steel
bm-790,,0,9.652,9.652,,0.1,0.2,Steel
bm-791,,0,9.652,9.652,,0.165,0.31,Steel
bm-792,,0,9.652,9.652,,0.165,0.31,Steel
bm-793,,0,9.652,9.652,,0.165,0.31,Steel
bm-794,,0,9.652,9.652,,0.1,0.2,Steel
bm-795,,0,9.652,9.652,,0.1,0.2,Steel
bm-796,,0,9.652,9.652,,0.1,0.2,Steel
bm-797,,0,9.652,9.652,,0.165,0.31,Steel
bm-798,,0,9.652,9.652,,0.165,0.31,Steel
bm-799,,0,9.652,9.652,,0.191,0.46,Steel
bm-800,,0,9.652,9.652,,0.191,0.46,Steel
bm-801,,0,9.652,9.652,,0.191,0.46,Steel
bm-802,,0,9.652,9.652,,0.191,0.46,Steel
bm-803,,0,9.652,9.652,,,0.508,Steel
bm-804,,0,9.652,9.652,,,0.508,Steel
bm-805,,0,9.652,9.652,,,0.508,Steel
bm-806,,0,9.652,9.652,,,0.508,Steel
bm-807,,0,9.652,9.652,,,0.508,Steel
bm-808,,0,9.652,9.652,,,0.508,Steel
bm-809,,0,9.652,9.652,,,0.508,Steel
bm-810,,0,9.652,9.652,,,0.508,Steel
bm-811,,0,9.652,9.652,,,0.508,Steel
bm-812,,0,9.652,9.652,,,0.508,Steel
bm-813,,0,9.652,9.652,,,0.508,Steel
bm-814,,0,9.652,9.652,,,0.508,Steel
bm-815,,0,9.652,9.652,,,0.508,Steel
bm-816,,0,9.652,9.652,,,0.508,Steel
bm-817,,0,9.652,9.652,,,0.508,Steel
bm-818,,0,9.652,9.652,,,0.508,Steel
bm-819,,0,9.652,9.652,,,0.508,Steel
bm-820,,0,9.652,9.652,,,0.508,Steel
bm-821,,0,9.652,9.652,,,0.508,Steel
bm-822,,0,9.652,9.652,,,0.508,Steel
bm-823,,0,9.652,9.652,,,0.508,Steel
bm-824,,0,9.652,9.652,,,0.508,Steel
bm-825,,0,9.652,9.652,,,0.508,Steel
bm-826,,0,9.652,9.652,,,0.508,Steel
bm-827,,0,9.652,9.652,,,0.508,Steel
bm-828,,0,9.652,9.652,,0.165,0.31,Steel
bm-829,,0,9.652,9.652,,0.1,0.2,Steel
bm-830,,0,9.652,9.652,,0.1,0.2,Steel
bm-831,,0,9.652,9.652,,0.1,0.2,Steel
bm-832,,0,13.716,13.716,,0.191,0.46,Steel
bm-833,,0,13.716,13.716,,0.191,0.46,Steel
bm-834,,0,13.716,13.716,,0.191,0.46,Steel
bm-835,,0,13.716,13.716,,0.282,0.467,Steel
bm-836,,0,13.716,13.716,,0.282,0.467,Steel
bm-837,,0,13.716,13.716,,0.282,0.467,Steel
bm-838,,0,13.716,13.716,,0.384,0.795,Steel
bm-839,,0,13.716,13.716,,0.165,0.31,Steel
bm-840,,0,13.716,13.716,,0.165,0.31,Steel
bm-841,,0,13.716,13.716,,0.191,0.46,Steel
bm-842,,0,13.716,13.716,,0.165,0.31,Steel
bm-843,,0,13.716,13.716,,0.1,0.2,Steel
bm-844,,0,13.716,13.716,,0.1,0.2,Steel
bm-845,,0,13.716,13.716,,0.1,0.2,Steel
bm-846,,0,13.716,13.716,,0.165,0.31,Steel
bm-847,,0,13.716,13.716,,0.165,0.31,Steel
bm-848,,0,13.716,13.716,,0.165,0.31,Steel
bm-849,,0,13.716,13.716,,0.1,0.2,Steel
bm-850,,0,13.716,13.716,,0.1,0.2,Steel
bm-851,,0,13.716,13.716,,0.1,0.2,Steel
bm-852,,0,13.716,13.716,,0.165,0.31,Steel
bm-853,,0,13.716,13.716,,0.165,0.31,Steel
bm-854,,0,13.716,13.716,,0.191,0.46,Steel
bm-855,,0,13.716,13.716,,0.191,0.46,Steel
bm-856,,0,13.716,13.716,,0.191,0.46,Steel
bm-857,,0,13.716,13.716,,0.191,0.46,Steel
bm-858,,0,13.716,13.716,,,0.508,Steel
bm-859,,0,13.716,13.716,,,0.508,Steel
bm-860,,0,13.716,13.716,,,0.508,Steel
bm-861,,0,13.716,13.716,,,0.508,Steel
bm-862,,0,13.716,13.716,,,0.508,Steel
bm-863,,0,13.716,13.716,,,0.508,Steel
bm-864,,0,13.716,13.716,,,0.508,Steel
bm-865,,0,13.716,13.716,,,0.508,Steel
bm-866,,0,13.716,13.716,,,0.508,Steel
bm-867,,0,13.716,13.716,,,0.508,Steel
bm-868,,0,13.716,13.716,,,0.508,Steel
bm-869,,0,13.716,13.716,,,0.508,Steel
bm-870,,0,13.716,13.716,,,0.508,Steel
bm-871,,0,13.716,13.716,,,0.508,Steel
bm-872,,0,13.716,13.716,,,0.508,Steel
bm-873,,0,13.716,13.716,,,0.508,Steel
bm-874,,0,13.716,13.716,,,0.508,Steel
bm-875,,0,13.716,13.716,,,0.508,Steel
bm-876,,0,13.716,13.716,,,0.508,Steel
bm-877,,0,13.716,13.716,,,0.508,Steel
bm-878,,0,13.716,13.716,,,0.508,Steel
bm-879,,0,13.716,13.716,,,0.508,Steel
bm-880,,0,13.716,13.716,,,0.508,Steel
bm-881,,0,13.716,13.716,,,0.508,Steel
bm-882,,0,13.716,13.716,,,0.508,Steel
bm-883,,0,13.716,13.716,,0.165,0.31,Steel
bm-884,,0,13.716,13.716,,0.1,0.2,Steel
bm-885,,0,13.716,13.716,,0.1,0.2,Steel
bm-886,,0,13.716,13.716,,0.1,0.2,Steel
bm-887,,0,17.78,17.78,,0.076,0.089,Steel
bm-888,,0,17.78,17.78,,,0.406,Steel
bm-889,,0,17.78,17.78,,,0.406,Steel
bm-890,,0,17.78,17.78,,,0.406,Steel
bm-891,,0,17.78,17.78,,,0.406,Steel
bm-892,,0,17.78,17.78,,,0.406,Steel
bm-893,,0,17.78,17.78,,,0.406,Steel
bm-894,,0,17.78,17.78,,,0.406,Steel
bm-895,,0,9.652,9.652,,,0.406,Steel
bm-896,,0,9.652,9.652,,,0.406,Steel
bm-897,,0,9.652,9.652,,,0.406,Steel
bm-898,,0,9.652,9.652,,,0.406,Steel
bm-899,,0,9.652,9.652,,,0.406,Steel
bm-900,,0,17.78,17.78,,0.191,0.46,Steel
bm-901,,0,21.054,21.054,,0.1,0.2,Steel
bm-902,,0,21.017,21.017,,0.1,0.2,Steel
bm-903,,0,20.979,20.979,,0.1,0.2,Steel
bm-904,,0,20.941,20.941,,0.1,0.2,Steel
bm-905,,0,20.904,20.904,,0.1,0.2,Steel
bm-906,,0,5.588,5.588,,0.165,0.31,Steel
bm-907,,0,5.588,5.588,,0.165,0.31,Steel
bm-908,,0,5.588,5.588,,0.165,0.31,Steel
bm-909,,0,5.588,5.588,,0.165,0.31,Steel
bm-910,,0,5.588,5.588,,0.165,0.31,Steel
bm-911,,0,5.588,5.588,,0.165,0.31,Steel
bm-912,,0,5.588,5.588,,0.165,0.31,Steel
bm-913,,0,5.588,5.588,,0.165,0.31,Steel
bm-914,,0,5.588,5.588,,0.165,0.31,Steel
bm-915,,0,5.588,5.588,,0.165,0.31,Steel
bm-916,,0,21.092,21.016,,0.076,0.089,Steel
bm-917,,0,21.016,21.016,,0.076,0.089,Steel
bm-918,,0,21.016,21.092,,0.076,0.089,Steel
bm-919,,0,21.092,21.092,,0.076,0.089,Steel
bm-920,,0,21.054,21.054,,0.1,0.2,Steel
bm-921,,0,21.016,21.092,,0.076,0.089,Steel
bm-922,,0,21.054,21.054,,0.1,0.2,Steel
bm-923,,0,17.78,17.78,,0.1,0.2,Steel
bm-924,,0,17.78,17.78,,0.1,0.2,Steel
bm-925,,0,17.78,17.78,,0.1,0.2,Steel
bm-926,,0,17.78,17.78,,0.1,0.2,Steel
bm-927,,0,17.78,17.78,,0.1,0.2,Steel
bm-928,,0,17.78,17.78,,0.1,0.2,Steel
bm-929,,0,2.311,2.311,,,0.406,Steel
bm-930,,0,9.652,9.652,,,0.406,Steel
bm-931,,0,9.652,9.652,,,0.406,Steel
bm-932,,0,9.652,9.652,,,0.406,Steel
bm-933,,0,9.652,9.652,,,0.406,Steel
bm-934,,0,9.652,9.652,,,0.406,Steel
bm-935,,0,9.652,9.652,,,0.406,Steel
bm-936,,0,9.652,9.652,,,0.406,Steel
bm-937,,0,9.652,9.652,,,0.406,Steel
bm-938,,0,9.652,9.652,,,0.406,Steel
bm-939,,0,9.652,9.652,,,0.406,Steel
bm-940,,0,13.716,13.716,,,0.406,Steel
bm-941,,0,9.652,9.652,,,0.406,Steel
bm-942,,0,5.588,5.588,,,0.406,Steel
