id,number,base_offset,top_level_id,top_offset,material
sw-3,,0,lv-11,0,"Concrete, Cast-in-Place gray"
sw-4,,0,lv-8,0,"Concrete, Cast-in-Place gray"
sw-11,,0,lv-8,0,"Concrete, Cast-in-Place gray"
sw-27,,0,lv-11,0,"Concrete, Cast-in-Place gray"
sw-37,,0,lv-11,0,"Concrete, Cast-in-Place gray"
sw-38,,0,lv-11,0,"Concrete, Cast-in-Place gray"
sw-40,,0,lv-11,0,"Concrete, Cast-in-Place gray"
sw-43,,0,lv-10,0,"Concrete, Cast-in-Place gray"
sw-44,,0,lv-10,0,"Concrete, Cast-in-Place gray"
sw-45,,0,lv-10,0,"Concrete, Cast-in-Place gray"
sw-46,,0,lv-10,0,"Concrete, Cast-in-Place gray"
sw-47,,0,lv-11,0,"Concrete, Cast-in-Place gray"
sw-48,,0,lv-11,0,"Concrete, Cast-in-Place gray"
