id,number,base_offset,system_type,equipment_type
eq-2,8,0,,
eq-7,13,-0,,
eq-8,14,0,,
eq-150,161,0,,
eq-151,162,0,,
eq-152,163,0,,
eq-153,164,0,,
eq-154,165,0,,
eq-167,182,0,,
eq-171,186,2.845,,
eq-175,190,-0,,
