id,number,base_offset,system_type,terminal_type
tm-3,28,-0,,
tm-5,30,-0,,
tm-10,35,-0,,
tm-11,36,0.305,,
tm-14,39,-0,,
tm-15,40,0.305,,
tm-32,67,0,,
tm-33,68,0,,
tm-34,69,0,,
tm-35,70,0,,
tm-36,71,0,,
tm-37,72,0,,
tm-38,73,0,,
tm-39,74,0,,
tm-92,147,-0,,
tm-93,148,-0,,
tm-94,149,0.305,,
tm-101,166,-0,,
tm-102,167,-0,,
tm-103,168,0.305,,
tm-113,178,-0,,
tm-114,179,-0,,
tm-115,180,0.305,,
tm-122,221,-0,,
tm-123,222,-0,,
tm-124,223,0.305,,
tm-230,336,0,,
tm-231,337,0,,
tm-232,338,0,,
tm-233,339,0,,
tm-244,350,0,,
tm-245,351,0,,
tm-256,362,0,,
tm-257,363,0,,
tm-268,374,0,,
tm-269,375,0,,
tm-280,386,0,,
tm-281,387,0,,
tm-308,414,-0,,
tm-309,415,-0,,
tm-310,416,-0,,
tm-311,417,-0,,
tm-423,533,0,,
tm-424,534,0,,
tm-427,537,0,,
tm-428,538,0,,
tm-429,539,0,,
tm-430,540,0,,
tm-519,631,0,,
tm-520,632,0,,
tm-521,633,0,,
tm-522,634,0,,
tm-523,635,0,,
tm-524,636,0,,
tm-525,637,-0,,
tm-526,638,-0,,
tm-527,639,0.305,,
tm-562,676,0,,
tm-563,677,0,,
tm-564,678,0,,
tm-565,680,0,,
tm-566,681,0,,
tm-569,684,0,,
tm-570,685,0,,
tm-571,686,0,,
tm-572,687,0,,
tm-573,688,0,,
tm-574,689,0,,
tm-575,690,0,,
tm-576,691,0,,
tm-577,692,0,,
tm-578,693,0,,
tm-579,694,0,,
tm-580,695,0,,
tm-581,696,0,,
tm-582,697,0,,
tm-583,698,0,,
tm-584,699,0,,
tm-601,13,0,,
tm-602,14,0,,
tm-627,44,-0,,
tm-628,45,-0,,
tm-629,46,0,,
tm-630,47,0,,
tm-631,48,-0,,
tm-632,49,0,,
tm-633,50,0,,
tm-634,51,0,,
tm-635,52,-0,,
tm-636,53,-0,,
tm-637,54,0,,
tm-638,55,0,,
tm-641,58,-0,,
tm-642,59,-0,,
tm-643,60,0,,
tm-644,61,0,,
tm-645,62,0,,
tm-728,149,0,,
tm-729,150,0,,
tm-730,151,0,,
tm-731,152,-0,,
tm-732,153,-0,,
tm-733,154,-0,,
tm-734,155,-0,,
tm-736,157,-0,,
tm-737,159,0,,
tm-799,221,0,,
tm-800,222,0,,
tm-889,313,-0,,
tm-890,314,-0,,
tm-891,315,0,,
tm-892,316,0,,
tm-893,317,-0,,
tm-894,318,-0,,
tm-895,319,0,,
tm-896,320,-0,,
tm-897,321,-0,,
tm-898,322,-0,,
tm-899,323,-0,,
tm-900,324,-0,,
tm-901,325,-0,,
tm-902,326,0,,
tm-903,327,0,,
tm-904,328,0,,
tm-905,329,-0,,
tm-906,330,0,,
tm-907,331,0,,
tm-908,332,0,,
tm-909,333,0,,
tm-910,334,-0,,
tm-911,335,0,,
tm-912,336,0,,
tm-913,337,0,,
tm-914,338,0,,
tm-915,339,-0,,
tm-916,340,-0,,
tm-917,341,0,,
tm-918,342,-0,,
tm-919,343,-0,,
tm-920,344,0,,
tm-921,345,-0,,
tm-922,346,0,,
tm-923,347,0,,
tm-924,351,0,,
tm-925,352,-0,,
tm-926,353,-0,,
tm-927,354,-0,,
tm-930,357,0,,
tm-931,358,0,,
tm-940,367,0,,
tm-941,368,-0,,
tm-942,369,0,,
tm-943,370,-0,,
tm-944,371,-0,,
tm-945,372,-0,,
tm-946,373,0,,
tm-947,374,0,,
tm-948,375,-0,,
tm-949,376,-0,,
tm-950,377,0,,
tm-951,378,0,,
tm-952,379,0,,
tm-953,380,0,,
tm-954,381,-0,,
tm-955,382,0,,
tm-956,383,0,,
tm-957,384,0,,
tm-958,385,0,,
tm-959,386,0,,
tm-960,387,0,,
tm-961,388,0,,
tm-962,389,0,,
tm-963,390,0,,
tm-964,391,0,,
tm-965,392,-0,,
tm-966,393,-0,,
tm-967,394,-0,,
tm-968,395,0,,
tm-969,396,0,,
tm-970,397,-0,,
tm-971,398,0,,
tm-972,399,0,,
tm-973,400,0,,
tm-974,401,0,,
tm-975,402,0,,
tm-976,403,0,,
tm-977,404,-0,,
tm-978,405,0,,
tm-979,406,0,,
tm-980,407,0,,
tm-981,408,0,,
tm-982,409,-0,,
tm-983,410,0,,
tm-984,411,0,,
tm-985,412,0,,
tm-986,413,0,,
tm-987,414,-0,,
tm-988,415,0,,
tm-989,416,-0,,
tm-990,417,-0,,
tm-991,418,0,,
tm-992,419,0,,
tm-993,420,0,,
tm-994,421,0,,
tm-1045,472,0,,
tm-1069,496,0,,
tm-1070,497,0,,
tm-1071,498,-0,,
tm-1072,499,-0,,
tm-1073,500,0,,
tm-1074,501,-0,,
tm-1075,502,-0,,
tm-1076,503,0,,
tm-1077,504,-0,,
