id,number,base_offset,top_level_id,top_offset,material,thickness
sw-9,,0,lv-5,0,concrete,0.305
sw-10,,0,lv-5,0,concrete,0.305
sw-11,,0,lv-5,0,concrete,0.305
sw-12,,0,lv-5,0,concrete,0.305
