id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-325,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-326,,,14.323,14.605,round,0.025,0.025,plumbing,,
pi-327,,,14.323,14.49,round,0.025,0.025,plumbing,,
pi-328,,,14.63,14.63,round,0.051,0.051,plumbing,,
pi-329,,,14.323,14.49,round,0.025,0.025,plumbing,,
pi-330,,,14.63,14.63,round,0.051,0.051,plumbing,,
pi-331,,,14.63,14.63,round,0.051,0.051,plumbing,,
pi-332,,,14.63,14.63,round,0.051,0.051,plumbing,,
pi-333,,,14.368,14.49,round,0.025,0.025,plumbing,,
pi-334,,,14.63,14.63,round,0.051,0.051,plumbing,,
pi-335,,,14.63,14.63,round,0.051,0.051,plumbing,,
pi-336,,,14.38,14.579,round,0.051,0.051,plumbing,,
pi-337,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-338,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-339,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-340,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-341,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-342,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-343,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-344,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-345,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-346,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-347,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-348,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-349,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-350,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-351,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-352,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-353,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-354,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-355,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-356,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-357,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-358,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-359,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-360,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-361,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-362,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-363,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-364,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-365,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-366,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-367,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-368,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-369,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-370,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-371,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-372,,,13.782,14.189,round,0.013,0.013,plumbing,,
pi-373,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-374,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-375,,,14.189,13.782,round,0.013,0.013,plumbing,,
pi-376,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-377,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-378,,,14.189,13.782,round,0.013,0.013,plumbing,,
pi-379,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-380,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-381,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-382,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-383,,,13.782,14.189,round,0.013,0.013,plumbing,,
pi-384,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-385,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-386,,,14.189,13.782,round,0.013,0.013,plumbing,,
pi-387,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-388,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-389,,,14.189,13.782,round,0.013,0.013,plumbing,,
pi-390,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-391,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-392,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-393,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-394,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-395,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-396,,,14.92,13.782,round,0.013,0.013,plumbing,,
pi-397,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-398,,,14.846,13.782,round,0.013,0.013,plumbing,,
pi-399,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-400,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-401,,,13.782,14.846,round,0.013,0.013,plumbing,,
pi-402,,,14.935,14.935,round,0.025,0.025,plumbing,,
