id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-403,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-404,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-405,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-406,,,14.92,13.782,round,0.013,0.013,plumbing,,
pi-407,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-408,,,13.782,14.846,round,0.013,0.013,plumbing,,
pi-409,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-410,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-411,,,13.782,14.846,round,0.013,0.013,plumbing,,
pi-412,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-413,,,13.706,13.157,round,0.051,0.051,plumbing,,
pi-414,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-415,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-416,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-417,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-418,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-419,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-420,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-421,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-422,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-423,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-424,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-425,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-426,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-427,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-428,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-429,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-430,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-431,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-432,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-433,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-434,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-435,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-436,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-437,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-438,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-439,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-440,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-441,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-442,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-443,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-444,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-445,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-446,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-447,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-448,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-449,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-450,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-451,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-452,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-453,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-454,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-455,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-456,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-457,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-458,,,13.66,13.157,round,0.051,0.051,plumbing,,
pi-459,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-460,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-461,,,13.66,13.157,round,0.051,0.051,plumbing,,
pi-462,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-463,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-464,,,13.66,13.157,round,0.051,0.051,plumbing,,
pi-465,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-466,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-467,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-468,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-469,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-470,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-471,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-472,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-473,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-474,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-475,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-476,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-477,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-478,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-479,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-480,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-481,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-482,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-483,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-484,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-805,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-806,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-807,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-808,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-809,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-810,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-811,,,16.154,16.154,round,0.051,0.051,plumbing,,
pi-812,,,16.103,14.38,round,0.051,0.051,plumbing,,
pi-813,,,16.459,16.459,round,0.025,0.025,plumbing,,
pi-814,,,16.459,16.459,round,0.025,0.025,plumbing,,
pi-815,,,16.434,14.96,round,0.025,0.025,plumbing,,
pi-816,,,13.411,13.386,round,0.013,0.013,plumbing,,
pi-817,,,13.371,13.371,round,0.013,0.013,plumbing,,
pi-818,,,16.014,13.386,round,0.013,0.013,plumbing,,
pi-819,,,16.154,16.154,round,0.051,0.051,plumbing,,
pi-820,,,13.411,13.386,round,0.013,0.013,plumbing,,
pi-821,,,13.371,13.371,round,0.013,0.013,plumbing,,
pi-822,,,16.014,13.386,round,0.013,0.013,plumbing,,
pi-823,,,16.154,16.154,round,0.051,0.051,plumbing,,
pi-824,,,13.411,13.386,round,0.013,0.013,plumbing,,
pi-825,,,13.371,13.371,round,0.013,0.013,plumbing,,
pi-826,,,16.37,13.386,round,0.013,0.013,plumbing,,
pi-827,,,16.459,16.459,round,0.025,0.025,plumbing,,
pi-828,,,13.411,13.386,round,0.013,0.013,plumbing,,
pi-829,,,13.371,13.371,round,0.013,0.013,plumbing,,
pi-830,,,16.37,13.386,round,0.013,0.013,plumbing,,
pi-831,,,16.459,16.459,round,0.025,0.025,plumbing,,
pi-832,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-833,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-834,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-835,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-838,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-841,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-844,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-847,,,13.106,13.106,round,0.102,0.102,plumbing,,
