id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-37,,,9.617,9.324,round,0.013,0.013,plumbing,,
pi-38,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-39,,,9.309,9.309,round,0.013,0.013,plumbing,,
pi-40,,,9.617,9.324,round,0.013,0.013,plumbing,,
pi-41,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-42,,,9.309,9.309,round,0.013,0.013,plumbing,,
pi-43,,,9.617,9.324,round,0.013,0.013,plumbing,,
pi-44,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-45,,,9.309,9.309,round,0.013,0.013,plumbing,,
pi-46,,,9.617,9.324,round,0.013,0.013,plumbing,,
pi-47,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-48,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-49,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-50,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-51,,,9.21,9.617,round,0.013,0.013,plumbing,,
pi-52,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-53,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-54,,,9.617,9.21,round,0.013,0.013,plumbing,,
pi-55,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-56,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-57,,,9.617,9.21,round,0.013,0.013,plumbing,,
pi-58,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-59,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-60,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-61,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-62,,,9.21,9.617,round,0.013,0.013,plumbing,,
pi-63,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-64,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-65,,,9.617,9.21,round,0.013,0.013,plumbing,,
pi-66,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-67,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-68,,,9.617,9.21,round,0.013,0.013,plumbing,,
pi-69,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-70,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-71,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-72,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-73,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-74,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-75,,,10.348,9.21,round,0.013,0.013,plumbing,,
pi-76,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-77,,,10.274,9.21,round,0.013,0.013,plumbing,,
pi-78,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-79,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-80,,,9.21,10.274,round,0.013,0.013,plumbing,,
pi-81,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-82,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-83,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-84,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-85,,,10.348,9.21,round,0.013,0.013,plumbing,,
pi-86,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-87,,,9.21,10.274,round,0.013,0.013,plumbing,,
pi-88,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-89,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-90,,,9.21,10.274,round,0.013,0.013,plumbing,,
pi-91,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-92,,,9.134,8.585,round,0.051,0.051,plumbing,,
pi-93,,,8.534,8.534,round,0.051,0.051,plumbing,,
pi-94,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-95,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-96,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-97,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-98,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-99,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-100,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-101,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-102,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-103,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-104,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-105,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-106,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-107,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-108,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-109,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-110,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-111,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-112,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-113,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-114,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-115,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-116,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-117,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-118,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-119,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-120,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-121,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-122,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-123,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-124,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-125,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-126,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-127,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-128,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-129,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-130,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-131,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-132,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-133,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-134,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-135,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-136,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-137,,,8.429,3.4,round,0.102,0.102,plumbing,,
pi-138,,,9.088,8.585,round,0.051,0.051,plumbing,,
pi-139,,,8.534,8.534,round,0.051,0.051,plumbing,,
pi-140,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-141,,,9.088,8.585,round,0.051,0.051,plumbing,,
pi-142,,,8.534,8.534,round,0.051,0.051,plumbing,,
pi-143,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-144,,,9.088,8.585,round,0.051,0.051,plumbing,,
pi-145,,,8.534,8.534,round,0.051,0.051,plumbing,,
pi-146,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-147,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-148,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-149,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-150,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-151,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-152,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-153,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-154,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-155,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-156,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-157,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-158,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-159,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-160,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-161,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-162,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-163,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-164,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-836,,,13.195,13.144,round,0.038,0.038,plumbing,,
pi-837,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-839,,,13.195,13.144,round,0.038,0.038,plumbing,,
pi-840,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-842,,,13.195,13.144,round,0.038,0.038,plumbing,,
pi-843,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-845,,,13.195,13.144,round,0.038,0.038,plumbing,,
pi-846,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-859,,,10.258,3.763,round,0.102,0.102,plumbing,,
pi-864,,,9.953,3.763,round,0.102,0.102,plumbing,,
