id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-1,,,10.163,26.327,round,0.102,0.102,plumbing,,
pi-2,,,10.468,26.327,round,0.102,0.102,plumbing,,
pi-3,,,8.639,26.327,round,0.102,0.102,plumbing,,
pi-4,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-5,,,9.751,10.033,round,0.025,0.025,plumbing,,
pi-6,,,9.751,9.918,round,0.025,0.025,plumbing,,
pi-7,,,10.058,10.058,round,0.051,0.051,plumbing,,
pi-8,,,9.751,9.918,round,0.025,0.025,plumbing,,
pi-9,,,10.058,10.058,round,0.051,0.051,plumbing,,
pi-10,,,10.058,10.058,round,0.051,0.051,plumbing,,
pi-11,,,10.058,10.058,round,0.051,0.051,plumbing,,
pi-12,,,9.796,9.918,round,0.025,0.025,plumbing,,
pi-13,,,10.058,10.058,round,0.051,0.051,plumbing,,
pi-14,,,10.058,10.058,round,0.051,0.051,plumbing,,
pi-15,,,9.808,10.007,round,0.051,0.051,plumbing,,
pi-16,,,9.309,9.309,round,0.013,0.013,plumbing,,
pi-17,,,9.617,9.324,round,0.013,0.013,plumbing,,
pi-18,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-19,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-20,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-21,,,9.309,9.309,round,0.013,0.013,plumbing,,
pi-22,,,9.617,9.324,round,0.013,0.013,plumbing,,
pi-23,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-24,,,9.309,9.309,round,0.013,0.013,plumbing,,
pi-25,,,9.617,9.324,round,0.013,0.013,plumbing,,
pi-26,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-27,,,9.309,9.309,round,0.013,0.013,plumbing,,
pi-28,,,9.617,9.324,round,0.013,0.013,plumbing,,
pi-29,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-30,,,9.309,9.309,round,0.013,0.013,plumbing,,
pi-31,,,9.617,9.324,round,0.013,0.013,plumbing,,
pi-32,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-33,,,9.309,9.309,round,0.013,0.013,plumbing,,
pi-34,,,9.617,9.324,round,0.013,0.013,plumbing,,
pi-35,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-36,,,9.309,9.309,round,0.013,0.013,plumbing,,
