id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-46,,,5.004,5.004,round,0.102,0.102,hvac,,
du-47,,,4.445,4.972,round,0.102,0.102,hvac,,
du-48,,,5.124,5.124,round,0.102,0.102,hvac,,
du-49,,,5.309,5.309,round,0.102,0.102,hvac,,
du-50,,,5.01,5.01,round,0.102,0.102,hvac,,
du-51,,,5.048,5.264,round,0.102,0.102,hvac,,
du-52,,,5.124,5.124,round,0.102,0.102,hvac,,
du-53,,,5.104,5.031,round,0.102,0.102,hvac,,
du-54,,,5.264,5.055,round,0.102,0.102,hvac,,
du-55,,,5.004,5.004,round,0.102,0.102,hvac,,
du-56,,,5.004,5.004,round,0.102,0.102,hvac,,
du-57,,,4.445,5.055,round,0.102,0.102,hvac,,
du-58,,,4.445,4.861,round,0.102,0.102,hvac,,
du-59,,,5.013,5.013,round,0.102,0.102,hvac,,
du-60,,,5.013,5.013,round,0.102,0.102,hvac,,
du-61,,,5.013,5.013,round,0.102,0.102,hvac,,
du-62,,,5.944,5.944,round,0.102,0.102,hvac,,
du-63,,,5.944,5.944,round,0.102,0.102,hvac,,
du-64,,,5.013,5.013,round,0.102,0.102,hvac,,
du-65,,,5.166,5.791,round,0.102,0.102,hvac,,
du-66,,,5.944,5.944,round,0.102,0.102,hvac,,
du-67,,,5.944,5.944,round,0.102,0.102,hvac,,
du-68,,,5.944,5.944,round,0.102,0.102,hvac,,
du-69,,,5.207,5.207,round,0.102,0.102,hvac,,
du-70,,,5.207,5.207,round,0.102,0.102,hvac,,
du-71,,,5.207,5.207,round,0.102,0.102,hvac,,
du-72,,,5.162,5.056,round,0.102,0.102,hvac,,
du-73,,,5.012,5.012,round,0.102,0.102,hvac,,
du-74,,,5.056,5.162,round,0.102,0.102,hvac,,
du-75,,,5.207,5.207,round,0.102,0.102,hvac,,
du-76,,,5.162,4.947,round,0.102,0.102,hvac,,
du-77,,,4.902,4.902,round,0.102,0.102,hvac,,
du-82,,,4.445,5.347,round,0.102,0.102,hvac,,
du-83,,,5.499,5.499,round,0.102,0.102,hvac,,
du-84,,,5.499,5.499,round,0.102,0.102,hvac,,
du-85,,,5.004,5.004,round,0.102,0.102,hvac,,
du-86,,,5.423,5.025,round,0.102,0.102,hvac,,
du-87,,,4.949,4.949,round,0.102,0.102,hvac,,
du-88,,,5.499,5.499,round,0.102,0.102,hvac,,
du-89,,,5.423,5.08,round,0.102,0.102,hvac,,
du-112,,,5.423,5.025,round,0.102,0.102,hvac,,
du-144,,,2.756,2.756,round,0.102,0.102,hvac,,
du-145,,,2.756,2.756,round,0.102,0.102,hvac,,
du-154,,,2.743,2.743,round,0.102,0.102,hvac,,
