id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,start_x,start_y,end_x,end_y,length,start_z,end_z,shape,size_x,size_y,material
bm-47,W18x55,,,,,0,0.06487501269,-21.336,5.759069,0.93726,-15.0622,5.950331,1.524,-21.336,5.8547,-15.0622,5.8547,6.2738,1.524,1.524,,0,0,Steel
bm-48,W18x55,,,,,0,0.06123337996,-12.1539,5.759069,1.78816,-6.1722,5.950331,2.3114,-12.1539,5.8547,-6.1722,5.8547,5.9817,2.3114,2.3114,,0,0,Steel
bm-49,W18x55,,,,,0,0.04437396918,-6.1722,5.759069,1.78816,-1.8542,5.950331,2.3114,-6.1722,5.8547,-1.8542,5.8547,4.318,2.3114,2.3114,,0,0,Steel
bm-50,W18x55,,,,,0,0.06314377773,1.0668,5.759069,1.78816,7.2898,5.950331,2.3114,1.0668,5.8547,7.2898,5.8547,6.223,2.3114,2.3114,,0,0,Steel
bm-51,W18x55,,,,,0,0.08969206536,-15.0114,0.666369,1.78816,-6.1722,0.857631,2.3114,-15.0114,0.762,-6.1722,0.762,8.8392,2.3114,2.3114,,0,0,Steel
bm-52,W18x55,,,,,0,0.07418140744,-6.1722,0.666369,1.78816,1.143,0.857631,2.3114,-6.1722,0.762,1.143,0.762,7.3152,2.3114,2.3114,,0,0,Steel
bm-53,W18x55,,,,,0,0.0628518834,1.143,0.666369,1.78816,7.2898,0.857631,2.3114,1.143,0.762,7.2898,0.762,6.1468,2.3114,2.3114,,0,0,Steel
bm-54,W18x55,,,,,0,0.02729875794,-30.5181,12.540869,1.06426,-27.6606,12.732131,1.524,-30.5181,12.6365,-27.6606,12.6365,2.8575,1.524,1.524,,0,0,Steel
bm-55,W18x55,,,,,0,0.06309465891,-27.6479,12.540869,0.93726,-21.336,12.732131,1.524,-27.6479,12.6365,-21.336,12.6365,6.3119,1.524,1.524,,0,0,Steel
bm-56,W18x55,,,,,0,0.06061295364,-12.1539,12.540869,1.78816,-6.1722,12.732131,2.3114,-12.1539,12.6365,-6.1722,12.6365,5.9817,2.3114,2.3114,,0,0,Steel
bm-57,W18x55,,,,,0,0.07294055481,-6.1722,12.540869,1.78816,1.143,12.732131,2.3114,-6.1722,12.6365,1.143,12.6365,7.3152,2.3114,2.3114,,0,0,Steel
bm-58,W18x55,,,,,0,0.06161103076,1.143,12.540869,1.78816,7.2898,12.732131,2.3114,1.143,12.6365,7.2898,12.6365,6.1468,2.3114,2.3114,,0,0,Steel
bm-59,W18x55,,,,,0,0.04150112558,0.996569,8.3947,1.85166,1.187831,12.6873,2.3114,1.0922,8.3947,1.0922,12.6873,4.2926,2.3114,2.3114,,0,0,Steel
bm-60,16K6,,,,,0,0.01061033263,8.3708875,5.8547,1.905,8.4439125,12.6365,2.3114,8.4074,5.8547,8.4074,12.6365,6.7818,2.3114,2.3114,,,,Steel
bm-61,16K6,,,,,0,0.01061033263,9.5900875,5.8547,1.905,9.6631125,12.6365,2.3114,9.6266,5.8547,9.6266,12.6365,6.7818,2.3114,2.3114,,,,Steel
bm-62,16K6,,,,,0,0.01061033263,10.8092875,5.8547,1.905,10.8823125,12.6365,2.3114,10.8458,5.8547,10.8458,12.6365,6.7818,2.3114,2.3114,,,,Steel
bm-63,16K6,,,,,0,0.01061033263,12.0284875,5.8547,1.905,12.1015125,12.6365,2.3114,12.065,5.8547,12.065,12.6365,6.7818,2.3114,2.3114,,,,Steel
bm-64,W18x55,,,,,0,0.06850020503,12.477369,5.8547,1.85166,12.668631,12.6873,2.3114,12.573,5.8547,12.573,12.6873,6.8326,2.3114,2.3114,,0,0,Steel
bm-65,W18x55,,,,,0,0.05125260878,12.477369,0.7239,1.85166,12.668631,5.8547,2.3114,12.573,5.8547,12.573,0.7239,5.1308,2.3114,2.3114,,0,0,Steel
bm-66,W18x55,,,,,0,0.05161677205,-15.107031,0.762,1.85166,-14.915769,5.8547,2.3114,-15.0114,0.762,-15.0114,5.8547,5.0927,2.3114,2.3114,,0,0,Steel
bm-67,W8x10,,,,,0,0.005786313938,12.573,2.661412,2.110994,15.4813,2.761488,2.3114,15.4813,2.71145,12.573,2.71145,2.9083,2.3114,2.3114,,0,0,Steel
bm-68,W8x10,,,,,0,0.003709694439,15.431262,0.7239,2.110994,15.531338,2.7432,2.3114,15.4813,2.7432,15.4813,0.7239,2.0193,2.3114,2.3114,,0,0,Steel
bm-69,W18x55,,,,,0,0.06123337996,-12.1539,5.759069,5.06476,-6.1722,5.950331,5.588,-12.1539,5.8547,-6.1722,5.8547,5.9817,5.588,5.588,,0,0,Steel
bm-70,W18x55,,,,,0,0.06314377773,1.0668,5.759069,5.06476,7.2898,5.950331,5.588,1.0668,5.8547,7.2898,5.8547,6.223,5.588,5.588,,0,0,Steel
bm-71,W18x55,,,,,0,0.05314086279,7.2898,5.759069,5.06476,12.573,5.950331,5.588,7.2898,5.8547,12.573,5.8547,5.2832,5.588,5.588,,0,0,Steel
bm-72,W18x55,,,,,0,0.0725588815,12.573,5.759069,5.06476,19.91856547,5.950331,5.588,12.573,5.8547,19.91856547,5.8547,7.345565465,5.588,5.588,,0,0,Steel
bm-73,W18x55,,,,,0,0.08969206536,-15.0114,0.666369,5.06476,-6.1722,0.857631,5.588,-15.0114,0.762,-6.1722,0.762,8.8392,5.588,5.588,,0,0,Steel
bm-74,W18x55,,,,,0,0.07418140744,-6.1722,0.666369,5.06476,1.143,0.857631,5.588,-6.1722,0.762,1.143,0.762,7.3152,5.588,5.588,,0,0,Steel
bm-75,W18x55,,,,,0,0.0628518834,1.143,0.666369,5.06476,7.2898,0.857631,5.588,1.143,0.762,7.2898,0.762,6.1468,5.588,5.588,,0,0,Steel
bm-76,W18x55,,,,,0,0.0530059875,7.2898,0.666369,5.06476,12.4206,0.857631,5.588,7.2898,0.762,12.4206,0.762,5.1308,5.588,5.588,,0,0,Steel
bm-77,W18x55,,,,,0,0.04919749079,15.5829,0.666369,5.06476,20.58903214,0.857631,5.588,15.5829,0.762,20.58903214,0.762,5.00613214,5.588,5.588,,0,0,Steel
bm-78,W18x55,,,,,0,0.05161677205,-15.107031,0.762,5.12826,-14.915769,5.8547,5.588,-15.0114,5.8547,-15.0114,0.762,5.0927,5.588,5.588,,0,0,Steel
bm-79,W18x86,,,,,0,0.07089743917,-15.15237,-3.8735,5.12064,-14.87043,0.762,5.588,-15.0114,0.762,-15.0114,-3.8735,4.6355,5.588,5.588,,0,0,Steel
bm-80,W18x55,,,,,0,0.08970555289,-15.0114,-8.490331,5.06476,-6.1722,-8.299069,5.588,-15.0114,-8.3947,-6.1722,-8.3947,8.8392,5.588,5.588,,0,0,Steel
bm-81,W18x55,,,,,0,0.06161103076,1.143,-8.490331,5.06476,7.2898,-8.299069,5.588,1.143,-8.3947,7.2898,-8.3947,6.1468,5.588,5.588,,0,0,Steel
bm-82,W18x55,,,,,0,0.05190001015,7.2898,-8.490331,5.06476,12.573,-8.299069,5.588,7.2898,-8.3947,12.573,-8.3947,5.2832,5.588,5.588,,0,0,Steel
bm-83,W18x55,,,,,0,0.09111078073,12.56686781,-8.490134189,5.06476,21.72425606,-7.7116398,5.588,12.573,-8.3947,21.71812387,-7.807073989,9.163983571,5.588,5.588,,0,0,Steel
bm-84,W18x55,,,,,0,0.06813538167,18.74794485,5.819010093,5.12826,19.83709943,12.67657479,5.588,18.84275771,12.66409244,19.74228657,5.831492443,6.891558236,5.588,5.588,,0,0,Steel
bm-85,W18x55,,,,,0,0.05004217874,19.64747371,0.7263100927,5.12826,20.50756611,5.843974793,5.588,19.74228657,5.831492443,20.41275324,0.738792443,5.136644708,5.588,5.588,,0,0,Steel
bm-86,W18x55,,,,,0,0.04516060771,20.31794038,-3.909189907,5.12826,21.11784126,0.7512747933,5.588,20.41275324,0.738792443,21.0230284,-3.896707557,4.675499547,5.588,5.588,,0,0,Steel
bm-87,W18x55,,,,,0,0.03822081124,20.92821553,-7.861024037,5.12826,21.63811009,-3.884225207,5.588,21.0230284,-3.896707557,21.54329723,-7.848541687,3.985934351,5.588,5.588,,0,0,Steel
bm-88,W18x55,,,,,0,0.05554379943,15.4305,-3.969131,5.06476,21.19930729,-3.777869,5.588,15.4305,-3.8735,21.19930729,-3.8735,5.768807292,5.588,5.588,,0,0,Steel
bm-89,W18x55,,,,,0,0.06061295364,-12.1539,12.540869,5.06476,-6.1722,12.732131,5.588,-12.1539,12.6365,-6.1722,12.6365,5.9817,5.588,5.588,,0,0,Steel
bm-90,W18x55,,,,,0,0.07294055481,-6.1722,12.540869,5.12826,1.143,12.732131,5.588,-6.1722,12.6365,1.143,12.6365,7.3152,5.588,5.588,,0,0,Steel
bm-91,W18x55,,,,,0,0.06161103076,1.143,12.540869,5.06476,7.2898,12.732131,5.588,1.143,12.6365,7.2898,12.6365,6.1468,5.588,5.588,,0,0,Steel
bm-92,W18x55,,,,,0,0.05190001015,7.2898,12.540869,5.06476,12.573,12.732131,5.588,7.2898,12.6365,12.573,12.6365,5.2832,5.588,5.588,,0,0,Steel
bm-93,W18x55,,,,,0,0.06245639431,12.573,12.540869,5.06476,19.01903661,12.732131,5.588,12.573,12.6365,19.01903661,12.6365,6.44603661,5.588,5.588,,0,0,Steel
bm-94,W18x55,,,,,0,0.04639709847,-6.267831,-3.8735,5.12826,-6.076569,0.762,5.588,-6.1722,0.762,-6.1722,-3.8735,4.6355,5.588,5.588,,0,0,Steel
bm-95,W18x55,,,,,0,0.04639709847,0.996569,-3.8735,5.12826,1.187831,0.762,5.588,1.0922,0.762,1.0922,-3.8735,4.6355,5.588,5.588,,0,0,Steel
bm-96,W18x55,,,,,0,0.01908662007,15.334869,-8.211089439,5.12826,15.526131,-6.1341,5.588,15.4305,-6.1341,15.4305,-8.211089439,2.076989439,5.588,5.588,,0,0,Steel
bm-97,W18x55,,,,,0,0.04394236826,-15.107031,-8.5344,5.12826,-14.915769,-3.8735,5.588,-15.0114,-3.8735,-15.0114,-8.5344,4.6609,5.588,5.588,,0,0,Steel
bm-98,W18x55,,,,,0,0.04460325717,-6.267831,-8.5344,5.12826,-6.076569,-3.8735,5.588,-6.1722,-3.8735,-6.1722,-8.5344,4.6609,5.588,5.588,,0,0,Steel
bm-99,W18x55,,,,,0,0.04460325717,0.996569,-8.5344,5.12826,1.187831,-3.8735,5.588,1.0922,-3.8735,1.0922,-8.5344,4.6609,5.588,5.588,,0,0,Steel
bm-100,W18x55,,,,,0,0.09035766655,-15.0114,-3.969131,5.06476,-6.1722,-3.777869,5.588,-15.0114,-3.8735,-6.1722,-3.8735,8.8392,5.588,5.588,,0,0,Steel
bm-101,W18x55,,,,,0,0.0628518834,1.143,-3.969131,5.06476,7.2898,-3.777869,5.588,1.143,-3.8735,7.2898,-3.8735,6.1468,5.588,5.588,,0,0,Steel
bm-102,W18x55,,,,,0,0.05287111221,7.2898,-3.969131,5.06476,12.573,-3.777869,5.588,7.2898,-3.8735,12.573,-3.8735,5.2832,5.588,5.588,,0,0,Steel
bm-103,W18x55,,,,,0,0.02019083035,12.477369,-8.5344,5.12826,12.668631,-6.1341,5.588,12.573,-6.1341,12.573,-8.5344,2.4003,5.588,5.588,,0,0,Steel
bm-104,16K6,,,,,0,0.006862724863,-7.3136125,-3.8735,5.1816,-7.2405875,0.762,5.588,-7.2771,0.762,-7.2771,-3.8735,4.6355,5.588,5.588,,,,Steel
bm-105,16K6,,,,,0,0.006862724863,-8.4185125,-3.8735,5.1816,-8.3454875,0.762,5.588,-8.382,0.762,-8.382,-3.8735,4.6355,5.588,5.588,,,,Steel
bm-106,16K6,,,,,0,0.006862724863,-9.5234125,-3.8735,5.1816,-9.4503875,0.762,5.588,-9.4869,0.762,-9.4869,-3.8735,4.6355,5.588,5.588,,,,Steel
bm-107,16K6,,,,,0,0.006862724863,-10.6283125,-3.8735,5.1816,-10.5552875,0.762,5.588,-10.5918,0.762,-10.5918,-3.8735,4.6355,5.588,5.588,,,,Steel
bm-108,16K6,,,,,0,0.006862724863,-11.7332125,-3.8735,5.1816,-11.6601875,0.762,5.588,-11.6967,0.762,-11.6967,-3.8735,4.6355,5.588,5.588,,,,Steel
bm-109,16K6,,,,,0,0.006862724863,-12.8381125,-3.8735,5.1816,-12.7650875,0.762,5.588,-12.8016,0.762,-12.8016,-3.8735,4.6355,5.588,5.588,,,,Steel
bm-110,16K6,,,,,0,0.006862724863,-13.9430125,-3.8735,5.1816,-13.8699875,0.762,5.588,-13.9065,0.762,-13.9065,-3.8735,4.6355,5.588,5.588,,,,Steel
bm-111,16K6,,,,,0,0.006687300314,-7.3136125,-8.3947,5.1816,-7.2405875,-3.8735,5.588,-7.2771,-3.8735,-7.2771,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-112,16K6,,,,,0,0.006687300314,-8.4185125,-8.3947,5.1816,-8.3454875,-3.8735,5.588,-8.382,-3.8735,-8.382,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-113,16K6,,,,,0,0.006687300314,-9.5234125,-8.3947,5.1816,-9.4503875,-3.8735,5.588,-9.4869,-3.8735,-9.4869,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-114,16K6,,,,,0,0.006687300314,-10.6283125,-8.3947,5.1816,-10.5552875,-3.8735,5.588,-10.5918,-3.8735,-10.5918,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-115,16K6,,,,,0,0.006687300314,-11.7332125,-8.3947,5.1816,-11.6601875,-3.8735,5.588,-11.6967,-3.8735,-11.6967,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-116,16K6,,,,,0,0.006687300314,-12.8381125,-8.3947,5.1816,-12.7650875,-3.8735,5.588,-12.8016,-3.8735,-12.8016,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-117,16K6,,,,,0,0.006687300314,-13.9430125,-8.3947,5.1816,-13.8699875,-3.8735,5.588,-13.9065,-3.8735,-13.9065,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-118,16K6,,,,,0,0.006687300314,11.3884075,-8.3947,5.1816,11.4614325,-3.8735,5.588,11.42492,-3.8735,11.42492,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-119,16K6,,,,,0,0.006687300314,10.2403275,-8.3947,5.1816,10.3133525,-3.8735,5.588,10.27684,-3.8735,10.27684,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-120,16K6,,,,,0,0.006687300314,9.0922475,-8.3947,5.1816,9.1652725,-3.8735,5.588,9.12876,-3.8735,9.12876,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-121,16K6,,,,,0,0.006687300314,7.9441675,-8.3947,5.1816,8.0171925,-3.8735,5.588,7.98068,-3.8735,7.98068,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-122,16K6,,,,,0,0.006687300314,6.7960875,-8.3947,5.1816,6.8691125,-3.8735,5.588,6.8326,-3.8735,6.8326,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-123,16K6,,,,,0,0.006687300314,5.6480075,-8.3947,5.1816,5.7210325,-3.8735,5.588,5.68452,-3.8735,5.68452,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-124,16K6,,,,,0,0.006687300314,4.4999275,-8.3947,5.1816,4.5729525,-3.8735,5.588,4.53644,-3.8735,4.53644,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-125,16K6,,,,,0,0.006687300314,3.3518475,-8.3947,5.1816,3.4248725,-3.8735,5.588,3.38836,-3.8735,3.38836,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-126,16K6,,,,,0,0.006687300314,2.2037675,-8.3947,5.1816,2.2767925,-3.8735,5.588,2.24028,-3.8735,2.24028,-8.3947,4.5212,5.588,5.588,,,,Steel
bm-127,16K6,,,,,0,0.005812235343,20.48469602,-7.88398258,5.1816,20.55772102,-3.8735,5.588,20.52120852,-3.8735,20.52120852,-7.88398258,4.01048258,5.588,5.588,,,,Steel
bm-128,16K6,,,,,0,0.005912164519,19.46655432,-7.949403952,5.1816,19.53957932,-3.8735,5.588,19.50306682,-3.8735,19.50306682,-7.949403952,4.075903952,5.588,5.588,,,,Steel
bm-129,16K6,,,,,0,0.006014646206,18.44841261,-8.015056412,5.1816,18.52143761,-3.873268912,5.588,18.48492511,-3.8735,18.48492511,-8.014825323,4.141325323,5.588,5.588,,,,Steel
bm-130,16K6,,,,,0,0.006114797734,17.43027091,-8.080310848,5.1816,17.50329591,-3.873435848,5.588,17.46678341,-3.8735,17.46678341,-8.080246695,4.206746695,5.588,5.588,,,,Steel
bm-131,16K6,,,,,0,0.006305775414,16.4121292,-8.145668067,5.1816,16.4851542,-3.8735,5.588,16.4486417,-3.8735,16.4486417,-8.145668067,4.272168067,5.588,5.588,,,,Steel
bm-132,16K6,,,,,0,0.006862724863,16.51188211,-3.8735,5.1816,16.58490711,0.762,5.588,16.54839461,-3.8735,16.54839461,0.762,4.6355,5.588,5.588,,,,Steel
bm-133,16K6,,,,,0,0.006862724863,17.62977673,-3.8735,5.1816,17.70280173,0.762,5.588,17.66628923,-3.8735,17.66628923,0.762,4.6355,5.588,5.588,,,,Steel
bm-134,16K6,,,,,0,0.006862724863,18.74767134,-3.8735,5.1816,18.82069634,0.762,5.588,18.78418384,-3.8735,18.78418384,0.762,4.6355,5.588,5.588,,,,Steel
bm-135,16K6,,,,,0,0.006862724863,19.86556595,-3.8735,5.1816,19.93859095,0.762,5.588,19.90207845,-3.8735,19.90207845,0.762,4.6355,5.588,5.588,,,,Steel
bm-136,W18x55,,,,,0,0.06425458637,-21.336,12.540869,0.93726,-15.0114,12.732131,1.524,-21.336,12.6365,-15.0114,12.6365,6.3246,1.524,1.524,,0,0,Steel
bm-137,W18x55,,,,,0,0.06847618283,-6.267831,5.8547,5.12826,-6.076569,12.6873,5.588,-6.1722,12.6873,-6.1722,5.8547,6.8326,5.588,5.588,,0,0,Steel
bm-138,W18x55,,,,,0,0.04457223585,-6.1722,8.324469,5.12826,-1.7272,8.515731,5.588,-1.7272,8.4201,-6.1722,8.4201,4.445,5.588,5.588,,0,0,Steel
bm-139,W18x55,,,,,0,0.05113566615,-6.267831,0.762,5.12826,-6.076569,5.8547,5.588,-6.1722,5.8547,-6.1722,0.762,5.0927,5.588,5.588,,0,0,Steel
bm-140,16K6,,,,,0,0.006862724863,1.4620875,-3.8735,5.1816,1.5351125,0.762,5.588,1.4986,-3.8735,1.4986,0.762,4.6355,5.588,5.588,,,,Steel
bm-141,16K6,,,,,0,0.006862724863,2.6812875,-3.8735,5.1816,2.7543125,0.762,5.588,2.7178,-3.8735,2.7178,0.762,4.6355,5.588,5.588,,,,Steel
bm-142,16K6,,,,,0,0.006862724863,3.9004875,-3.8735,5.1816,3.9735125,0.762,5.588,3.937,-3.8735,3.937,0.762,4.6355,5.588,5.588,,,,Steel
bm-143,16K6,,,,,0,0.006862724863,5.1196875,-3.8735,5.1816,5.1927125,0.762,5.588,5.1562,-3.8735,5.1562,0.762,4.6355,5.588,5.588,,,,Steel
bm-144,16K6,,,,,0,0.006862724863,6.3388875,-3.8735,5.1816,6.4119125,0.762,5.588,6.3754,-3.8735,6.3754,0.762,4.6355,5.588,5.588,,,,Steel
bm-145,16K6,,,,,0,0.006862724863,7.5580875,-3.8735,5.1816,7.6311125,0.762,5.588,7.5946,-3.8735,7.5946,0.762,4.6355,5.588,5.588,,,,Steel
bm-146,16K6,,,,,0,0.006862724863,8.7772875,-3.8735,5.1816,8.8503125,0.762,5.588,8.8138,-3.8735,8.8138,0.762,4.6355,5.588,5.588,,,,Steel
bm-147,16K6,,,,,0,0.006862724863,9.9964875,-3.8735,5.1816,10.0695125,0.762,5.588,10.033,-3.8735,10.033,0.762,4.6355,5.588,5.588,,,,Steel
bm-148,16K6,,,,,0,0.006862724863,11.2156875,-3.8735,5.1816,11.2887125,0.762,5.588,11.2522,-3.8735,11.2522,0.762,4.6355,5.588,5.588,,,,Steel
bm-149,16K6,,,,,0,0.01061033263,-10.9940725,5.8547,5.1816,-10.9210475,12.6365,5.588,-10.95756,5.8547,-10.95756,12.6365,6.7818,5.588,5.588,,,,Steel
bm-150,16K6,,,,,0,0.01061033263,-9.7977325,5.8547,5.1816,-9.7247075,12.6365,5.588,-9.76122,5.8547,-9.76122,12.6365,6.7818,5.588,5.588,,,,Steel
bm-151,16K6,,,,,0,0.01061033263,-8.6013925,5.8547,5.1816,-8.5283675,12.6365,5.588,-8.56488,5.8547,-8.56488,12.6365,6.7818,5.588,5.588,,,,Steel
bm-152,16K6,,,,,0,0.01061033263,-7.4050525,5.8547,5.1816,-7.3320275,12.6365,5.588,-7.36854,5.8547,-7.36854,12.6365,6.7818,5.588,5.588,,,,Steel
bm-153,W18x55,,,,,0,0.04438953605,-6.1722,5.759069,5.06476,-1.7272,5.950331,5.588,-1.7272,5.8547,-6.1722,5.8547,4.445,5.588,5.588,,0,0,Steel
bm-154,W36x232,,,,,0,0.7960944608,-33.8328,0.60833,4.185880313,-15.0114,0.91567,5.588,-33.8328,0.762,-15.0114,0.762,18.8214,5.588,5.588,,0,0,Steel
bm-155,_Size,,,,,0,0.002957184745,-15.0114,5.6261,2.159,-12.0904,5.806340145,2.3114,-15.0114,5.7023,-12.0904,5.7023,2.921,2.3114,2.3114,,0,0,Steel
bm-156,W8x10,,,,,0,0.003792252003,14.46182867,0.7239,2.110994,14.56190467,2.71145,2.3114,14.51186667,2.71145,14.51186667,0.7239,1.98755,2.3114,2.3114,,0,0,Steel
bm-157,W18x86,,,,,0,0.1768666876,-29.50662701,-4.30194533,5.12064,-24.64806402,5.913159306,5.588,-29.37834977,-4.243486023,-24.77634126,5.8547,11.09738002,5.588,5.588,,0,0,Steel
bm-158,W18x86,,,,,0,0.0440356765,-30.4673,5.71373,5.12064,-27.6606,5.99567,5.588,-30.4673,5.8547,-27.6606,5.8547,2.8067,5.588,5.588,,0,0,Steel
bm-159,W18x86,,,,,0,0.09981420007,-21.336,5.71373,5.12064,-15.0114,5.99567,5.588,-21.336,5.8547,-15.0114,5.8547,6.3246,5.588,5.588,,0,0,Steel
bm-160,W18x86,,,,,0,0.1440255374,-33.48206581,-2.490233491,5.12064,-29.44914747,5.913159306,5.588,-33.35378857,-2.431774185,-29.57742472,5.8547,9.106403151,5.588,5.588,,0,0,Steel
bm-161,W18x55,,,,,0,0.05202139791,-33.839531,0.762,5.12826,-33.648269,5.8039,5.588,-33.7439,0.762,-33.7439,5.8039,5.0419,5.588,5.588,,0,0,Steel
bm-162,W8x10,,,,,0,0.005340063378,-33.76465042,2.248073642,5.387594,-31.1795582,3.498320301,5.588,-33.7439,3.452787659,-31.20030862,2.293606284,2.795274328,5.588,5.588,,0,0,Steel
bm-163,W18x86,,,,,0,0.07678983207,-33.54052511,-4.43022257,5.12064,-29.19161322,-2.245037638,5.588,-33.35378857,-2.431774185,-29.37834977,-4.243486023,4.3688,5.588,5.588,,0,0,Steel
bm-164,W8x10,,,,,0,0.006135212693,-28.62001388,4.366569355,5.387594,-25.41302063,5.900232642,5.588,-28.59926346,5.8547,-25.43377105,4.412101997,3.478711141,5.588,5.588,,0,0,Steel
bm-165,W8x10,,,,,0,0.008682033968,-30.08739006,2.923971351,5.387594,-26.07045041,4.826748474,5.588,-30.06663964,4.781215832,-26.09120084,2.969503993,4.3688,5.588,5.588,,0,0,Steel
bm-166,W8x10,,,,,0,0.008682033968,-30.74481984,1.481373348,5.387594,-26.7278802,3.384150471,5.588,-30.72406942,3.338617829,-26.74863062,1.52690599,4.3688,5.588,5.588,,0,0,Steel
bm-167,W8x10,,,,,0,0.008682033968,-31.40224963,0.03877534461,5.387594,-27.38530999,1.941552467,5.588,-31.38149921,1.896019825,-27.40606041,0.08430798668,4.3688,5.588,5.588,,0,0,Steel
bm-168,W8x10,,,,,0,0.008682033968,-32.05967942,-1.403822659,5.387594,-28.04273977,0.4989544639,5.588,-32.03892899,0.4534218219,-28.06349019,-1.358290017,4.3688,5.588,5.588,,0,0,Steel
bm-169,W8x10,,,,,0,0.008682033968,-32.7171092,-2.846420662,5.387594,-28.70016956,-0.9436435394,5.588,-32.69635878,-0.9891761815,-28.72091998,-2.80088802,4.3688,5.588,5.588,,0,0,Steel
bm-170,W18x86,,,,,0,0.1762972652,-22.91775007,-4.268371524,5.12064,-18.07448755,5.913159306,5.588,-22.78947283,-4.209912217,-18.20276479,5.8547,11.06048415,5.588,5.588,,0,0,Steel
bm-171,W18x86,,,,,0,0.1436073697,-26.87007586,-2.467192893,5.12064,-22.84765773,5.913159306,5.588,-26.74179861,-2.408733587,-22.97593497,5.8547,9.081082736,5.588,5.588,,0,0,Steel
bm-172,W18x86,,,,,0,0.07638767952,-26.92853516,-4.396648764,5.12064,-22.60273628,-2.22199704,5.588,-26.74179861,-2.408733587,-22.78947283,-4.209912217,4.3434,5.588,5.588,,0,0,Steel
bm-173,W8x10,,,,,0,0.006121355443,-22.0337272,4.371365613,5.387594,-18.83725838,5.900232642,5.588,-22.01297678,5.8547,-18.8580088,4.416898255,3.467145344,5.588,5.588,,0,0,Steel
bm-174,W8x10,,,,,0,0.008643201084,-23.48632901,2.933563867,5.387594,-19.49250238,4.825807782,5.588,-23.46557859,4.78027514,-19.5132528,2.979096509,4.3434,5.588,5.588,,0,0,Steel
bm-175,W8x10,,,,,0,0.008643201084,-24.14157301,1.495762122,5.387594,-20.14774639,3.388006036,5.588,-24.12082259,3.342473394,-20.16849681,1.541294764,4.3434,5.588,5.588,,0,0,Steel
bm-176,W8x10,,,,,0,0.008643201084,-24.79681702,0.05796037666,5.387594,-20.80299039,1.950204291,5.588,-24.7760666,1.904671649,-20.82374081,0.1034930187,4.3434,5.588,5.588,,0,0,Steel
bm-177,W8x10,,,,,0,0.008643201084,-25.45206102,-1.379841369,5.387594,-21.4582344,0.5124025456,5.588,-25.4313106,0.4668699036,-21.47898482,-1.334308727,4.3434,5.588,5.588,,0,0,Steel
bm-178,W8x10,,,,,0,0.008643201084,-26.10730503,-2.817643114,5.387594,-22.1134784,-0.9253991997,5.588,-26.08655461,-0.9709318417,-22.13422883,-2.772110472,4.3434,5.588,5.588,,0,0,Steel
bm-179,W18x86,,,,,0,0.0306197819,-16.24695428,-4.300043567,5.12064,-14.88312276,-1.753427248,5.588,-16.11867704,-4.241584261,-15.0114,-1.811886555,2.670111118,5.588,5.588,,0,0,Steel
bm-180,W18x86,,,,,0,0.143608684,-20.26861911,-2.467265312,5.12064,-16.24616798,5.913159306,5.588,-20.14034187,-2.408806006,-16.37444522,5.8547,9.08116232,5.588,5.588,,0,0,Steel
bm-181,W18x86,,,,,0,0.07764612564,-20.32707842,-4.428320808,5.12064,-15.93194049,-2.222069459,5.588,-20.14034187,-2.408806006,-16.11867704,-4.241584261,4.4196,5.588,5.588,,0,0,Steel
bm-182,W8x10,,,,,0,0.002895687892,-33.8328,0.711962,5.387594,-31.89830182,0.812038,5.588,-33.8328,0.762,-31.89830182,0.762,1.934498183,5.588,5.588,,0,0,Steel
bm-183,W8x10,,,,,0,0.002886472407,-27.05255283,0.1806176268,5.387594,-25.52026244,0.9510748504,5.588,-25.54101286,0.2261502689,-27.03180241,0.9055422083,1.6383,5.588,5.588,,0,0,Steel
bm-184,W8x10,,,,,0,0.002940526197,-20.4742091,0.1805452083,5.387594,-18.9188057,0.9615356402,5.588,-18.93955612,0.2260778503,-20.45345868,0.9160029981,1.6637,5.588,5.588,,0,0,Steel
bm-185,W18x55,,,,,0,0.01906996056,-27.768931,5.850382,1.06426,-27.577669,7.7851,1.524,-27.6733,5.850382,-27.6733,7.7851,1.934718,1.524,1.524,,0,0,Steel
bm-186,18LH04,,,,,0,0.05018238962,-26.66435556,5.8547,1.052597528,-26.51195556,12.6365,1.524,-26.58815556,5.8547,-26.58815556,12.6365,6.7818,1.524,1.524,,,,Steel
