id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
du-16,,,7.925,7.925,rect,0.305,0.305,hvac,,
du-17,,,7.417,7.468,rect,0.305,0.305,hvac,,
du-18,,,7.417,7.671,rect,0.305,0.305,hvac,,
du-19,,,7.925,7.925,rect,0.305,0.305,hvac,,
du-20,,,7.356,7.671,rect,0.254,0.102,hvac,,
du-21,,,7.356,7.772,rect,0.254,0.102,hvac,,
du-22,,,7.925,7.925,rect,0.254,0.102,hvac,,
du-23,,,7.925,7.925,rect,0.305,0.305,hvac,,
du-24,,,7.417,7.468,rect,0.305,0.305,hvac,,
du-25,,,7.925,7.925,rect,0.305,0.305,hvac,,
du-26,,,7.925,7.925,rect,0.305,0.305,hvac,,
du-27,,,7.417,7.468,rect,0.305,0.305,hvac,,
du-28,,,7.417,7.468,rect,0.305,0.305,hvac,,
du-29,,,7.925,7.925,rect,0.305,0.305,hvac,,
du-30,,,26.067,4.909,rect,0.508,0.508,hvac,,
